date YYYY-MM-DD,rigidity_min GV,rigidity_max GV,helium_flux m^-2sr^-1s^-1GV^-1,SEPorNODATA
2016-09-14,11.0,13.0,2.966,OBSERVED
2016-09-14,13.0,16.6,1.748,OBSERVED
2016-09-14,16.6,22.8,0.8389,OBSERVED
2016-09-14,22.8,33.5,0.3362,OBSERVED
2016-09-14,33.5,48.5,0.1225,OBSERVED
2016-09-14,48.5,69.7,0.04544,OBSERVED
2016-09-14,69.7,100.0,0.01616,OBSERVED
2016-09-15,1.71,1.92,93.48,OBSERVED
2016-09-15,1.92,2.15,88.26,OBSERVED
2016-09-15,2.15,2.4,80.95,OBSERVED
2016-09-15,2.4,2.67,72.29,OBSERVED
2016-09-15,2.67,2.97,61.28,OBSERVED
2016-09-15,2.97,3.29,53.39,OBSERVED
2016-09-15,3.29,3.64,45.55,OBSERVED
2016-09-15,3.64,4.02,37.74,OBSERVED
2016-09-15,4.02,4.43,32.08,OBSERVED
2016-09-15,4.43,4.88,26.74,OBSERVED
2016-09-15,4.88,5.37,21.91,OBSERVED
2016-09-15,5.37,5.9,17.76,OBSERVED
2016-09-15,5.9,6.47,14.31,OBSERVED
2016-09-15,6.47,7.09,11.8,OBSERVED
2016-09-15,7.09,7.76,9.737,OBSERVED
2016-09-15,7.76,8.48,7.588,OBSERVED
2016-09-15,8.48,9.26,6.222,OBSERVED
2016-09-15,9.26,10.1,4.924,OBSERVED
2016-09-15,10.1,11.0,4.007,OBSERVED
2016-09-15,11.0,13.0,2.946,OBSERVED
2016-09-15,13.0,16.6,1.763,OBSERVED
2016-09-15,16.6,22.8,0.8464,OBSERVED
2016-09-15,22.8,33.5,0.346,OBSERVED
2016-09-15,33.5,48.5,0.1208,OBSERVED
2016-09-15,48.5,69.7,0.04538,OBSERVED
2016-09-15,69.7,100.0,0.01685,OBSERVED
2016-09-16,1.71,1.92,93.85,OBSERVED
2016-09-16,1.92,2.15,87.62,OBSERVED
2016-09-16,2.15,2.4,79.33,OBSERVED
2016-09-16,2.4,2.67,69.8,OBSERVED
2016-09-16,2.67,2.97,62.57,OBSERVED
2016-09-16,2.97,3.29,54.64,OBSERVED
2016-09-16,3.29,3.64,46.03,OBSERVED
2016-09-16,3.64,4.02,37.94,OBSERVED
2016-09-16,4.02,4.43,31.84,OBSERVED
2016-09-16,4.43,4.88,26.35,OBSERVED
2016-09-16,4.88,5.37,21.84,OBSERVED
2016-09-16,5.37,5.9,17.72,OBSERVED
2016-09-16,5.9,6.47,14.39,OBSERVED
2016-09-16,6.47,7.09,11.68,OBSERVED
2016-09-16,7.09,7.76,9.301,OBSERVED
2016-09-16,7.76,8.48,7.59,OBSERVED
2016-09-16,8.48,9.26,6.111,OBSERVED
2016-09-16,9.26,10.1,4.943,OBSERVED
2016-09-16,10.1,11.0,3.992,OBSERVED
2016-09-16,11.0,13.0,2.94,OBSERVED
2016-09-16,13.0,16.6,1.748,OBSERVED
2016-09-16,16.6,22.8,0.842,OBSERVED
2016-09-16,22.8,33.5,0.3374,OBSERVED
2016-09-16,33.5,48.5,0.1233,OBSERVED
2016-09-16,48.5,69.7,0.04586,OBSERVED
2016-09-16,69.7,100.0,0.01634,OBSERVED
2016-09-17,1.71,1.92,96.65,OBSERVED
2016-09-17,1.92,2.15,91.6,OBSERVED
2016-09-17,2.15,2.4,82.31,OBSERVED
2016-09-17,2.4,2.67,73.41,OBSERVED
2016-09-17,2.67,2.97,63.69,OBSERVED
2016-09-17,2.97,3.29,54.07,OBSERVED
2016-09-17,3.29,3.64,45.94,OBSERVED
2016-09-17,3.64,4.02,38.69,OBSERVED
2016-09-17,4.02,4.43,32.23,OBSERVED
2016-09-17,4.43,4.88,27.01,OBSERVED
2016-09-17,4.88,5.37,22.01,OBSERVED
2016-09-17,5.37,5.9,17.82,OBSERVED
2016-09-17,5.9,6.47,14.39,OBSERVED
2016-09-17,6.47,7.09,11.91,OBSERVED
2016-09-17,7.09,7.76,9.586,OBSERVED
2016-09-17,7.76,8.48,7.583,OBSERVED
2016-09-17,8.48,9.26,6.268,OBSERVED
2016-09-17,9.26,10.1,5.054,OBSERVED
2016-09-17,10.1,11.0,4.042,OBSERVED
2016-09-17,11.0,13.0,2.931,OBSERVED
2016-09-17,13.0,16.6,1.742,OBSERVED
2016-09-17,16.6,22.8,0.8457,OBSERVED
2016-09-17,22.8,33.5,0.3339,OBSERVED
2016-09-17,33.5,48.5,0.1204,OBSERVED
2016-09-17,48.5,69.7,0.04523,OBSERVED
2016-09-17,69.7,100.0,0.01715,OBSERVED
2016-09-18,1.71,1.92,95.65,OBSERVED
2016-09-18,1.92,2.15,89.11,OBSERVED
2016-09-18,2.15,2.4,81.62,OBSERVED
2016-09-18,2.4,2.67,70.83,OBSERVED
2016-09-18,2.67,2.97,61.0,OBSERVED
2016-09-18,2.97,3.29,52.77,OBSERVED
2016-09-18,3.29,3.64,45.32,OBSERVED
2016-09-18,3.64,4.02,37.81,OBSERVED
2016-09-18,4.02,4.43,31.41,OBSERVED
2016-09-18,4.43,4.88,26.29,OBSERVED
2016-09-18,4.88,5.37,21.49,OBSERVED
2016-09-18,5.37,5.9,17.94,OBSERVED
2016-09-18,5.9,6.47,14.39,OBSERVED
2016-09-18,6.47,7.09,11.59,OBSERVED
2016-09-18,7.09,7.76,9.35,OBSERVED
2016-09-18,7.76,8.48,7.616,OBSERVED
2016-09-18,8.48,9.26,5.928,OBSERVED
2016-09-18,9.26,10.1,4.854,OBSERVED
2016-09-18,10.1,11.0,3.951,OBSERVED
2016-09-18,11.0,13.0,2.896,OBSERVED
2016-09-18,13.0,16.6,1.738,OBSERVED
2016-09-18,16.6,22.8,0.8604,OBSERVED
2016-09-18,22.8,33.5,0.3348,OBSERVED
2016-09-18,33.5,48.5,0.1193,OBSERVED
2016-09-18,48.5,69.7,0.04412,OBSERVED
2016-09-18,69.7,100.0,0.0168,OBSERVED
2016-09-19,1.71,1.92,97.46,OBSERVED
2016-09-19,1.92,2.15,89.64,OBSERVED
2016-09-19,2.15,2.4,80.1,OBSERVED
2016-09-19,2.4,2.67,70.82,OBSERVED
2016-09-19,2.67,2.97,62.06,OBSERVED
2016-09-19,2.97,3.29,53.59,OBSERVED
2016-09-19,3.29,3.64,44.89,OBSERVED
2016-09-19,3.64,4.02,37.96,OBSERVED
2016-09-19,4.02,4.43,30.97,OBSERVED
2016-09-19,4.43,4.88,25.93,OBSERVED
2016-09-19,4.88,5.37,21.47,OBSERVED
2016-09-19,5.37,5.9,17.65,OBSERVED
2016-09-19,5.9,6.47,14.29,OBSERVED
2016-09-19,6.47,7.09,11.5,OBSERVED
2016-09-19,7.09,7.76,9.385,OBSERVED
2016-09-19,7.76,8.48,7.563,OBSERVED
2016-09-19,8.48,9.26,6.017,OBSERVED
2016-09-19,9.26,10.1,5.006,OBSERVED
2016-09-19,10.1,11.0,4.1,OBSERVED
2016-09-19,11.0,13.0,2.931,OBSERVED
2016-09-19,13.0,16.6,1.726,OBSERVED
2016-09-19,16.6,22.8,0.8469,OBSERVED
2016-09-19,22.8,33.5,0.3356,OBSERVED
2016-09-19,33.5,48.5,0.1222,OBSERVED
2016-09-19,48.5,69.7,0.04601,OBSERVED
2016-09-19,69.7,100.0,0.01629,OBSERVED
2016-09-20,1.71,1.92,94.68,OBSERVED
2016-09-20,1.92,2.15,88.57,OBSERVED
2016-09-20,2.15,2.4,79.9,OBSERVED
2016-09-20,2.4,2.67,69.27,OBSERVED
2016-09-20,2.67,2.97,61.11,OBSERVED
2016-09-20,2.97,3.29,52.81,OBSERVED
2016-09-20,3.29,3.64,43.9,OBSERVED
2016-09-20,3.64,4.02,37.02,OBSERVED
2016-09-20,4.02,4.43,31.41,OBSERVED
2016-09-20,4.43,4.88,25.79,OBSERVED
2016-09-20,4.88,5.37,21.07,OBSERVED
2016-09-20,5.37,5.9,17.49,OBSERVED
2016-09-20,5.9,6.47,14.11,OBSERVED
2016-09-20,6.47,7.09,11.4,OBSERVED
2016-09-20,7.09,7.76,9.406,OBSERVED
2016-09-20,7.76,8.48,7.522,OBSERVED
2016-09-20,8.48,9.26,6.072,OBSERVED
2016-09-20,9.26,10.1,4.95,OBSERVED
2016-09-20,10.1,11.0,3.949,OBSERVED
2016-09-20,11.0,13.0,2.973,OBSERVED
2016-09-20,13.0,16.6,1.761,OBSERVED
2016-09-20,16.6,22.8,0.8312,OBSERVED
2016-09-20,22.8,33.5,0.3289,OBSERVED
2016-09-20,33.5,48.5,0.1219,OBSERVED
2016-09-20,48.5,69.7,0.04607,OBSERVED
2016-09-20,69.7,100.0,0.01747,OBSERVED
2016-09-21,1.71,1.92,94.85,OBSERVED
2016-09-21,1.92,2.15,88.08,OBSERVED
2016-09-21,2.15,2.4,79.27,OBSERVED
2016-09-21,2.4,2.67,69.78,OBSERVED
2016-09-21,2.67,2.97,61.44,OBSERVED
2016-09-21,2.97,3.29,53.64,OBSERVED
2016-09-21,3.29,3.64,45.19,OBSERVED
2016-09-21,3.64,4.02,38.31,OBSERVED
2016-09-21,4.02,4.43,31.15,OBSERVED
2016-09-21,4.43,4.88,26.2,OBSERVED
2016-09-21,4.88,5.37,21.48,OBSERVED
2016-09-21,5.37,5.9,17.45,OBSERVED
2016-09-21,5.9,6.47,14.16,OBSERVED
2016-09-21,6.47,7.09,11.64,OBSERVED
2016-09-21,7.09,7.76,9.319,OBSERVED
2016-09-21,7.76,8.48,7.514,OBSERVED
2016-09-21,8.48,9.26,6.187,OBSERVED
2016-09-21,9.26,10.1,4.93,OBSERVED
2016-09-21,10.1,11.0,4.059,OBSERVED
2016-09-21,11.0,13.0,2.906,OBSERVED
2016-09-21,13.0,16.6,1.733,OBSERVED
2016-09-21,16.6,22.8,0.8346,OBSERVED
2016-09-21,22.8,33.5,0.3315,OBSERVED
2016-09-21,33.5,48.5,0.1199,OBSERVED
2016-09-21,48.5,69.7,0.04402,OBSERVED
2016-09-21,69.7,100.0,0.01687,OBSERVED
2016-09-22,1.71,1.92,96.46,OBSERVED
2016-09-22,1.92,2.15,88.88,OBSERVED
2016-09-22,2.15,2.4,79.7,OBSERVED
2016-09-22,2.4,2.67,69.59,OBSERVED
2016-09-22,2.67,2.97,60.19,OBSERVED
2016-09-22,2.97,3.29,54.44,OBSERVED
2016-09-22,3.29,3.64,45.82,OBSERVED
2016-09-22,3.64,4.02,37.36,OBSERVED
2016-09-22,4.02,4.43,31.62,OBSERVED
2016-09-22,4.43,4.88,25.88,OBSERVED
2016-09-22,4.88,5.37,20.88,OBSERVED
2016-09-22,5.37,5.9,17.46,OBSERVED
2016-09-22,5.9,6.47,14.42,OBSERVED
2016-09-22,6.47,7.09,11.7,OBSERVED
2016-09-22,7.09,7.76,9.466,OBSERVED
2016-09-22,7.76,8.48,7.703,OBSERVED
2016-09-22,8.48,9.26,6.239,OBSERVED
2016-09-22,9.26,10.1,4.953,OBSERVED
2016-09-22,10.1,11.0,3.91,OBSERVED
2016-09-22,11.0,13.0,2.9,OBSERVED
2016-09-22,13.0,16.6,1.73,OBSERVED
2016-09-22,16.6,22.8,0.8381,OBSERVED
2016-09-22,22.8,33.5,0.3316,OBSERVED
2016-09-22,33.5,48.5,0.1207,OBSERVED
2016-09-22,48.5,69.7,0.04503,OBSERVED
2016-09-22,69.7,100.0,0.01631,OBSERVED
2016-09-23,1.71,1.92,99.11,OBSERVED
2016-09-23,1.92,2.15,90.7,OBSERVED
2016-09-23,2.15,2.4,79.97,OBSERVED
2016-09-23,2.4,2.67,68.41,OBSERVED
2016-09-23,2.67,2.97,59.43,OBSERVED
2016-09-23,2.97,3.29,52.86,OBSERVED
2016-09-23,3.29,3.64,45.6,OBSERVED
2016-09-23,3.64,4.02,37.38,OBSERVED
2016-09-23,4.02,4.43,31.25,OBSERVED
2016-09-23,4.43,4.88,25.52,OBSERVED
2016-09-23,4.88,5.37,20.75,OBSERVED
2016-09-23,5.37,5.9,17.19,OBSERVED
2016-09-23,5.9,6.47,14.0,OBSERVED
2016-09-23,6.47,7.09,11.45,OBSERVED
2016-09-23,7.09,7.76,9.319,OBSERVED
2016-09-23,7.76,8.48,7.462,OBSERVED
2016-09-23,8.48,9.26,6.091,OBSERVED
2016-09-23,9.26,10.1,4.825,OBSERVED
2016-09-23,10.1,11.0,4.008,OBSERVED
2016-09-23,11.0,13.0,2.92,OBSERVED
2016-09-23,13.0,16.6,1.734,OBSERVED
2016-09-23,16.6,22.8,0.8509,OBSERVED
2016-09-23,22.8,33.5,0.3336,OBSERVED
2016-09-23,33.5,48.5,0.1212,OBSERVED
2016-09-23,48.5,69.7,0.04425,OBSERVED
2016-09-23,69.7,100.0,0.0157,OBSERVED
2016-09-24,1.71,1.92,98.18,OBSERVED
2016-09-24,1.92,2.15,88.98,OBSERVED
2016-09-24,2.15,2.4,79.18,OBSERVED
2016-09-24,2.4,2.67,70.07,OBSERVED
2016-09-24,2.67,2.97,61.64,OBSERVED
2016-09-24,2.97,3.29,53.78,OBSERVED
2016-09-24,3.29,3.64,45.68,OBSERVED
2016-09-24,3.64,4.02,37.56,OBSERVED
2016-09-24,4.02,4.43,31.64,OBSERVED
2016-09-24,4.43,4.88,25.83,OBSERVED
2016-09-24,4.88,5.37,20.98,OBSERVED
2016-09-24,5.37,5.9,17.43,OBSERVED
2016-09-24,5.9,6.47,14.38,OBSERVED
2016-09-24,6.47,7.09,11.6,OBSERVED
2016-09-24,7.09,7.76,9.281,OBSERVED
2016-09-24,7.76,8.48,7.695,OBSERVED
2016-09-24,8.48,9.26,6.071,OBSERVED
2016-09-24,9.26,10.1,5.001,OBSERVED
2016-09-24,10.1,11.0,3.918,OBSERVED
2016-09-24,11.0,13.0,2.929,OBSERVED
2016-09-24,13.0,16.6,1.763,OBSERVED
2016-09-24,16.6,22.8,0.8593,OBSERVED
2016-09-24,22.8,33.5,0.335,OBSERVED
2016-09-24,33.5,48.5,0.1212,OBSERVED
2016-09-24,48.5,69.7,0.04456,OBSERVED
2016-09-24,69.7,100.0,0.01637,OBSERVED
2016-09-25,1.71,1.92,99.62,OBSERVED
2016-09-25,1.92,2.15,88.98,OBSERVED
2016-09-25,2.15,2.4,81.4,OBSERVED
2016-09-25,2.4,2.67,71.71,OBSERVED
2016-09-25,2.67,2.97,61.44,OBSERVED
2016-09-25,2.97,3.29,52.39,OBSERVED
2016-09-25,3.29,3.64,45.34,OBSERVED
2016-09-25,3.64,4.02,38.62,OBSERVED
2016-09-25,4.02,4.43,31.76,OBSERVED
2016-09-25,4.43,4.88,26.32,OBSERVED
2016-09-25,4.88,5.37,21.69,OBSERVED
2016-09-25,5.37,5.9,17.66,OBSERVED
2016-09-25,5.9,6.47,14.09,OBSERVED
2016-09-25,6.47,7.09,11.65,OBSERVED
2016-09-25,7.09,7.76,9.323,OBSERVED
2016-09-25,7.76,8.48,7.616,OBSERVED
2016-09-25,8.48,9.26,6.101,OBSERVED
2016-09-25,9.26,10.1,4.961,OBSERVED
2016-09-25,10.1,11.0,4.083,OBSERVED
2016-09-25,11.0,13.0,2.92,OBSERVED
2016-09-25,13.0,16.6,1.754,OBSERVED
2016-09-25,16.6,22.8,0.8433,OBSERVED
2016-09-25,22.8,33.5,0.3352,OBSERVED
2016-09-25,33.5,48.5,0.1223,OBSERVED
2016-09-25,48.5,69.7,0.04567,OBSERVED
2016-09-25,69.7,100.0,0.01685,OBSERVED
2016-09-26,1.71,1.92,102.3,OBSERVED
2016-09-26,1.92,2.15,94.73,OBSERVED
2016-09-26,2.15,2.4,83.6,OBSERVED
2016-09-26,2.4,2.67,73.33,OBSERVED
2016-09-26,2.67,2.97,63.05,OBSERVED
2016-09-26,2.97,3.29,54.55,OBSERVED
2016-09-26,3.29,3.64,46.07,OBSERVED
2016-09-26,3.64,4.02,38.69,OBSERVED
2016-09-26,4.02,4.43,31.84,OBSERVED
2016-09-26,4.43,4.88,26.49,OBSERVED
2016-09-26,4.88,5.37,21.48,OBSERVED
2016-09-26,5.37,5.9,17.68,OBSERVED
2016-09-26,5.9,6.47,14.54,OBSERVED
2016-09-26,6.47,7.09,11.74,OBSERVED
2016-09-26,7.09,7.76,9.526,OBSERVED
2016-09-26,7.76,8.48,7.817,OBSERVED
2016-09-26,8.48,9.26,6.249,OBSERVED
2016-09-26,9.26,10.1,4.998,OBSERVED
2016-09-26,10.1,11.0,3.985,OBSERVED
2016-09-26,11.0,13.0,2.954,OBSERVED
2016-09-26,13.0,16.6,1.768,OBSERVED
2016-09-26,16.6,22.8,0.8545,OBSERVED
2016-09-26,22.8,33.5,0.3352,OBSERVED
2016-09-26,33.5,48.5,0.1227,OBSERVED
2016-09-26,48.5,69.7,0.0458,OBSERVED
2016-09-26,69.7,100.0,0.01738,OBSERVED
2016-09-27,1.71,1.92,99.02,OBSERVED
2016-09-27,1.92,2.15,91.05,OBSERVED
2016-09-27,2.15,2.4,79.63,OBSERVED
2016-09-27,2.4,2.67,70.41,OBSERVED
2016-09-27,2.67,2.97,61.86,OBSERVED
2016-09-27,2.97,3.29,53.9,OBSERVED
2016-09-27,3.29,3.64,45.66,OBSERVED
2016-09-27,3.64,4.02,37.85,OBSERVED
2016-09-27,4.02,4.43,31.23,OBSERVED
2016-09-27,4.43,4.88,26.16,OBSERVED
2016-09-27,4.88,5.37,21.21,OBSERVED
2016-09-27,5.37,5.9,17.76,OBSERVED
2016-09-27,5.9,6.47,14.04,OBSERVED
2016-09-27,6.47,7.09,11.54,OBSERVED
2016-09-27,7.09,7.76,9.499,OBSERVED
2016-09-27,7.76,8.48,7.876,OBSERVED
2016-09-27,8.48,9.26,6.14,OBSERVED
2016-09-27,9.26,10.1,5.046,OBSERVED
2016-09-27,10.1,11.0,4.016,OBSERVED
2016-09-27,11.0,13.0,2.953,OBSERVED
2016-09-27,13.0,16.6,1.769,OBSERVED
2016-09-27,16.6,22.8,0.8452,OBSERVED
2016-09-27,22.8,33.5,0.3336,OBSERVED
2016-09-27,33.5,48.5,0.1218,OBSERVED
2016-09-27,48.5,69.7,0.04522,OBSERVED
2016-09-27,69.7,100.0,0.01677,OBSERVED
2016-09-28,1.71,1.92,93.39,OBSERVED
2016-09-28,1.92,2.15,85.75,OBSERVED
2016-09-28,2.15,2.4,78.85,OBSERVED
2016-09-28,2.4,2.67,67.43,OBSERVED
2016-09-28,2.67,2.97,60.9,OBSERVED
2016-09-28,2.97,3.29,52.13,OBSERVED
2016-09-28,3.29,3.64,43.6,OBSERVED
2016-09-28,3.64,4.02,36.29,OBSERVED
2016-09-28,4.02,4.43,31.07,OBSERVED
2016-09-28,4.43,4.88,25.59,OBSERVED
2016-09-28,4.88,5.37,21.28,OBSERVED
2016-09-28,5.37,5.9,17.45,OBSERVED
2016-09-28,5.9,6.47,14.39,OBSERVED
2016-09-28,6.47,7.09,11.59,OBSERVED
2016-09-28,7.09,7.76,9.241,OBSERVED
2016-09-28,7.76,8.48,7.337,OBSERVED
2016-09-28,8.48,9.26,6.231,OBSERVED
2016-09-28,9.26,10.1,4.872,OBSERVED
2016-09-28,10.1,11.0,3.999,OBSERVED
2016-09-28,11.0,13.0,2.916,OBSERVED
2016-09-28,13.0,16.6,1.734,OBSERVED
2016-09-28,16.6,22.8,0.822,OBSERVED
2016-09-28,22.8,33.5,0.336,OBSERVED
2016-09-28,33.5,48.5,0.1186,OBSERVED
2016-09-28,48.5,69.7,0.04524,OBSERVED
2016-09-28,69.7,100.0,0.017,OBSERVED
2016-09-29,1.71,1.92,93.7,OBSERVED
2016-09-29,1.92,2.15,85.63,OBSERVED
2016-09-29,2.15,2.4,75.71,OBSERVED
2016-09-29,2.4,2.67,68.98,OBSERVED
2016-09-29,2.67,2.97,60.47,OBSERVED
2016-09-29,2.97,3.29,52.07,OBSERVED
2016-09-29,3.29,3.64,44.49,OBSERVED
2016-09-29,3.64,4.02,37.51,OBSERVED
2016-09-29,4.02,4.43,30.41,OBSERVED
2016-09-29,4.43,4.88,25.19,OBSERVED
2016-09-29,4.88,5.37,21.13,OBSERVED
2016-09-29,5.37,5.9,17.02,OBSERVED
2016-09-29,5.9,6.47,13.86,OBSERVED
2016-09-29,6.47,7.09,11.31,OBSERVED
2016-09-29,7.09,7.76,9.324,OBSERVED
2016-09-29,7.76,8.48,7.581,OBSERVED
2016-09-29,8.48,9.26,5.992,OBSERVED
2016-09-29,9.26,10.1,4.908,OBSERVED
2016-09-29,10.1,11.0,4.009,OBSERVED
2016-09-29,11.0,13.0,2.872,OBSERVED
2016-09-29,13.0,16.6,1.736,OBSERVED
2016-09-29,16.6,22.8,0.8434,OBSERVED
2016-09-29,22.8,33.5,0.3308,OBSERVED
2016-09-29,33.5,48.5,0.1237,OBSERVED
2016-09-29,48.5,69.7,0.04526,OBSERVED
2016-09-29,69.7,100.0,0.01662,OBSERVED
2016-09-30,1.71,1.92,93.03,OBSERVED
2016-09-30,1.92,2.15,88.79,OBSERVED
2016-09-30,2.15,2.4,76.14,OBSERVED
2016-09-30,2.4,2.67,67.5,OBSERVED
2016-09-30,2.67,2.97,58.78,OBSERVED
2016-09-30,2.97,3.29,52.04,OBSERVED
2016-09-30,3.29,3.64,43.97,OBSERVED
2016-09-30,3.64,4.02,36.94,OBSERVED
2016-09-30,4.02,4.43,30.66,OBSERVED
2016-09-30,4.43,4.88,25.72,OBSERVED
2016-09-30,4.88,5.37,21.27,OBSERVED
2016-09-30,5.37,5.9,17.51,OBSERVED
2016-09-30,5.9,6.47,14.17,OBSERVED
2016-09-30,6.47,7.09,11.5,OBSERVED
2016-09-30,7.09,7.76,9.17,OBSERVED
2016-09-30,7.76,8.48,7.496,OBSERVED
2016-09-30,8.48,9.26,5.953,OBSERVED
2016-09-30,9.26,10.1,4.854,OBSERVED
2016-09-30,10.1,11.0,3.965,OBSERVED
2016-09-30,11.0,13.0,2.932,OBSERVED
2016-09-30,13.0,16.6,1.742,OBSERVED
2016-09-30,16.6,22.8,0.8325,OBSERVED
2016-09-30,22.8,33.5,0.3339,OBSERVED
2016-09-30,33.5,48.5,0.1228,OBSERVED
2016-09-30,48.5,69.7,0.04402,OBSERVED
2016-09-30,69.7,100.0,0.0163,OBSERVED
2016-10-01,1.71,1.92,91.14,OBSERVED
2016-10-01,1.92,2.15,85.19,OBSERVED
2016-10-01,2.15,2.4,74.87,OBSERVED
2016-10-01,2.4,2.67,67.34,OBSERVED
2016-10-01,2.67,2.97,60.26,OBSERVED
2016-10-01,2.97,3.29,51.96,OBSERVED
2016-10-01,3.29,3.64,43.98,OBSERVED
2016-10-01,3.64,4.02,37.49,OBSERVED
2016-10-01,4.02,4.43,30.51,OBSERVED
2016-10-01,4.43,4.88,26.11,OBSERVED
2016-10-01,4.88,5.37,21.27,OBSERVED
2016-10-01,5.37,5.9,17.19,OBSERVED
2016-10-01,5.9,6.47,14.25,OBSERVED
2016-10-01,6.47,7.09,11.43,OBSERVED
2016-10-01,7.09,7.76,9.215,OBSERVED
2016-10-01,7.76,8.48,7.439,OBSERVED
2016-10-01,8.48,9.26,6.07,OBSERVED
2016-10-01,9.26,10.1,4.913,OBSERVED
2016-10-01,10.1,11.0,4.025,OBSERVED
2016-10-01,11.0,13.0,2.927,OBSERVED
2016-10-01,13.0,16.6,1.732,OBSERVED
2016-10-01,16.6,22.8,0.8381,OBSERVED
2016-10-01,22.8,33.5,0.3346,OBSERVED
2016-10-01,33.5,48.5,0.1213,OBSERVED
2016-10-01,48.5,69.7,0.04529,OBSERVED
2016-10-01,69.7,100.0,0.01665,OBSERVED
2016-10-02,1.71,1.92,94.17,OBSERVED
2016-10-02,1.92,2.15,85.51,OBSERVED
2016-10-02,2.15,2.4,79.12,OBSERVED
2016-10-02,2.4,2.67,68.45,OBSERVED
2016-10-02,2.67,2.97,58.76,OBSERVED
2016-10-02,2.97,3.29,53.22,OBSERVED
2016-10-02,3.29,3.64,44.96,OBSERVED
2016-10-02,3.64,4.02,37.87,OBSERVED
2016-10-02,4.02,4.43,32.07,OBSERVED
2016-10-02,4.43,4.88,26.41,OBSERVED
2016-10-02,4.88,5.37,21.67,OBSERVED
2016-10-02,5.37,5.9,17.32,OBSERVED
2016-10-02,5.9,6.47,14.14,OBSERVED
2016-10-02,6.47,7.09,11.4,OBSERVED
2016-10-02,7.09,7.76,9.338,OBSERVED
2016-10-02,7.76,8.48,7.679,OBSERVED
2016-10-02,8.48,9.26,6.215,OBSERVED
2016-10-02,9.26,10.1,4.828,OBSERVED
2016-10-02,10.1,11.0,4.059,OBSERVED
2016-10-02,11.0,13.0,2.904,OBSERVED
2016-10-02,13.0,16.6,1.756,OBSERVED
2016-10-02,16.6,22.8,0.8332,OBSERVED
2016-10-02,22.8,33.5,0.334,OBSERVED
2016-10-02,33.5,48.5,0.1201,OBSERVED
2016-10-02,48.5,69.7,0.0453,OBSERVED
2016-10-02,69.7,100.0,0.01674,OBSERVED
2016-10-03,1.71,1.92,95.23,OBSERVED
2016-10-03,1.92,2.15,86.09,OBSERVED
2016-10-03,2.15,2.4,80.06,OBSERVED
2016-10-03,2.4,2.67,69.5,OBSERVED
2016-10-03,2.67,2.97,60.51,OBSERVED
2016-10-03,2.97,3.29,51.22,OBSERVED
2016-10-03,3.29,3.64,45.37,OBSERVED
2016-10-03,3.64,4.02,37.83,OBSERVED
2016-10-03,4.02,4.43,31.55,OBSERVED
2016-10-03,4.43,4.88,26.17,OBSERVED
2016-10-03,4.88,5.37,21.2,OBSERVED
2016-10-03,5.37,5.9,17.35,OBSERVED
2016-10-03,5.9,6.47,14.07,OBSERVED
2016-10-03,6.47,7.09,11.59,OBSERVED
2016-10-03,7.09,7.76,9.453,OBSERVED
2016-10-03,7.76,8.48,7.627,OBSERVED
2016-10-03,8.48,9.26,6.239,OBSERVED
2016-10-03,9.26,10.1,4.847,OBSERVED
2016-10-03,10.1,11.0,3.974,OBSERVED
2016-10-03,11.0,13.0,2.929,OBSERVED
2016-10-03,13.0,16.6,1.731,OBSERVED
2016-10-03,16.6,22.8,0.8335,OBSERVED
2016-10-03,22.8,33.5,0.3404,OBSERVED
2016-10-03,33.5,48.5,0.1214,OBSERVED
2016-10-03,48.5,69.7,0.04473,OBSERVED
2016-10-03,69.7,100.0,0.01648,OBSERVED
2016-10-04,1.71,1.92,94.98,OBSERVED
2016-10-04,1.92,2.15,89.04,OBSERVED
2016-10-04,2.15,2.4,79.23,OBSERVED
2016-10-04,2.4,2.67,68.12,OBSERVED
2016-10-04,2.67,2.97,59.39,OBSERVED
2016-10-04,2.97,3.29,50.99,OBSERVED
2016-10-04,3.29,3.64,44.39,OBSERVED
2016-10-04,3.64,4.02,36.84,OBSERVED
2016-10-04,4.02,4.43,30.88,OBSERVED
2016-10-04,4.43,4.88,25.56,OBSERVED
2016-10-04,4.88,5.37,21.23,OBSERVED
2016-10-04,5.37,5.9,17.22,OBSERVED
2016-10-04,5.9,6.47,14.25,OBSERVED
2016-10-04,6.47,7.09,11.69,OBSERVED
2016-10-04,7.09,7.76,9.447,OBSERVED
2016-10-04,7.76,8.48,7.722,OBSERVED
2016-10-04,8.48,9.26,6.099,OBSERVED
2016-10-04,9.26,10.1,4.936,OBSERVED
2016-10-04,10.1,11.0,3.943,OBSERVED
2016-10-04,11.0,13.0,2.894,OBSERVED
2016-10-04,13.0,16.6,1.734,OBSERVED
2016-10-04,16.6,22.8,0.8554,OBSERVED
2016-10-04,22.8,33.5,0.334,OBSERVED
2016-10-04,33.5,48.5,0.1221,OBSERVED
2016-10-04,48.5,69.7,0.04586,OBSERVED
2016-10-04,69.7,100.0,0.01719,OBSERVED
2016-10-05,1.71,1.92,96.13,OBSERVED
2016-10-05,1.92,2.15,86.47,OBSERVED
2016-10-05,2.15,2.4,80.09,OBSERVED
2016-10-05,2.4,2.67,70.54,OBSERVED
2016-10-05,2.67,2.97,62.22,OBSERVED
