date,predicted_flux
2013-11-08,36.962135
2013-11-09,37.03057
2013-11-10,36.128895
2013-11-11,36.001064
2013-11-12,35.575565
2013-11-13,35.833157
2013-11-14,36.51131
2013-11-15,36.626595
2013-11-16,36.322735
2013-11-17,35.626297
2013-11-18,35.63868
2013-11-19,35.76456
2013-11-20,35.912014
2013-11-21,35.915684
2013-11-22,36.472454
2013-11-23,36.743607
2013-11-24,36.465176
2013-11-25,37.00972
2013-11-26,37.511135
2013-11-27,37.95274
2013-11-28,37.732327
2013-11-29,37.55203
2013-11-30,37.300827
2013-12-01,36.85347
2013-12-02,36.18778
2013-12-03,35.79399
2013-12-04,35.8962
2013-12-05,36.09944
2013-12-06,36.359333
2013-12-07,36.674774
2013-12-08,36.60871
2013-12-09,35.55711
2013-12-10,35.727085
2013-12-11,35.908886
2013-12-12,36.132126
2013-12-13,36.442383
2013-12-14,36.47224
2013-12-15,35.18031
2013-12-16,34.606964
2013-12-17,34.606777
2013-12-18,34.91401
2013-12-19,35.349194
2013-12-20,35.533928
2013-12-21,35.79938
2013-12-22,35.99411
2013-12-23,36.267097
2013-12-24,36.64547
2013-12-25,36.91361
2013-12-26,36.363335
2013-12-27,36.912857
2013-12-28,36.96866
2013-12-29,37.26687
2013-12-30,37.349884
2013-12-31,37.20088
2014-01-01,37.35466
2014-01-02,36.70442
2014-01-03,36.155437
2014-01-04,35.93359
2014-01-05,36.05908
2014-01-06,36.29482
2014-01-07,36.873577
2014-01-08,36.829735
2014-01-09,36.543617
2014-01-10,35.803673
2014-01-11,35.216118
2014-01-12,34.917225
2014-01-13,34.485588
2014-01-14,34.347725
2014-01-15,34.977715
2014-01-16,35.86877
2014-01-17,36.71675
2014-01-18,37.105526
2014-01-19,37.697796
2014-01-20,37.958942
2014-01-21,37.926113
2014-01-22,37.016396
2014-01-23,36.30927
2014-01-24,36.20806
2014-01-25,36.56096
2014-01-26,36.88434
2014-01-27,36.93276
2014-01-28,36.955807
2014-01-29,36.50265
2014-01-30,36.137867
2014-01-31,36.42986
2014-02-01,36.813812
2014-02-02,37.436356
2014-02-03,37.440582
