bartels_rotation_number,rigidity_min GV,rigidity_max GV,proton_flux m^-2sr^-1s^-1GV^-1,proton_flux_error_statistical m^-2sr^-1s^-1GV^-1,proton_flux_error_timedependent m^-2sr^-1s^-1GV^-1,proton_flux_error_systematic_total m^-2sr^-1s^-1GV^-1
2523,16.60,22.80,4.407E+0,0.003E+0,0.005E+0,0.050E+0
2523,22.80,41.90,1.257E+0,0.001E+0,0.001E+0,0.015E+0
2524,1.00,1.92,1.320E+3,0.001E+3,0.001E+3,0.025E+3
2524,1.92,2.97,6.500E+2,0.004E+2,0.006E+2,0.078E+2
2524,2.97,4.02,3.241E+2,0.002E+2,0.003E+2,0.035E+2
2524,4.02,4.88,1.909E+2,0.002E+2,0.002E+2,0.020E+2
2524,4.88,5.90,1.231E+2,0.001E+2,0.002E+2,0.013E+2
2524,5.90,7.09,7.881E+1,0.007E+1,0.010E+1,0.082E+1
2524,7.09,8.48,5.019E+1,0.005E+1,0.006E+1,0.053E+1
2524,8.48,11.00,2.867E+1,0.003E+1,0.003E+1,0.031E+1
2524,11.00,16.60,1.189E+1,0.001E+1,0.001E+1,0.013E+1
2524,16.60,22.80,4.415E+0,0.005E+0,0.004E+0,0.050E+0
2524,22.80,41.90,1.259E+0,0.001E+0,0.001E+0,0.015E+0
2525,1.00,1.92,1.317E+3,0.000E+3,0.002E+3,0.025E+3
2525,1.92,2.97,6.489E+2,0.002E+2,0.008E+2,0.078E+2
2525,2.97,4.02,3.240E+2,0.001E+2,0.005E+2,0.035E+2
2525,4.02,4.88,1.904E+2,0.001E+2,0.003E+2,0.020E+2
2525,4.88,5.90,1.227E+2,0.001E+2,0.002E+2,0.013E+2
2525,5.90,7.09,7.841E+1,0.004E+1,0.014E+1,0.082E+1
2525,7.09,8.48,4.994E+1,0.003E+1,0.009E+1,0.053E+1
2525,8.48,11.00,2.856E+1,0.001E+1,0.004E+1,0.031E+1
2525,11.00,16.60,1.182E+1,0.001E+1,0.001E+1,0.013E+1
2525,16.60,22.80,4.392E+0,0.002E+0,0.005E+0,0.050E+0
2525,22.80,41.90,1.254E+0,0.001E+0,0.001E+0,0.015E+0
2526,1.00,1.92,1.345E+3,0.002E+3,0.002E+3,0.026E+3
2526,1.92,2.97,6.585E+2,0.007E+2,0.011E+2,0.079E+2
2526,2.97,4.02,3.273E+2,0.004E+2,0.006E+2,0.035E+2
2526,4.02,4.88,1.922E+2,0.003E+2,0.004E+2,0.020E+2
2526,4.88,5.90,1.237E+2,0.002E+2,0.003E+2,0.013E+2
2526,5.90,7.09,7.897E+1,0.012E+1,0.018E+1,0.084E+1
2526,7.09,8.48,5.041E+1,0.008E+1,0.011E+1,0.054E+1
2526,8.48,11.00,2.864E+1,0.004E+1,0.005E+1,0.031E+1
2526,11.00,16.60,1.186E+1,0.002E+1,0.002E+1,0.013E+1
2526,16.60,22.80,4.416E+0,0.008E+0,0.007E+0,0.051E+0
2526,22.80,41.90,1.258E+0,0.002E+0,0.002E+0,0.015E+0
2527,1.00,1.92,1.303E+3,0.000E+3,0.002E+3,0.025E+3
2527,1.92,2.97,6.443E+2,0.002E+2,0.009E+2,0.078E+2
2527,2.97,4.02,3.210E+2,0.001E+2,0.005E+2,0.035E+2
2527,4.02,4.88,1.892E+2,0.001E+2,0.004E+2,0.020E+2
2527,4.88,5.90,1.220E+2,0.001E+2,0.002E+2,0.013E+2
2527,5.90,7.09,7.811E+1,0.004E+1,0.015E+1,0.082E+1
2527,7.09,8.48,4.977E+1,0.003E+1,0.009E+1,0.053E+1
2527,8.48,11.00,2.846E+1,0.001E+1,0.004E+1,0.031E+1
2527,11.00,16.60,1.182E+1,0.001E+1,0.001E+1,0.013E+1
2527,16.60,22.80,4.395E+0,0.003E+0,0.006E+0,0.050E+0
2527,22.80,41.90,1.251E+0,0.001E+0,0.001E+0,0.015E+0
2528,1.00,1.92,1.322E+3,0.000E+3,0.002E+3,0.026E+3
2528,1.92,2.97,6.489E+2,0.002E+2,0.009E+2,0.078E+2
2528,2.97,4.02,3.229E+2,0.001E+2,0.005E+2,0.035E+2
2528,4.02,4.88,1.899E+2,0.001E+2,0.004E+2,0.020E+2
2528,4.88,5.90,1.225E+2,0.001E+2,0.003E+2,0.013E+2
2528,5.90,7.09,7.833E+1,0.004E+1,0.016E+1,0.083E+1
2528,7.09,8.48,4.989E+1,0.003E+1,0.010E+1,0.053E+1
2528,8.48,11.00,2.852E+1,0.001E+1,0.005E+1,0.031E+1
2528,11.00,16.60,1.182E+1,0.001E+1,0.002E+1,0.013E+1
2528,16.60,22.80,4.398E+0,0.002E+0,0.006E+0,0.051E+0
2528,22.80,41.90,1.254E+0,0.001E+0,0.001E+0,0.015E+0
2529,1.00,1.92,1.333E+3,0.000E+3,0.001E+3,0.026E+3
2529,1.92,2.97,6.510E+2,0.002E+2,0.006E+2,0.078E+2
2529,2.97,4.02,3.229E+2,0.001E+2,0.003E+2,0.035E+2
2529,4.02,4.88,1.898E+2,0.001E+2,0.002E+2,0.020E+2
2529,4.88,5.90,1.223E+2,0.001E+2,0.002E+2,0.013E+2
2529,5.90,7.09,7.823E+1,0.004E+1,0.010E+1,0.082E+1
2529,7.09,8.48,4.985E+1,0.003E+1,0.006E+1,0.052E+1
2529,8.48,11.00,2.850E+1,0.001E+1,0.003E+1,0.030E+1
2529,11.00,16.60,1.183E+1,0.001E+1,0.001E+1,0.013E+1
2529,16.60,22.80,4.399E+0,0.003E+0,0.004E+0,0.050E+0
2529,22.80,41.90,1.253E+0,0.001E+0,0.001E+0,0.015E+0
2530,1.00,1.92,1.357E+3,0.001E+3,0.001E+3,0.026E+3
2530,1.92,2.97,6.606E+2,0.003E+2,0.006E+2,0.079E+2
2530,2.97,4.02,3.273E+2,0.002E+2,0.004E+2,0.035E+2
2530,4.02,4.88,1.920E+2,0.001E+2,0.003E+2,0.020E+2
2530,4.88,5.90,1.236E+2,0.001E+2,0.002E+2,0.013E+2
2530,5.90,7.09,7.897E+1,0.006E+1,0.010E+1,0.082E+1
2530,7.09,8.48,5.037E+1,0.004E+1,0.007E+1,0.053E+1
2530,8.48,11.00,2.871E+1,0.002E+1,0.003E+1,0.031E+1
2530,11.00,16.60,1.188E+1,0.001E+1,0.001E+1,0.013E+1
2530,16.60,22.80,4.410E+0,0.004E+0,0.004E+0,0.050E+0
2530,22.80,41.90,1.258E+0,0.001E+0,0.001E+0,0.015E+0
2531,1.00,1.92,1.376E+3,0.001E+3,0.002E+3,0.027E+3
2531,1.92,2.97,6.635E+2,0.004E+2,0.008E+2,0.080E+2
2531,2.97,4.02,3.272E+2,0.002E+2,0.004E+2,0.035E+2
2531,4.02,4.88,1.919E+2,0.001E+2,0.003E+2,0.020E+2
2531,4.88,5.90,1.233E+2,0.001E+2,0.002E+2,0.013E+2
2531,5.90,7.09,7.882E+1,0.006E+1,0.013E+1,0.083E+1
2531,7.09,8.48,5.017E+1,0.004E+1,0.008E+1,0.053E+1
2531,8.48,11.00,2.867E+1,0.002E+1,0.004E+1,0.031E+1
2531,11.00,16.60,1.188E+1,0.001E+1,0.001E+1,0.013E+1
2531,16.60,22.80,4.405E+0,0.004E+0,0.005E+0,0.050E+0
2531,22.80,41.90,1.255E+0,0.001E+0,0.001E+0,0.015E+0
2532,1.00,1.92,1.370E+3,0.001E+3,0.001E+3,0.026E+3
2532,1.92,2.97,6.606E+2,0.002E+2,0.007E+2,0.079E+2
2532,2.97,4.02,3.266E+2,0.001E+2,0.004E+2,0.035E+2
2532,4.02,4.88,1.915E+2,0.001E+2,0.003E+2,0.020E+2
2532,4.88,5.90,1.233E+2,0.001E+2,0.002E+2,0.013E+2
2532,5.90,7.09,7.872E+1,0.004E+1,0.012E+1,0.082E+1
2532,7.09,8.48,5.011E+1,0.003E+1,0.008E+1,0.053E+1
2532,8.48,11.00,2.864E+1,0.002E+1,0.004E+1,0.031E+1
2532,11.00,16.60,1.185E+1,0.001E+1,0.001E+1,0.013E+1
2532,16.60,22.80,4.395E+0,0.003E+0,0.005E+0,0.050E+0
2532,22.80,41.90,1.252E+0,0.001E+0,0.001E+0,0.015E+0
2533,1.00,1.92,1.353E+3,0.001E+3,0.002E+3,0.026E+3
2533,1.92,2.97,6.525E+2,0.005E+2,0.012E+2,0.079E+2
2533,2.97,4.02,3.230E+2,0.003E+2,0.007E+2,0.035E+2
2533,4.02,4.88,1.897E+2,0.002E+2,0.005E+2,0.020E+2
2533,4.88,5.90,1.218E+2,0.001E+2,0.003E+2,0.013E+2
2533,5.90,7.09,7.799E+1,0.008E+1,0.020E+1,0.083E+1
2533,7.09,8.48,4.967E+1,0.005E+1,0.013E+1,0.053E+1
2533,8.48,11.00,2.844E+1,0.003E+1,0.006E+1,0.031E+1
2533,11.00,16.60,1.177E+1,0.001E+1,0.002E+1,0.013E+1
2533,16.60,22.80,4.382E+0,0.005E+0,0.008E+0,0.051E+0
2533,22.80,41.90,1.249E+0,0.002E+0,0.002E+0,0.015E+0
2534,1.00,1.92,1.324E+3,0.000E+3,0.003E+3,0.026E+3
2534,1.92,2.97,6.428E+2,0.002E+2,0.016E+2,0.079E+2
2534,2.97,4.02,3.188E+2,0.001E+2,0.009E+2,0.035E+2
2534,4.02,4.88,1.874E+2,0.001E+2,0.007E+2,0.021E+2
2534,4.88,5.90,1.209E+2,0.001E+2,0.004E+2,0.013E+2
2534,5.90,7.09,7.729E+1,0.004E+1,0.028E+1,0.085E+1
2534,7.09,8.48,4.932E+1,0.002E+1,0.018E+1,0.054E+1
2534,8.48,11.00,2.828E+1,0.001E+1,0.008E+1,0.031E+1
2534,11.00,16.60,1.174E+1,0.001E+1,0.003E+1,0.013E+1
2534,16.60,22.80,4.369E+0,0.002E+0,0.011E+0,0.051E+0
2534,22.80,41.90,1.248E+0,0.001E+0,0.002E+0,0.015E+0
2535,1.00,1.92,1.359E+3,0.002E+3,0.003E+3,0.026E+3
2535,1.92,2.97,6.565E+2,0.010E+2,0.014E+2,0.080E+2
2535,2.97,4.02,3.255E+2,0.006E+2,0.008E+2,0.036E+2
2535,4.02,4.88,1.915E+2,0.004E+2,0.006E+2,0.021E+2
2535,4.88,5.90,1.234E+2,0.003E+2,0.004E+2,0.013E+2
2535,5.90,7.09,7.850E+1,0.018E+1,0.022E+1,0.084E+1
2535,7.09,8.48,5.019E+1,0.012E+1,0.014E+1,0.054E+1
2535,8.48,11.00,2.858E+1,0.007E+1,0.007E+1,0.031E+1
2535,11.00,16.60,1.184E+1,0.003E+1,0.002E+1,0.013E+1
2535,16.60,22.80,4.377E+0,0.012E+0,0.009E+0,0.051E+0
2535,22.80,41.90,1.252E+0,0.003E+0,0.002E+0,0.015E+0
2536,1.00,1.92,1.379E+3,0.001E+3,0.002E+3,0.027E+3
2536,1.92,2.97,6.639E+2,0.003E+2,0.012E+2,0.080E+2
2536,2.97,4.02,3.277E+2,0.001E+2,0.007E+2,0.036E+2
2536,4.02,4.88,1.921E+2,0.001E+2,0.005E+2,0.021E+2
2536,4.88,5.90,1.235E+2,0.001E+2,0.003E+2,0.013E+2
2536,5.90,7.09,7.889E+1,0.005E+1,0.021E+1,0.084E+1
2536,7.09,8.48,5.018E+1,0.003E+1,0.013E+1,0.054E+1
2536,8.48,11.00,2.863E+1,0.002E+1,0.006E+1,0.031E+1
2536,11.00,16.60,1.186E+1,0.001E+1,0.002E+1,0.013E+1
2536,16.60,22.80,4.409E+0,0.003E+0,0.008E+0,0.051E+0
2536,22.80,41.90,1.257E+0,0.001E+0,0.002E+0,0.015E+0
2537,1.00,1.92,1.372E+3,0.001E+3,0.001E+3,0.027E+3
2537,1.92,2.97,6.615E+2,0.005E+2,0.008E+2,0.080E+2
2537,2.97,4.02,3.273E+2,0.003E+2,0.005E+2,0.035E+2
2537,4.02,4.88,1.917E+2,0.002E+2,0.003E+2,0.020E+2
2537,4.88,5.90,1.234E+2,0.001E+2,0.002E+2,0.013E+2
2537,5.90,7.09,7.873E+1,0.008E+1,0.013E+1,0.083E+1
2537,7.09,8.48,5.011E+1,0.006E+1,0.008E+1,0.053E+1
2537,8.48,11.00,2.860E+1,0.003E+1,0.004E+1,0.031E+1
2537,11.00,16.60,1.183E+1,0.001E+1,0.001E+1,0.013E+1
2537,16.60,22.80,4.398E+0,0.006E+0,0.005E+0,0.050E+0
2537,22.80,41.90,1.250E+0,0.002E+0,0.001E+0,0.015E+0
2538,1.00,1.92,1.391E+3,0.001E+3,0.002E+3,0.027E+3
2538,1.92,2.97,6.669E+2,0.003E+2,0.011E+2,0.081E+2
2538,2.97,4.02,3.285E+2,0.001E+2,0.006E+2,0.036E+2
2538,4.02,4.88,1.926E+2,0.001E+2,0.005E+2,0.020E+2
2538,4.88,5.90,1.237E+2,0.001E+2,0.003E+2,0.013E+2
2538,5.90,7.09,7.891E+1,0.005E+1,0.019E+1,0.084E+1
2538,7.09,8.48,5.025E+1,0.003E+1,0.012E+1,0.054E+1
2538,8.48,11.00,2.865E+1,0.002E+1,0.006E+1,0.031E+1
2538,11.00,16.60,1.187E+1,0.001E+1,0.002E+1,0.013E+1
2538,16.60,22.80,4.408E+0,0.003E+0,0.008E+0,0.051E+0
2538,22.80,41.90,1.254E+0,0.001E+0,0.002E+0,0.015E+0
2539,1.00,1.92,1.386E+3,0.000E+3,0.002E+3,0.027E+3
2539,1.92,2.97,6.672E+2,0.002E+2,0.010E+2,0.080E+2
2539,2.97,4.02,3.293E+2,0.001E+2,0.006E+2,0.036E+2
2539,4.02,4.88,1.928E+2,0.001E+2,0.004E+2,0.020E+2
2539,4.88,5.90,1.242E+2,0.001E+2,0.003E+2,0.013E+2
2539,5.90,7.09,7.917E+1,0.004E+1,0.017E+1,0.084E+1
2539,7.09,8.48,5.038E+1,0.003E+1,0.011E+1,0.054E+1
2539,8.48,11.00,2.877E+1,0.001E+1,0.005E+1,0.031E+1
2539,11.00,16.60,1.192E+1,0.001E+1,0.002E+1,0.013E+1
2539,16.60,22.80,4.415E+0,0.003E+0,0.007E+0,0.051E+0
2539,22.80,41.90,1.260E+0,0.001E+0,0.002E+0,0.015E+0
2540,1.00,1.92,1.380E+3,0.001E+3,0.001E+3,0.027E+3
2540,1.92,2.97,6.653E+2,0.003E+2,0.008E+2,0.080E+2
2540,2.97,4.02,3.289E+2,0.002E+2,0.004E+2,0.035E+2
2540,4.02,4.88,1.927E+2,0.001E+2,0.003E+2,0.020E+2
2540,4.88,5.90,1.242E+2,0.001E+2,0.002E+2,0.013E+2
2540,5.90,7.09,7.936E+1,0.006E+1,0.013E+1,0.083E+1
2540,7.09,8.48,5.048E+1,0.004E+1,0.008E+1,0.053E+1
2540,8.48,11.00,2.877E+1,0.002E+1,0.004E+1,0.031E+1
2540,11.00,16.60,1.191E+1,0.001E+1,0.001E+1,0.013E+1
2540,16.60,22.80,4.425E+0,0.004E+0,0.005E+0,0.051E+0
2540,22.80,41.90,1.259E+0,0.001E+0,0.001E+0,0.015E+0
2543,1.00,1.92,1.395E+3,0.001E+3,0.001E+3,0.027E+3
2543,1.92,2.97,6.663E+2,0.004E+2,0.006E+2,0.080E+2
2543,2.97,4.02,3.278E+2,0.002E+2,0.003E+2,0.035E+2
2543,4.02,4.88,1.922E+2,0.002E+2,0.002E+2,0.020E+2
2543,4.88,5.90,1.237E+2,0.001E+2,0.001E+2,0.013E+2
2543,5.90,7.09,7.905E+1,0.007E+1,0.010E+1,0.082E+1
2543,7.09,8.48,5.037E+1,0.005E+1,0.006E+1,0.053E+1
2543,8.48,11.00,2.875E+1,0.003E+1,0.003E+1,0.031E+1
2543,11.00,16.60,1.192E+1,0.001E+1,0.001E+1,0.013E+1
2543,16.60,22.80,4.425E+0,0.005E+0,0.004E+0,0.051E+0
2543,22.80,41.90,1.257E+0,0.001E+0,0.001E+0,0.015E+0
2544,1.00,1.92,1.411E+3,0.000E+3,0.001E+3,0.027E+3
2544,1.92,2.97,6.738E+2,0.002E+2,0.007E+2,0.081E+2
2544,2.97,4.02,3.322E+2,0.001E+2,0.004E+2,0.036E+2
2544,4.02,4.88,1.945E+2,0.001E+2,0.003E+2,0.020E+2
2544,4.88,5.90,1.250E+2,0.001E+2,0.002E+2,0.013E+2
2544,5.90,7.09,7.976E+1,0.004E+1,0.011E+1,0.083E+1
2544,7.09,8.48,5.070E+1,0.003E+1,0.007E+1,0.053E+1
2544,8.48,11.00,2.894E+1,0.001E+1,0.003E+1,0.031E+1
2544,11.00,16.60,1.198E+1,0.001E+1,0.001E+1,0.013E+1
2544,16.60,22.80,4.435E+0,0.002E+0,0.004E+0,0.051E+0
2544,22.80,41.90,1.260E+0,0.001E+0,0.001E+0,0.015E+0
2545,1.00,1.92,1.428E+3,0.001E+3,0.002E+3,0.028E+3
2545,1.92,2.97,6.807E+2,0.002E+2,0.012E+2,0.082E+2
2545,2.97,4.02,3.342E+2,0.001E+2,0.007E+2,0.036E+2
2545,4.02,4.88,1.954E+2,0.001E+2,0.005E+2,0.021E+2
2545,4.88,5.90,1.255E+2,0.001E+2,0.003E+2,0.013E+2
2545,5.90,7.09,8.005E+1,0.004E+1,0.019E+1,0.085E+1
2545,7.09,8.48,5.082E+1,0.003E+1,0.012E+1,0.054E+1
2545,8.48,11.00,2.895E+1,0.001E+1,0.006E+1,0.031E+1
2545,11.00,16.60,1.197E+1,0.001E+1,0.002E+1,0.013E+1
2545,16.60,22.80,4.432E+0,0.003E+0,0.008E+0,0.051E+0
2545,22.80,41.90,1.260E+0,0.001E+0,0.002E+0,0.015E+0
2546,1.00,1.92,1.435E+3,0.001E+3,0.002E+3,0.028E+3
2546,1.92,2.97,6.810E+2,0.002E+2,0.009E+2,0.082E+2
2546,2.97,4.02,3.340E+2,0.001E+2,0.005E+2,0.036E+2
2546,4.02,4.88,1.952E+2,0.001E+2,0.003E+2,0.021E+2
2546,4.88,5.90,1.255E+2,0.001E+2,0.002E+2,0.013E+2
2546,5.90,7.09,7.999E+1,0.004E+1,0.014E+1,0.084E+1
2546,7.09,8.48,5.085E+1,0.003E+1,0.009E+1,0.054E+1
2546,8.48,11.00,2.899E+1,0.001E+1,0.004E+1,0.031E+1
2546,11.00,16.60,1.197E+1,0.001E+1,0.001E+1,0.013E+1
2546,16.60,22.80,4.430E+0,0.002E+0,0.006E+0,0.051E+0
2546,22.80,41.90,1.260E+0,0.001E+0,0.001E+0,0.015E+0
2547,1.00,1.92,1.435E+3,0.001E+3,0.002E+3,0.028E+3
2547,1.92,2.97,6.805E+2,0.002E+2,0.009E+2,0.082E+2
2547,2.97,4.02,3.342E+2,0.001E+2,0.005E+2,0.036E+2
2547,4.02,4.88,1.954E+2,0.001E+2,0.004E+2,0.021E+2
2547,4.88,5.90,1.256E+2,0.001E+2,0.002E+2,0.013E+2
2547,5.90,7.09,8.005E+1,0.004E+1,0.015E+1,0.084E+1
2547,7.09,8.48,5.086E+1,0.003E+1,0.010E+1,0.054E+1
2547,8.48,11.00,2.901E+1,0.001E+1,0.005E+1,0.031E+1
2547,11.00,16.60,1.197E+1,0.001E+1,0.001E+1,0.013E+1
2547,16.60,22.80,4.440E+0,0.002E+0,0.006E+0,0.051E+0
2547,22.80,41.90,1.259E+0,0.001E+0,0.001E+0,0.015E+0
2548,1.00,1.92,1.438E+3,0.001E+3,0.003E+3,0.028E+3
2548,1.92,2.97,6.786E+2,0.003E+2,0.017E+2,0.083E+2
2548,2.97,4.02,3.328E+2,0.002E+2,0.009E+2,0.037E+2
2548,4.02,4.88,1.945E+2,0.001E+2,0.007E+2,0.021E+2
2548,4.88,5.90,1.248E+2,0.001E+2,0.004E+2,0.014E+2
2548,5.90,7.09,7.962E+1,0.005E+1,0.027E+1,0.087E+1
2548,7.09,8.48,5.055E+1,0.003E+1,0.017E+1,0.056E+1
2548,8.48,11.00,2.882E+1,0.002E+1,0.008E+1,0.032E+1
2548,11.00,16.60,1.191E+1,0.001E+1,0.003E+1,0.013E+1
2548,16.60,22.80,4.413E+0,0.003E+0,0.011E+0,0.051E+0
2548,22.80,41.90,1.255E+0,0.001E+0,0.002E+0,0.015E+0
2552,1.00,1.92,1.444E+3,0.001E+3,0.001E+3,0.028E+3
2552,1.92,2.97,6.812E+2,0.003E+2,0.007E+2,0.082E+2
2552,2.97,4.02,3.340E+2,0.002E+2,0.004E+2,0.036E+2
2552,4.02,4.88,1.950E+2,0.001E+2,0.003E+2,0.020E+2
2552,4.88,5.90,1.252E+2,0.001E+2,0.002E+2,0.013E+2
2552,5.90,7.09,7.977E+1,0.006E+1,0.011E+1,0.083E+1
2552,7.09,8.48,5.069E+1,0.004E+1,0.007E+1,0.053E+1
2552,8.48,11.00,2.885E+1,0.002E+1,0.003E+1,0.031E+1
2552,11.00,16.60,1.195E+1,0.001E+1,0.001E+1,0.013E+1
2552,16.60,22.80,4.426E+0,0.004E+0,0.005E+0,0.051E+0
2552,22.80,41.90,1.257E+0,0.001E+0,0.001E+0,0.015E+0
2553,1.00,1.92,1.386E+3,0.001E+3,0.001E+3,0.027E+3
2553,1.92,2.97,6.601E+2,0.003E+2,0.006E+2,0.079E+2
2553,2.97,4.02,3.256E+2,0.001E+2,0.003E+2,0.035E+2
2553,4.02,4.88,1.909E+2,0.001E+2,0.002E+2,0.020E+2
2553,4.88,5.90,1.230E+2,0.001E+2,0.002E+2,0.013E+2
2553,5.90,7.09,7.852E+1,0.004E+1,0.010E+1,0.082E+1
2553,7.09,8.48,5.001E+1,0.003E+1,0.006E+1,0.053E+1
2553,8.48,11.00,2.858E+1,0.002E+1,0.003E+1,0.030E+1
2553,11.00,16.60,1.185E+1,0.001E+1,0.001E+1,0.013E+1
2553,16.60,22.80,4.400E+0,0.003E+0,0.004E+0,0.050E+0
2553,22.80,41.90,1.251E+0,0.001E+0,0.001E+0,0.015E+0
2554,1.00,1.92,1.410E+3,0.001E+3,0.002E+3,0.027E+3
2554,1.92,2.97,6.669E+2,0.003E+2,0.009E+2,0.080E+2
2554,2.97,4.02,3.282E+2,0.001E+2,0.005E+2,0.035E+2
2554,4.02,4.88,1.922E+2,0.001E+2,0.004E+2,0.020E+2
2554,4.88,5.90,1.238E+2,0.001E+2,0.002E+2,0.013E+2
2554,5.90,7.09,7.899E+1,0.004E+1,0.015E+1,0.083E+1
2554,7.09,8.48,5.033E+1,0.003E+1,0.009E+1,0.053E+1
2554,8.48,11.00,2.874E+1,0.002E+1,0.004E+1,0.031E+1
2554,11.00,16.60,1.189E+1,0.001E+1,0.001E+1,0.013E+1
2554,16.60,22.80,4.415E+0,0.003E+0,0.006E+0,0.051E+0
2554,22.80,41.90,1.254E+0,0.001E+0,0.001E+0,0.015E+0
2555,1.00,1.92,1.366E+3,0.001E+3,0.001E+3,0.026E+3
2555,1.92,2.97,6.528E+2,0.002E+2,0.007E+2,0.078E+2
2555,2.97,4.02,3.235E+2,0.001E+2,0.004E+2,0.035E+2
2555,4.02,4.88,1.902E+2,0.001E+2,0.003E+2,0.020E+2
2555,4.88,5.90,1.226E+2,0.001E+2,0.002E+2,0.013E+2
2555,5.90,7.09,7.853E+1,0.004E+1,0.012E+1,0.082E+1
2555,7.09,8.48,4.997E+1,0.003E+1,0.007E+1,0.053E+1
2555,8.48,11.00,2.862E+1,0.002E+1,0.003E+1,0.031E+1
2555,11.00,16.60,1.186E+1,0.001E+1,0.001E+1,0.013E+1
2555,16.60,22.80,4.399E+0,0.003E+0,0.005E+0,0.050E+0
2555,22.80,41.90,1.252E+0,0.001E+0,0.001E+0,0.015E+0
2556,1.00,1.92,1.362E+3,0.001E+3,0.002E+3,0.026E+3
2556,1.92,2.97,6.526E+2,0.002E+2,0.010E+2,0.079E+2
2556,2.97,4.02,3.232E+2,0.001E+2,0.006E+2,0.035E+2
2556,4.02,4.88,1.899E+2,0.001E+2,0.004E+2,0.020E+2
2556,4.88,5.90,1.224E+2,0.001E+2,0.003E+2,0.013E+2
2556,5.90,7.09,7.828E+1,0.004E+1,0.017E+1,0.083E+1
2556,7.09,8.48,4.986E+1,0.003E+1,0.011E+1,0.053E+1
2556,8.48,11.00,2.853E+1,0.001E+1,0.005E+1,0.031E+1
2556,11.00,16.60,1.182E+1,0.001E+1,0.002E+1,0.013E+1
2556,16.60,22.80,4.392E+0,0.003E+0,0.007E+0,0.051E+0
2556,22.80,41.90,1.251E+0,0.001E+0,0.001E+0,0.015E+0
2557,1.00,1.92,1.352E+3,0.001E+3,0.001E+3,0.026E+3
2557,1.92,2.97,6.491E+2,0.002E+2,0.007E+2,0.078E+2
2557,2.97,4.02,3.220E+2,0.001E+2,0.004E+2,0.034E+2
2557,4.02,4.88,1.895E+2,0.001E+2,0.003E+2,0.020E+2
2557,4.88,5.90,1.223E+2,0.001E+2,0.002E+2,0.013E+2
2557,5.90,7.09,7.826E+1,0.004E+1,0.012E+1,0.082E+1
2557,7.09,8.48,4.993E+1,0.003E+1,0.008E+1,0.053E+1
2557,8.48,11.00,2.856E+1,0.001E+1,0.004E+1,0.031E+1
2557,11.00,16.60,1.184E+1,0.001E+1,0.001E+1,0.013E+1
2557,16.60,22.80,4.398E+0,0.003E+0,0.005E+0,0.050E+0
2557,22.80,41.90,1.252E+0,0.001E+0,0.001E+0,0.015E+0
2558,1.00,1.92,1.338E+3,0.001E+3,0.001E+3,0.026E+3
2558,1.92,2.97,6.432E+2,0.003E+2,0.006E+2,0.077E+2
2558,2.97,4.02,3.192E+2,0.001E+2,0.003E+2,0.034E+2
2558,4.02,4.88,1.881E+2,0.001E+2,0.002E+2,0.020E+2
2558,4.88,5.90,1.213E+2,0.001E+2,0.002E+2,0.013E+2
2558,5.90,7.09,7.765E+1,0.004E+1,0.010E+1,0.081E+1
2558,7.09,8.48,4.953E+1,0.003E+1,0.006E+1,0.052E+1
2558,8.48,11.00,2.836E+1,0.002E+1,0.003E+1,0.030E+1
2558,11.00,16.60,1.177E+1,0.001E+1,0.001E+1,0.013E+1
2558,16.60,22.80,4.378E+0,0.003E+0,0.004E+0,0.050E+0
2558,22.80,41.90,1.247E+0,0.001E+0,0.001E+0,0.015E+0
2559,1.00,1.92,1.346E+3,0.001E+3,0.001E+3,0.026E+3
2559,1.92,2.97,6.481E+2,0.003E+2,0.007E+2,0.078E+2
2559,2.97,4.02,3.216E+2,0.001E+2,0.004E+2,0.034E+2
2559,4.02,4.88,1.892E+2,0.001E+2,0.003E+2,0.020E+2
2559,4.88,5.90,1.219E+2,0.001E+2,0.002E+2,0.013E+2
2559,5.90,7.09,7.797E+1,0.004E+1,0.011E+1,0.081E+1
2559,7.09,8.48,4.971E+1,0.003E+1,0.007E+1,0.052E+1
2559,8.48,11.00,2.847E+1,0.002E+1,0.003E+1,0.030E+1
2559,11.00,16.60,1.180E+1,0.001E+1,0.001E+1,0.013E+1
2559,16.60,22.80,4.381E+0,0.003E+0,0.005E+0,0.050E+0
2559,22.80,41.90,1.248E+0,0.001E+0,0.001E+0,0.015E+0
2560,1.00,1.92,1.337E+3,0.001E+3,0.001E+3,0.026E+3
2560,1.92,2.97,6.486E+2,0.003E+2,0.007E+2,0.078E+2
2560,2.97,4.02,3.218E+2,0.001E+2,0.004E+2,0.034E+2
2560,4.02,4.88,1.894E+2,0.001E+2,0.003E+2,0.020E+2
2560,4.88,5.90,1.222E+2,0.001E+2,0.002E+2,0.013E+2
2560,5.90,7.09,7.818E+1,0.004E+1,0.012E+1,0.082E+1
2560,7.09,8.48,4.982E+1,0.003E+1,0.008E+1,0.053E+1
2560,8.48,11.00,2.846E+1,0.002E+1,0.004E+1,0.030E+1
2560,11.00,16.60,1.180E+1,0.001E+1,0.001E+1,0.013E+1
2560,16.60,22.80,4.385E+0,0.003E+0,0.005E+0,0.050E+0
2560,22.80,41.90,1.249E+0,0.001E+0,0.001E+0,0.015E+0
2561,1.00,1.92,1.377E+3,0.001E+3,0.002E+3,0.027E+3
