bartels_rotation_number,rigidity_min GV,rigidity_max GV,proton_flux m^-2sr^-1s^-1GV^-1,proton_flux_error_statistical m^-2sr^-1s^-1GV^-1,proton_flux_error_timedependent m^-2sr^-1s^-1GV^-1,proton_flux_error_systematic_total m^-2sr^-1s^-1GV^-1
2491,7.09,8.48,4.708E+1,0.002E+1,0.007E+1,0.050E+1
2491,8.48,11.00,2.723E+1,0.001E+1,0.003E+1,0.029E+1
2491,11.00,16.60,1.142E+1,0.000E+1,0.001E+1,0.013E+1
2491,16.60,22.80,4.287E+0,0.002E+0,0.004E+0,0.049E+0
2491,22.80,41.90,1.231E+0,0.001E+0,0.001E+0,0.014E+0
2492,1.00,1.92,8.311E+2,0.003E+2,0.026E+2,0.159E+2
2492,1.92,2.97,5.029E+2,0.002E+2,0.007E+2,0.060E+2
2492,2.97,4.02,2.765E+2,0.001E+2,0.004E+2,0.030E+2
2492,4.02,4.88,1.697E+2,0.001E+2,0.003E+2,0.018E+2
2492,4.88,5.90,1.120E+2,0.001E+2,0.002E+2,0.012E+2
2492,5.90,7.09,7.282E+1,0.003E+1,0.012E+1,0.076E+1
2492,7.09,8.48,4.694E+1,0.002E+1,0.008E+1,0.050E+1
2492,8.48,11.00,2.715E+1,0.001E+1,0.004E+1,0.029E+1
2492,11.00,16.60,1.136E+1,0.000E+1,0.001E+1,0.013E+1
2492,16.60,22.80,4.266E+0,0.002E+0,0.005E+0,0.049E+0
2492,22.80,41.90,1.228E+0,0.001E+0,0.001E+0,0.014E+0
2493,1.00,1.92,8.577E+2,0.004E+2,0.026E+2,0.164E+2
2493,1.92,2.97,5.125E+2,0.002E+2,0.008E+2,0.062E+2
2493,2.97,4.02,2.793E+2,0.001E+2,0.004E+2,0.030E+2
2493,4.02,4.88,1.711E+2,0.001E+2,0.003E+2,0.018E+2
2493,4.88,5.90,1.126E+2,0.001E+2,0.002E+2,0.012E+2
2493,5.90,7.09,7.318E+1,0.004E+1,0.013E+1,0.077E+1
2493,7.09,8.48,4.711E+1,0.002E+1,0.008E+1,0.050E+1
2493,8.48,11.00,2.726E+1,0.001E+1,0.004E+1,0.029E+1
2493,11.00,16.60,1.143E+1,0.000E+1,0.001E+1,0.013E+1
2493,16.60,22.80,4.288E+0,0.002E+0,0.005E+0,0.049E+0
2493,22.80,41.90,1.236E+0,0.001E+0,0.001E+0,0.015E+0
2494,1.00,1.92,8.943E+2,0.003E+2,0.031E+2,0.172E+2
2494,1.92,2.97,5.285E+2,0.002E+2,0.013E+2,0.064E+2
2494,2.97,4.02,2.859E+2,0.001E+2,0.008E+2,0.031E+2
2494,4.02,4.88,1.740E+2,0.001E+2,0.006E+2,0.019E+2
2494,4.88,5.90,1.141E+2,0.001E+2,0.004E+2,0.012E+2
2494,5.90,7.09,7.402E+1,0.004E+1,0.024E+1,0.080E+1
2494,7.09,8.48,4.759E+1,0.002E+1,0.015E+1,0.052E+1
2494,8.48,11.00,2.746E+1,0.001E+1,0.007E+1,0.030E+1
2494,11.00,16.60,1.149E+1,0.000E+1,0.002E+1,0.013E+1
2494,16.60,22.80,4.300E+0,0.002E+0,0.010E+0,0.050E+0
2494,22.80,41.90,1.235E+0,0.001E+0,0.002E+0,0.015E+0
2495,1.00,1.92,8.882E+2,0.003E+2,0.024E+2,0.170E+2
2495,1.92,2.97,5.216E+2,0.002E+2,0.007E+2,0.063E+2
2495,2.97,4.02,2.818E+2,0.001E+2,0.004E+2,0.030E+2
2495,4.02,4.88,1.720E+2,0.001E+2,0.003E+2,0.018E+2
2495,4.88,5.90,1.133E+2,0.001E+2,0.002E+2,0.012E+2
2495,5.90,7.09,7.352E+1,0.003E+1,0.010E+1,0.077E+1
2495,7.09,8.48,4.739E+1,0.002E+1,0.007E+1,0.050E+1
2495,8.48,11.00,2.739E+1,0.001E+1,0.003E+1,0.029E+1
2495,11.00,16.60,1.148E+1,0.000E+1,0.001E+1,0.013E+1
2495,16.60,22.80,4.297E+0,0.002E+0,0.004E+0,0.049E+0
2495,22.80,41.90,1.237E+0,0.001E+0,0.001E+0,0.015E+0
2496,1.00,1.92,8.967E+2,0.003E+2,0.025E+2,0.172E+2
2496,1.92,2.97,5.257E+2,0.002E+2,0.009E+2,0.063E+2
2496,2.97,4.02,2.834E+2,0.001E+2,0.005E+2,0.031E+2
2496,4.02,4.88,1.726E+2,0.001E+2,0.004E+2,0.018E+2
2496,4.88,5.90,1.135E+2,0.001E+2,0.003E+2,0.012E+2
2496,5.90,7.09,7.358E+1,0.004E+1,0.016E+1,0.078E+1
2496,7.09,8.48,4.737E+1,0.002E+1,0.010E+1,0.050E+1
2496,8.48,11.00,2.739E+1,0.001E+1,0.005E+1,0.029E+1
2496,11.00,16.60,1.147E+1,0.000E+1,0.002E+1,0.013E+1
2496,16.60,22.80,4.304E+0,0.002E+0,0.007E+0,0.049E+0
2496,22.80,41.90,1.236E+0,0.001E+0,0.001E+0,0.015E+0
2497,1.00,1.92,9.230E+2,0.004E+2,0.023E+2,0.177E+2
2497,1.92,2.97,5.390E+2,0.002E+2,0.007E+2,0.065E+2
2497,2.97,4.02,2.888E+2,0.001E+2,0.004E+2,0.031E+2
2497,4.02,4.88,1.753E+2,0.001E+2,0.003E+2,0.018E+2
2497,4.88,5.90,1.149E+2,0.001E+2,0.002E+2,0.012E+2
2497,5.90,7.09,7.434E+1,0.004E+1,0.011E+1,0.078E+1
2497,7.09,8.48,4.786E+1,0.002E+1,0.007E+1,0.050E+1
2497,8.48,11.00,2.760E+1,0.001E+1,0.003E+1,0.029E+1
2497,11.00,16.60,1.154E+1,0.001E+1,0.001E+1,0.013E+1
2497,16.60,22.80,4.318E+0,0.002E+0,0.004E+0,0.049E+0
2497,22.80,41.90,1.240E+0,0.001E+0,0.001E+0,0.015E+0
2498,1.00,1.92,9.638E+2,0.004E+2,0.025E+2,0.185E+2
2498,1.92,2.97,5.519E+2,0.002E+2,0.010E+2,0.067E+2
2498,2.97,4.02,2.932E+2,0.001E+2,0.006E+2,0.032E+2
2498,4.02,4.88,1.770E+2,0.001E+2,0.004E+2,0.019E+2
2498,4.88,5.90,1.159E+2,0.001E+2,0.003E+2,0.012E+2
2498,5.90,7.09,7.480E+1,0.004E+1,0.017E+1,0.079E+1
2498,7.09,8.48,4.803E+1,0.002E+1,0.011E+1,0.051E+1
2498,8.48,11.00,2.769E+1,0.001E+1,0.005E+1,0.030E+1
2498,11.00,16.60,1.156E+1,0.001E+1,0.002E+1,0.013E+1
2498,16.60,22.80,4.328E+0,0.002E+0,0.007E+0,0.050E+0
2498,22.80,41.90,1.244E+0,0.001E+0,0.002E+0,0.015E+0
2499,1.00,1.92,1.014E+3,0.000E+3,0.002E+3,0.019E+3
2499,1.92,2.97,5.690E+2,0.002E+2,0.007E+2,0.068E+2
2499,2.97,4.02,2.987E+2,0.001E+2,0.004E+2,0.032E+2
2499,4.02,4.88,1.796E+2,0.001E+2,0.003E+2,0.019E+2
2499,4.88,5.90,1.171E+2,0.001E+2,0.002E+2,0.012E+2
2499,5.90,7.09,7.548E+1,0.004E+1,0.011E+1,0.079E+1
2499,7.09,8.48,4.836E+1,0.002E+1,0.007E+1,0.051E+1
2499,8.48,11.00,2.782E+1,0.001E+1,0.003E+1,0.030E+1
2499,11.00,16.60,1.161E+1,0.001E+1,0.001E+1,0.013E+1
2499,16.60,22.80,4.331E+0,0.002E+0,0.004E+0,0.050E+0
2499,22.80,41.90,1.241E+0,0.001E+0,0.001E+0,0.015E+0
2500,1.00,1.92,1.060E+3,0.000E+3,0.002E+3,0.020E+3
2500,1.92,2.97,5.835E+2,0.002E+2,0.007E+2,0.070E+2
2500,2.97,4.02,3.035E+2,0.001E+2,0.004E+2,0.032E+2
2500,4.02,4.88,1.817E+2,0.001E+2,0.003E+2,0.019E+2
2500,4.88,5.90,1.182E+2,0.001E+2,0.002E+2,0.012E+2
2500,5.90,7.09,7.603E+1,0.004E+1,0.011E+1,0.079E+1
2500,7.09,8.48,4.861E+1,0.002E+1,0.007E+1,0.051E+1
2500,8.48,11.00,2.793E+1,0.001E+1,0.003E+1,0.030E+1
2500,11.00,16.60,1.163E+1,0.001E+1,0.001E+1,0.013E+1
2500,16.60,22.80,4.335E+0,0.002E+0,0.004E+0,0.050E+0
2500,22.80,41.90,1.243E+0,0.001E+0,0.001E+0,0.015E+0
2501,1.00,1.92,1.074E+3,0.000E+3,0.002E+3,0.021E+3
2501,1.92,2.97,5.877E+2,0.002E+2,0.007E+2,0.071E+2
2501,2.97,4.02,3.050E+2,0.001E+2,0.004E+2,0.033E+2
2501,4.02,4.88,1.823E+2,0.001E+2,0.003E+2,0.019E+2
2501,4.88,5.90,1.186E+2,0.001E+2,0.002E+2,0.012E+2
2501,5.90,7.09,7.635E+1,0.004E+1,0.011E+1,0.080E+1
2501,7.09,8.48,4.885E+1,0.002E+1,0.007E+1,0.051E+1
2501,8.48,11.00,2.805E+1,0.001E+1,0.003E+1,0.030E+1
2501,11.00,16.60,1.168E+1,0.001E+1,0.001E+1,0.013E+1
2501,16.60,22.80,4.349E+0,0.002E+0,0.004E+0,0.050E+0
2501,22.80,41.90,1.243E+0,0.001E+0,0.001E+0,0.015E+0
2502,1.00,1.92,1.101E+3,0.000E+3,0.002E+3,0.021E+3
2502,1.92,2.97,5.953E+2,0.002E+2,0.007E+2,0.071E+2
2502,2.97,4.02,3.071E+2,0.001E+2,0.004E+2,0.033E+2
2502,4.02,4.88,1.836E+2,0.001E+2,0.003E+2,0.019E+2
2502,4.88,5.90,1.192E+2,0.001E+2,0.002E+2,0.012E+2
2502,5.90,7.09,7.671E+1,0.004E+1,0.011E+1,0.080E+1
2502,7.09,8.48,4.903E+1,0.002E+1,0.007E+1,0.052E+1
2502,8.48,11.00,2.814E+1,0.001E+1,0.003E+1,0.030E+1
2502,11.00,16.60,1.171E+1,0.001E+1,0.001E+1,0.013E+1
2502,16.60,22.80,4.357E+0,0.002E+0,0.004E+0,0.050E+0
2502,22.80,41.90,1.247E+0,0.001E+0,0.001E+0,0.015E+0
2503,1.00,1.92,1.131E+3,0.000E+3,0.002E+3,0.022E+3
2503,1.92,2.97,6.045E+2,0.002E+2,0.010E+2,0.073E+2
2503,2.97,4.02,3.106E+2,0.001E+2,0.006E+2,0.034E+2
2503,4.02,4.88,1.848E+2,0.001E+2,0.004E+2,0.020E+2
2503,4.88,5.90,1.200E+2,0.001E+2,0.003E+2,0.013E+2
2503,5.90,7.09,7.710E+1,0.004E+1,0.018E+1,0.082E+1
2503,7.09,8.48,4.935E+1,0.002E+1,0.011E+1,0.053E+1
2503,8.48,11.00,2.829E+1,0.001E+1,0.005E+1,0.030E+1
2503,11.00,16.60,1.175E+1,0.001E+1,0.002E+1,0.013E+1
2503,16.60,22.80,4.374E+0,0.002E+0,0.007E+0,0.050E+0
2503,22.80,41.90,1.249E+0,0.001E+0,0.002E+0,0.015E+0
2504,1.00,1.92,1.151E+3,0.000E+3,0.002E+3,0.022E+3
2504,1.92,2.97,6.089E+2,0.002E+2,0.007E+2,0.073E+2
2504,2.97,4.02,3.118E+2,0.001E+2,0.004E+2,0.033E+2
2504,4.02,4.88,1.857E+2,0.001E+2,0.003E+2,0.019E+2
2504,4.88,5.90,1.205E+2,0.001E+2,0.002E+2,0.012E+2
2504,5.90,7.09,7.730E+1,0.004E+1,0.010E+1,0.081E+1
2504,7.09,8.48,4.945E+1,0.003E+1,0.007E+1,0.052E+1
2504,8.48,11.00,2.834E+1,0.001E+1,0.003E+1,0.030E+1
2504,11.00,16.60,1.177E+1,0.001E+1,0.001E+1,0.013E+1
2504,16.60,22.80,4.375E+0,0.003E+0,0.004E+0,0.050E+0
2504,22.80,41.90,1.248E+0,0.001E+0,0.001E+0,0.015E+0
2505,1.00,1.92,1.155E+3,0.000E+3,0.002E+3,0.022E+3
2505,1.92,2.97,6.052E+2,0.002E+2,0.007E+2,0.073E+2
2505,2.97,4.02,3.094E+2,0.001E+2,0.004E+2,0.033E+2
2505,4.02,4.88,1.839E+2,0.001E+2,0.003E+2,0.019E+2
2505,4.88,5.90,1.194E+2,0.001E+2,0.002E+2,0.012E+2
2505,5.90,7.09,7.664E+1,0.004E+1,0.011E+1,0.080E+1
2505,7.09,8.48,4.910E+1,0.002E+1,0.007E+1,0.052E+1
2505,8.48,11.00,2.817E+1,0.001E+1,0.003E+1,0.030E+1
2505,11.00,16.60,1.172E+1,0.001E+1,0.001E+1,0.013E+1
2505,16.60,22.80,4.361E+0,0.002E+0,0.004E+0,0.050E+0
2505,22.80,41.90,1.243E+0,0.001E+0,0.001E+0,0.015E+0
2506,1.00,1.92,1.154E+3,0.000E+3,0.002E+3,0.022E+3
2506,1.92,2.97,6.007E+2,0.002E+2,0.006E+2,0.072E+2
2506,2.97,4.02,3.065E+2,0.001E+2,0.003E+2,0.033E+2
2506,4.02,4.88,1.822E+2,0.001E+2,0.002E+2,0.019E+2
2506,4.88,5.90,1.182E+2,0.001E+2,0.002E+2,0.012E+2
2506,5.90,7.09,7.605E+1,0.004E+1,0.010E+1,0.079E+1
2506,7.09,8.48,4.870E+1,0.002E+1,0.006E+1,0.051E+1
2506,8.48,11.00,2.801E+1,0.001E+1,0.003E+1,0.030E+1
2506,11.00,16.60,1.167E+1,0.001E+1,0.001E+1,0.013E+1
2506,16.60,22.80,4.357E+0,0.002E+0,0.004E+0,0.050E+0
2506,22.80,41.90,1.245E+0,0.001E+0,0.001E+0,0.015E+0
2507,1.00,1.92,1.187E+3,0.000E+3,0.003E+3,0.023E+3
2507,1.92,2.97,6.119E+2,0.002E+2,0.012E+2,0.074E+2
2507,2.97,4.02,3.107E+2,0.001E+2,0.007E+2,0.034E+2
2507,4.02,4.88,1.841E+2,0.001E+2,0.005E+2,0.020E+2
2507,4.88,5.90,1.193E+2,0.001E+2,0.003E+2,0.013E+2
2507,5.90,7.09,7.645E+1,0.004E+1,0.021E+1,0.082E+1
2507,7.09,8.48,4.890E+1,0.002E+1,0.013E+1,0.053E+1
2507,8.48,11.00,2.808E+1,0.001E+1,0.006E+1,0.030E+1
2507,11.00,16.60,1.168E+1,0.001E+1,0.002E+1,0.013E+1
2507,16.60,22.80,4.354E+0,0.002E+0,0.008E+0,0.050E+0
2507,22.80,41.90,1.245E+0,0.001E+0,0.002E+0,0.015E+0
2508,1.00,1.92,1.194E+3,0.000E+3,0.002E+3,0.023E+3
2508,1.92,2.97,6.145E+2,0.002E+2,0.007E+2,0.074E+2
2508,2.97,4.02,3.118E+2,0.001E+2,0.004E+2,0.033E+2
2508,4.02,4.88,1.850E+2,0.001E+2,0.003E+2,0.019E+2
2508,4.88,5.90,1.199E+2,0.001E+2,0.002E+2,0.012E+2
2508,5.90,7.09,7.692E+1,0.004E+1,0.012E+1,0.081E+1
2508,7.09,8.48,4.915E+1,0.002E+1,0.008E+1,0.052E+1
2508,8.48,11.00,2.821E+1,0.001E+1,0.004E+1,0.030E+1
2508,11.00,16.60,1.173E+1,0.001E+1,0.001E+1,0.013E+1
2508,16.60,22.80,4.370E+0,0.002E+0,0.005E+0,0.050E+0
2508,22.80,41.90,1.245E+0,0.001E+0,0.001E+0,0.015E+0
2509,1.00,1.92,1.164E+3,0.000E+3,0.002E+3,0.022E+3
2509,1.92,2.97,6.006E+2,0.002E+2,0.008E+2,0.072E+2
2509,2.97,4.02,3.061E+2,0.001E+2,0.005E+2,0.033E+2
2509,4.02,4.88,1.819E+2,0.001E+2,0.003E+2,0.019E+2
2509,4.88,5.90,1.181E+2,0.001E+2,0.002E+2,0.012E+2
2509,5.90,7.09,7.598E+1,0.004E+1,0.014E+1,0.080E+1
2509,7.09,8.48,4.870E+1,0.002E+1,0.009E+1,0.052E+1
2509,8.48,11.00,2.795E+1,0.001E+1,0.004E+1,0.030E+1
2509,11.00,16.60,1.165E+1,0.001E+1,0.001E+1,0.013E+1
2509,16.60,22.80,4.344E+0,0.002E+0,0.005E+0,0.050E+0
2509,22.80,41.90,1.242E+0,0.001E+0,0.001E+0,0.015E+0
2510,1.00,1.92,1.066E+3,0.000E+3,0.002E+3,0.020E+3
2510,1.92,2.97,5.658E+2,0.002E+2,0.007E+2,0.068E+2
2510,2.97,4.02,2.935E+2,0.001E+2,0.004E+2,0.032E+2
2510,4.02,4.88,1.762E+2,0.001E+2,0.003E+2,0.019E+2
2510,4.88,5.90,1.152E+2,0.001E+2,0.002E+2,0.012E+2
2510,5.90,7.09,7.444E+1,0.004E+1,0.013E+1,0.078E+1
2510,7.09,8.48,4.781E+1,0.002E+1,0.008E+1,0.051E+1
2510,8.48,11.00,2.757E+1,0.001E+1,0.004E+1,0.030E+1
2510,11.00,16.60,1.153E+1,0.000E+1,0.001E+1,0.013E+1
2510,16.60,22.80,4.318E+0,0.002E+0,0.005E+0,0.049E+0
2510,22.80,41.90,1.238E+0,0.001E+0,0.001E+0,0.015E+0
2511,1.00,1.92,1.056E+3,0.000E+3,0.002E+3,0.020E+3
2511,1.92,2.97,5.620E+2,0.002E+2,0.006E+2,0.067E+2
2511,2.97,4.02,2.918E+2,0.001E+2,0.003E+2,0.031E+2
2511,4.02,4.88,1.755E+2,0.001E+2,0.002E+2,0.018E+2
2511,4.88,5.90,1.148E+2,0.001E+2,0.002E+2,0.012E+2
2511,5.90,7.09,7.417E+1,0.004E+1,0.010E+1,0.077E+1
2511,7.09,8.48,4.775E+1,0.002E+1,0.007E+1,0.050E+1
2511,8.48,11.00,2.752E+1,0.001E+1,0.003E+1,0.029E+1
2511,11.00,16.60,1.154E+1,0.001E+1,0.001E+1,0.013E+1
2511,16.60,22.80,4.319E+0,0.002E+0,0.004E+0,0.049E+0
2511,22.80,41.90,1.242E+0,0.001E+0,0.001E+0,0.015E+0
2512,1.00,1.92,1.018E+3,0.000E+3,0.001E+3,0.020E+3
2512,1.92,2.97,5.510E+2,0.002E+2,0.005E+2,0.066E+2
2512,2.97,4.02,2.885E+2,0.001E+2,0.003E+2,0.031E+2
2512,4.02,4.88,1.741E+2,0.001E+2,0.002E+2,0.018E+2
2512,4.88,5.90,1.141E+2,0.001E+2,0.001E+2,0.012E+2
2512,5.90,7.09,7.390E+1,0.004E+1,0.010E+1,0.077E+1
2512,7.09,8.48,4.755E+1,0.002E+1,0.006E+1,0.050E+1
2512,8.48,11.00,2.750E+1,0.001E+1,0.003E+1,0.029E+1
2512,11.00,16.60,1.153E+1,0.001E+1,0.001E+1,0.013E+1
2512,16.60,22.80,4.332E+0,0.002E+0,0.004E+0,0.050E+0
2512,22.80,41.90,1.242E+0,0.001E+0,0.001E+0,0.015E+0
2513,1.00,1.92,1.087E+3,0.000E+3,0.002E+3,0.021E+3
2513,1.92,2.97,5.777E+2,0.002E+2,0.006E+2,0.069E+2
2513,2.97,4.02,2.994E+2,0.001E+2,0.003E+2,0.032E+2
2513,4.02,4.88,1.796E+2,0.001E+2,0.002E+2,0.019E+2
2513,4.88,5.90,1.169E+2,0.001E+2,0.002E+2,0.012E+2
2513,5.90,7.09,7.542E+1,0.004E+1,0.010E+1,0.079E+1
2513,7.09,8.48,4.836E+1,0.002E+1,0.006E+1,0.051E+1
2513,8.48,11.00,2.783E+1,0.001E+1,0.003E+1,0.030E+1
2513,11.00,16.60,1.163E+1,0.001E+1,0.001E+1,0.013E+1
2513,16.60,22.80,4.343E+0,0.002E+0,0.004E+0,0.050E+0
2513,22.80,41.90,1.244E+0,0.001E+0,0.001E+0,0.015E+0
2514,1.00,1.92,1.171E+3,0.000E+3,0.002E+3,0.023E+3
2514,1.92,2.97,6.055E+2,0.002E+2,0.006E+2,0.073E+2
2514,2.97,4.02,3.086E+2,0.001E+2,0.003E+2,0.033E+2
2514,4.02,4.88,1.836E+2,0.001E+2,0.002E+2,0.019E+2
2514,4.88,5.90,1.192E+2,0.001E+2,0.002E+2,0.012E+2
2514,5.90,7.09,7.663E+1,0.004E+1,0.010E+1,0.080E+1
2514,7.09,8.48,4.897E+1,0.002E+1,0.006E+1,0.051E+1
2514,8.48,11.00,2.812E+1,0.001E+1,0.003E+1,0.030E+1
2514,11.00,16.60,1.170E+1,0.001E+1,0.001E+1,0.013E+1
2514,16.60,22.80,4.358E+0,0.002E+0,0.004E+0,0.050E+0
2514,22.80,41.90,1.245E+0,0.001E+0,0.001E+0,0.015E+0
2515,1.00,1.92,1.201E+3,0.000E+3,0.002E+3,0.023E+3
2515,1.92,2.97,6.167E+2,0.002E+2,0.007E+2,0.074E+2
2515,2.97,4.02,3.127E+2,0.001E+2,0.004E+2,0.033E+2
2515,4.02,4.88,1.856E+2,0.001E+2,0.003E+2,0.019E+2
2515,4.88,5.90,1.203E+2,0.001E+2,0.002E+2,0.012E+2
2515,5.90,7.09,7.721E+1,0.004E+1,0.012E+1,0.081E+1
2515,7.09,8.48,4.935E+1,0.002E+1,0.007E+1,0.052E+1
2515,8.48,11.00,2.828E+1,0.001E+1,0.004E+1,0.030E+1
2515,11.00,16.60,1.174E+1,0.001E+1,0.001E+1,0.013E+1
2515,16.60,22.80,4.362E+0,0.002E+0,0.005E+0,0.050E+0
2515,22.80,41.90,1.247E+0,0.001E+0,0.001E+0,0.015E+0
2516,1.00,1.92,1.235E+3,0.000E+3,0.002E+3,0.024E+3
2516,1.92,2.97,6.282E+2,0.002E+2,0.006E+2,0.075E+2
2516,2.97,4.02,3.167E+2,0.001E+2,0.003E+2,0.034E+2
2516,4.02,4.88,1.874E+2,0.001E+2,0.002E+2,0.020E+2
2516,4.88,5.90,1.210E+2,0.001E+2,0.002E+2,0.013E+2
2516,5.90,7.09,7.758E+1,0.004E+1,0.010E+1,0.081E+1
2516,7.09,8.48,4.950E+1,0.002E+1,0.006E+1,0.052E+1
2516,8.48,11.00,2.835E+1,0.001E+1,0.003E+1,0.030E+1
2516,11.00,16.60,1.176E+1,0.001E+1,0.001E+1,0.013E+1
2516,16.60,22.80,4.372E+0,0.002E+0,0.004E+0,0.050E+0
2516,22.80,41.90,1.246E+0,0.001E+0,0.001E+0,0.015E+0
2517,1.00,1.92,1.247E+3,0.000E+3,0.002E+3,0.024E+3
2517,1.92,2.97,6.302E+2,0.002E+2,0.007E+2,0.076E+2
2517,2.97,4.02,3.167E+2,0.001E+2,0.004E+2,0.034E+2
2517,4.02,4.88,1.872E+2,0.001E+2,0.003E+2,0.020E+2
2517,4.88,5.90,1.211E+2,0.001E+2,0.002E+2,0.013E+2
2517,5.90,7.09,7.759E+1,0.004E+1,0.011E+1,0.081E+1
2517,7.09,8.48,4.949E+1,0.002E+1,0.007E+1,0.052E+1
2517,8.48,11.00,2.834E+1,0.001E+1,0.003E+1,0.030E+1
2517,11.00,16.60,1.178E+1,0.001E+1,0.001E+1,0.013E+1
2517,16.60,22.80,4.380E+0,0.002E+0,0.004E+0,0.050E+0
2517,22.80,41.90,1.249E+0,0.001E+0,0.001E+0,0.015E+0
2518,1.00,1.92,1.261E+3,0.000E+3,0.002E+3,0.024E+3
2518,1.92,2.97,6.317E+2,0.002E+2,0.007E+2,0.076E+2
2518,2.97,4.02,3.169E+2,0.001E+2,0.004E+2,0.034E+2
2518,4.02,4.88,1.871E+2,0.001E+2,0.003E+2,0.020E+2
2518,4.88,5.90,1.209E+2,0.001E+2,0.002E+2,0.013E+2
2518,5.90,7.09,7.743E+1,0.004E+1,0.011E+1,0.081E+1
2518,7.09,8.48,4.943E+1,0.003E+1,0.007E+1,0.052E+1
2518,8.48,11.00,2.829E+1,0.001E+1,0.003E+1,0.030E+1
2518,11.00,16.60,1.176E+1,0.001E+1,0.001E+1,0.013E+1
2518,16.60,22.80,4.375E+0,0.002E+0,0.005E+0,0.050E+0
2518,22.80,41.90,1.248E+0,0.001E+0,0.001E+0,0.015E+0
2519,1.00,1.92,1.260E+3,0.000E+3,0.002E+3,0.024E+3
2519,1.92,2.97,6.303E+2,0.002E+2,0.010E+2,0.076E+2
2519,2.97,4.02,3.164E+2,0.001E+2,0.005E+2,0.034E+2
2519,4.02,4.88,1.870E+2,0.001E+2,0.004E+2,0.020E+2
2519,4.88,5.90,1.210E+2,0.001E+2,0.003E+2,0.013E+2
2519,5.90,7.09,7.766E+1,0.004E+1,0.016E+1,0.082E+1
2519,7.09,8.48,4.962E+1,0.003E+1,0.010E+1,0.053E+1
2519,8.48,11.00,2.845E+1,0.001E+1,0.005E+1,0.031E+1
2519,11.00,16.60,1.180E+1,0.001E+1,0.002E+1,0.013E+1
2519,16.60,22.80,4.389E+0,0.003E+0,0.006E+0,0.050E+0
2519,22.80,41.90,1.250E+0,0.001E+0,0.001E+0,0.015E+0
2520,1.00,1.92,1.257E+3,0.000E+3,0.002E+3,0.024E+3
2520,1.92,2.97,6.298E+2,0.002E+2,0.007E+2,0.076E+2
2520,2.97,4.02,3.164E+2,0.001E+2,0.004E+2,0.034E+2
2520,4.02,4.88,1.871E+2,0.001E+2,0.003E+2,0.020E+2
2520,4.88,5.90,1.209E+2,0.001E+2,0.002E+2,0.013E+2
2520,5.90,7.09,7.760E+1,0.004E+1,0.011E+1,0.081E+1
2520,7.09,8.48,4.954E+1,0.002E+1,0.007E+1,0.052E+1
2520,8.48,11.00,2.838E+1,0.001E+1,0.003E+1,0.030E+1
2520,11.00,16.60,1.178E+1,0.001E+1,0.001E+1,0.013E+1
2520,16.60,22.80,4.381E+0,0.002E+0,0.004E+0,0.050E+0
2520,22.80,41.90,1.250E+0,0.001E+0,0.001E+0,0.015E+0
2521,1.00,1.92,1.292E+3,0.000E+3,0.002E+3,0.025E+3
2521,1.92,2.97,6.431E+2,0.002E+2,0.012E+2,0.078E+2
2521,2.97,4.02,3.215E+2,0.001E+2,0.007E+2,0.035E+2
2521,4.02,4.88,1.896E+2,0.001E+2,0.005E+2,0.020E+2
2521,4.88,5.90,1.222E+2,0.001E+2,0.003E+2,0.013E+2
2521,5.90,7.09,7.820E+1,0.004E+1,0.020E+1,0.083E+1
2521,7.09,8.48,4.982E+1,0.002E+1,0.012E+1,0.053E+1
2521,8.48,11.00,2.849E+1,0.001E+1,0.006E+1,0.031E+1
2521,11.00,16.60,1.182E+1,0.001E+1,0.002E+1,0.013E+1
2521,16.60,22.80,4.390E+0,0.002E+0,0.008E+0,0.051E+0
2521,22.80,41.90,1.253E+0,0.001E+0,0.002E+0,0.015E+0
2522,1.00,1.92,1.281E+3,0.000E+3,0.001E+3,0.025E+3
2522,1.92,2.97,6.378E+2,0.002E+2,0.006E+2,0.076E+2
2522,2.97,4.02,3.192E+2,0.001E+2,0.003E+2,0.034E+2
2522,4.02,4.88,1.884E+2,0.001E+2,0.002E+2,0.020E+2
2522,4.88,5.90,1.217E+2,0.001E+2,0.002E+2,0.013E+2
2522,5.90,7.09,7.793E+1,0.004E+1,0.010E+1,0.081E+1
2522,7.09,8.48,4.971E+1,0.003E+1,0.006E+1,0.052E+1
2522,8.48,11.00,2.845E+1,0.001E+1,0.003E+1,0.030E+1
2522,11.00,16.60,1.181E+1,0.001E+1,0.001E+1,0.013E+1
2522,16.60,22.80,4.393E+0,0.002E+0,0.004E+0,0.050E+0
2522,22.80,41.90,1.254E+0,0.001E+0,0.001E+0,0.015E+0
2523,1.00,1.92,1.311E+3,0.001E+3,0.002E+3,0.025E+3
2523,1.92,2.97,6.465E+2,0.003E+2,0.007E+2,0.078E+2
2523,2.97,4.02,3.225E+2,0.002E+2,0.004E+2,0.035E+2
2523,4.02,4.88,1.898E+2,0.001E+2,0.003E+2,0.020E+2
2523,4.88,5.90,1.224E+2,0.001E+2,0.002E+2,0.013E+2
2523,5.90,7.09,7.831E+1,0.005E+1,0.012E+1,0.082E+1
2523,7.09,8.48,4.994E+1,0.003E+1,0.008E+1,0.053E+1
2523,8.48,11.00,2.854E+1,0.002E+1,0.004E+1,0.031E+1
2523,11.00,16.60,1.183E+1,0.001E+1,0.001E+1,0.013E+1
