date YYY-MM-DD,rigidity_min GV,rigidity_max GV,electron_flux m^-2sr^-1s^-1GV^-1,electron_flux_error_statistical m^-2sr^-1s^-1GV^-1,electron_flux_error_timedependent m^-2sr^-1s^-1GV^-1,electron_flux_error_systematic_total m^-2sr^-1s^-1GV^-1
2016-6-4,4.02,5.90,1.750E+0,0.016E+0,0.018E+0,0.026E+0,
2016-6-4,5.90,7.09,8.097E-1,0.111E-1,0.081E-1,0.120E-1,
2016-6-4,7.09,8.48,4.763E-1,0.073E-1,0.048E-1,0.071E-1,
2016-6-4,8.48,11.00,2.473E-1,0.038E-1,0.025E-1,0.037E-1,
2016-6-4,11.00,16.60,8.607E-2,0.140E-2,0.086E-2,0.128E-2,
2016-6-4,16.60,22.80,2.607E-2,0.063E-2,0.026E-2,0.039E-2,
2016-6-4,22.80,41.90,5.918E-3,0.143E-3,0.059E-3,0.088E-3,
2016-6-5,1.00,1.71,1.434E+1,0.043E+1,0.029E+1,0.042E+1,
2016-6-5,1.71,2.97,8.000E+0,0.067E+0,0.120E+0,0.170E+0,
2016-6-5,2.97,4.02,3.819E+0,0.039E+0,0.038E+0,0.063E+0,
2016-6-5,4.02,5.90,1.764E+0,0.016E+0,0.018E+0,0.026E+0,
2016-6-5,5.90,7.09,8.288E-1,0.111E-1,0.083E-1,0.123E-1,
2016-6-5,7.09,8.48,4.775E-1,0.073E-1,0.048E-1,0.071E-1,
2016-6-5,8.48,11.00,2.482E-1,0.038E-1,0.025E-1,0.037E-1,
2016-6-5,11.00,16.60,8.948E-2,0.143E-2,0.089E-2,0.133E-2,
2016-6-5,16.60,22.80,2.535E-2,0.062E-2,0.025E-2,0.038E-2,
2016-6-5,22.80,41.90,6.0210E-3,0.145E-3,0.060E-3,0.090E-3,
2016-6-6,1.00,1.71,1.340E+1,0.033E+1,0.027E+1,0.039E+1,
2016-6-6,1.71,2.97,7.893E+0,0.067E+0,0.118E+0,0.167E+0,
2016-6-6,2.97,4.02,3.809E+0,0.040E+0,0.038E+0,0.062E+0,
2016-6-6,4.02,5.90,1.760E+0,0.016E+0,0.018E+0,0.026E+0,
2016-6-6,5.90,7.09,8.1610E-1,0.111E-1,0.082E-1,0.121E-1,
2016-6-6,7.09,8.48,4.738E-1,0.073E-1,0.047E-1,0.070E-1,
2016-6-6,8.48,11.00,2.434E-1,0.038E-1,0.024E-1,0.036E-1,
2016-6-6,11.00,16.60,8.566E-2,0.140E-2,0.086E-2,0.127E-2,
2016-6-6,16.60,22.80,2.548E-2,0.063E-2,0.025E-2,0.038E-2,
2016-6-6,22.80,41.90,6.328E-3,0.149E-3,0.063E-3,0.094E-3,
2016-6-7,1.00,1.71,1.398E+1,0.033E+1,0.028E+1,0.041E+1,
2016-6-7,1.71,2.97,7.995E+0,0.067E+0,0.120E+0,0.170E+0,
2016-6-7,2.97,4.02,3.878E+0,0.040E+0,0.039E+0,0.064E+0,
2016-6-7,4.02,5.90,1.767E+0,0.016E+0,0.018E+0,0.026E+0,
2016-6-7,5.90,7.09,7.843E-1,0.109E-1,0.078E-1,0.117E-1,
2016-6-7,7.09,8.48,4.907E-1,0.075E-1,0.049E-1,0.073E-1,
2016-6-7,8.48,11.00,2.463E-1,0.038E-1,0.025E-1,0.037E-1,
2016-6-7,11.00,16.60,8.541E-2,0.139E-2,0.085E-2,0.127E-2,
2016-6-7,16.60,22.80,2.488E-2,0.062E-2,0.025E-2,0.037E-2,
2016-6-7,22.80,41.90,6.306E-3,0.148E-3,0.063E-3,0.094E-3,
2016-6-8,1.00,1.71,1.344E+1,0.035E+1,0.027E+1,0.039E+1,
2016-6-8,1.71,2.97,7.890E+0,0.068E+0,0.118E+0,0.167E+0,
2016-6-8,2.97,4.02,3.849E+0,0.040E+0,0.038E+0,0.063E+0,
2016-6-8,4.02,5.90,1.745E+0,0.016E+0,0.017E+0,0.026E+0,
2016-6-8,5.90,7.09,8.007E-1,0.110E-1,0.080E-1,0.119E-1,
2016-6-8,7.09,8.48,4.903E-1,0.075E-1,0.049E-1,0.073E-1,
2016-6-8,8.48,11.00,2.501E-1,0.038E-1,0.025E-1,0.037E-1,
2016-6-8,11.00,16.60,8.624E-2,0.140E-2,0.086E-2,0.128E-2,
2016-6-8,16.60,22.80,2.580E-2,0.063E-2,0.026E-2,0.038E-2,
2016-6-8,22.80,41.90,6.069E-3,0.145E-3,0.061E-3,0.090E-3,
2016-6-9,1.00,1.71,1.304E+1,0.079E+1,0.026E+1,0.038E+1,
2016-6-9,1.71,2.97,7.819E+0,0.069E+0,0.117E+0,0.166E+0,
2016-6-9,2.97,4.02,3.898E+0,0.041E+0,0.039E+0,0.064E+0,
2016-6-9,4.02,5.90,1.798E+0,0.016E+0,0.018E+0,0.027E+0,
2016-6-9,5.90,7.09,8.367E-1,0.113E-1,0.084E-1,0.124E-1,
2016-6-9,7.09,8.48,4.828E-1,0.075E-1,0.048E-1,0.072E-1,
2016-6-9,8.48,11.00,2.459E-1,0.038E-1,0.025E-1,0.037E-1,
2016-6-9,11.00,16.60,8.649E-2,0.142E-2,0.086E-2,0.129E-2,
2016-6-9,16.60,22.80,2.648E-2,0.064E-2,0.026E-2,0.039E-2,
2016-6-9,22.80,41.90,5.971E-3,0.145E-3,0.060E-3,0.089E-3,
2016-6-10,1.00,1.71,1.394E+1,0.030E+1,0.028E+1,0.040E+1,
2016-6-10,1.71,2.97,7.991E+0,0.068E+0,0.120E+0,0.170E+0,
2016-6-10,2.97,4.02,3.932E+0,0.040E+0,0.039E+0,0.064E+0,
2016-6-10,4.02,5.90,1.762E+0,0.016E+0,0.018E+0,0.026E+0,
2016-6-10,5.90,7.09,8.201E-1,0.112E-1,0.082E-1,0.122E-1,
2016-6-10,7.09,8.48,4.961E-1,0.075E-1,0.050E-1,0.074E-1,
2016-6-10,8.48,11.00,2.553E-1,0.038E-1,0.026E-1,0.038E-1,
2016-6-10,11.00,16.60,8.708E-2,0.141E-2,0.087E-2,0.129E-2,
2016-6-10,16.60,22.80,2.666E-2,0.064E-2,0.027E-2,0.040E-2,
2016-6-10,22.80,41.90,5.931E-3,0.144E-3,0.059E-3,0.088E-3,
2016-6-11,1.00,1.71,1.405E+1,0.034E+1,0.028E+1,0.041E+1,
2016-6-11,1.71,2.97,8.126E+0,0.068E+0,0.122E+0,0.172E+0,
2016-6-11,2.97,4.02,3.894E+0,0.040E+0,0.039E+0,0.064E+0,
2016-6-11,4.02,5.90,1.736E+0,0.016E+0,0.017E+0,0.026E+0,
2016-6-11,5.90,7.09,8.243E-1,0.112E-1,0.082E-1,0.123E-1,
2016-6-11,7.09,8.48,4.745E-1,0.073E-1,0.047E-1,0.071E-1,
2016-6-11,8.48,11.00,2.458E-1,0.038E-1,0.025E-1,0.037E-1,
2016-6-11,11.00,16.60,8.691E-2,0.141E-2,0.087E-2,0.129E-2,
2016-6-11,16.60,22.80,2.578E-2,0.063E-2,0.026E-2,0.038E-2,
2016-6-11,22.80,41.90,5.975E-3,0.144E-3,0.060E-3,0.089E-3,
2016-6-12,1.00,1.71,1.368E+1,0.048E+1,0.027E+1,0.040E+1,
2016-6-12,1.71,2.97,8.009E+0,0.067E+0,0.120E+0,0.170E+0,
2016-6-12,2.97,4.02,3.907E+0,0.040E+0,0.039E+0,0.064E+0,
2016-6-12,4.02,5.90,1.756E+0,0.016E+0,0.018E+0,0.026E+0,
2016-6-12,5.90,7.09,7.959E-1,0.110E-1,0.080E-1,0.118E-1,
2016-6-12,7.09,8.48,4.906E-1,0.075E-1,0.049E-1,0.073E-1,
2016-6-12,8.48,11.00,2.469E-1,0.038E-1,0.025E-1,0.037E-1,
2016-6-12,11.00,16.60,8.803E-2,0.142E-2,0.088E-2,0.131E-2,
2016-6-12,16.60,22.80,2.700E-2,0.064E-2,0.027E-2,0.040E-2,
2016-6-12,22.80,41.90,5.995E-3,0.144E-3,0.060E-3,0.089E-3,
2016-6-13,1.00,1.71,1.424E+1,0.030E+1,0.028E+1,0.041E+1,
2016-6-13,1.71,2.97,8.076E+0,0.067E+0,0.121E+0,0.171E+0,
2016-6-13,2.97,4.02,3.856E+0,0.039E+0,0.039E+0,0.063E+0,
2016-6-13,4.02,5.90,1.7510E+0,0.016E+0,0.018E+0,0.026E+0,
2016-6-13,5.90,7.09,8.197E-1,0.111E-1,0.082E-1,0.122E-1,
2016-6-13,7.09,8.48,4.785E-1,0.073E-1,0.048E-1,0.071E-1,
2016-6-13,8.48,11.00,2.495E-1,0.038E-1,0.025E-1,0.037E-1,
2016-6-13,11.00,16.60,8.856E-2,0.141E-2,0.089E-2,0.132E-2,
2016-6-13,16.60,22.80,2.680E-2,0.064E-2,0.027E-2,0.040E-2,
2016-6-13,22.80,41.90,6.400E-3,0.149E-3,0.064E-3,0.095E-3,
2016-6-14,1.00,1.71,1.407E+1,0.037E+1,0.028E+1,0.041E+1,
2016-6-14,1.71,2.97,7.833E+0,0.067E+0,0.117E+0,0.166E+0,
2016-6-14,2.97,4.02,3.753E+0,0.039E+0,0.038E+0,0.062E+0,
2016-6-14,4.02,5.90,1.736E+0,0.016E+0,0.017E+0,0.026E+0,
2016-6-14,5.90,7.09,8.4410E-1,0.112E-1,0.084E-1,0.126E-1,
2016-6-14,7.09,8.48,4.811E-1,0.073E-1,0.048E-1,0.072E-1,
2016-6-14,8.48,11.00,2.566E-1,0.038E-1,0.026E-1,0.038E-1,
2016-6-14,11.00,16.60,8.589E-2,0.139E-2,0.086E-2,0.128E-2,
2016-6-14,16.60,22.80,2.668E-2,0.064E-2,0.027E-2,0.040E-2,
2016-6-14,22.80,41.90,6.232E-3,0.147E-3,0.062E-3,0.093E-3,
2016-6-15,1.00,1.71,1.373E+1,0.036E+1,0.027E+1,0.040E+1,
2016-6-15,1.71,2.97,7.714E+0,0.064E+0,0.116E+0,0.164E+0,
2016-6-15,2.97,4.02,3.794E+0,0.038E+0,0.038E+0,0.062E+0,
2016-6-15,4.02,5.90,1.718E+0,0.015E+0,0.017E+0,0.026E+0,
2016-6-15,5.90,7.09,8.087E-1,0.110E-1,0.081E-1,0.120E-1,
2016-6-15,7.09,8.48,4.744E-1,0.073E-1,0.047E-1,0.071E-1,
2016-6-15,8.48,11.00,2.414E-1,0.037E-1,0.024E-1,0.036E-1,
2016-6-15,11.00,16.60,8.689E-2,0.140E-2,0.087E-2,0.129E-2,
2016-6-15,16.60,22.80,2.566E-2,0.062E-2,0.026E-2,0.038E-2,
2016-6-15,22.80,41.90,5.912E-3,0.143E-3,0.059E-3,0.088E-3,
2016-6-16,1.00,1.71,1.359E+1,0.027E+1,0.027E+1,0.039E+1,
2016-6-16,1.71,2.97,7.794E+0,0.064E+0,0.117E+0,0.165E+0,
2016-6-16,2.97,4.02,3.739E+0,0.038E+0,0.037E+0,0.061E+0,
2016-6-16,4.02,5.90,1.723E+0,0.015E+0,0.017E+0,0.026E+0,
2016-6-16,5.90,7.09,7.950E-1,0.108E-1,0.080E-1,0.118E-1,
2016-6-16,7.09,8.48,4.686E-1,0.072E-1,0.047E-1,0.070E-1,
2016-6-16,8.48,11.00,2.423E-1,0.037E-1,0.024E-1,0.036E-1,
2016-6-16,11.00,16.60,8.467E-2,0.138E-2,0.085E-2,0.126E-2,
2016-6-16,16.60,22.80,2.544E-2,0.062E-2,0.025E-2,0.038E-2,
2016-6-16,22.80,41.90,5.7810E-3,0.142E-3,0.058E-3,0.086E-3,
2016-6-17,1.00,1.71,1.229E+1,0.031E+1,0.025E+1,0.036E+1,
2016-6-17,1.71,2.97,7.667E+0,0.065E+0,0.115E+0,0.163E+0,
2016-6-17,2.97,4.02,3.801E+0,0.039E+0,0.038E+0,0.062E+0,
2016-6-17,4.02,5.90,1.731E+0,0.015E+0,0.017E+0,0.026E+0,
2016-6-17,5.90,7.09,8.037E-1,0.109E-1,0.080E-1,0.119E-1,
2016-6-17,7.09,8.48,4.615E-1,0.072E-1,0.046E-1,0.069E-1,
2016-6-17,8.48,11.00,2.438E-1,0.037E-1,0.024E-1,0.036E-1,
2016-6-17,11.00,16.60,8.369E-2,0.137E-2,0.084E-2,0.124E-2,
2016-6-17,16.60,22.80,2.464E-2,0.061E-2,0.025E-2,0.037E-2,
2016-6-17,22.80,41.90,5.704E-3,0.141E-3,0.057E-3,0.085E-3,
2016-6-18,1.00,1.71,1.317E+1,0.033E+1,0.026E+1,0.038E+1,
2016-6-18,1.71,2.97,7.671E+0,0.064E+0,0.115E+0,0.163E+0,
2016-6-18,2.97,4.02,3.765E+0,0.038E+0,0.038E+0,0.062E+0,
2016-6-18,4.02,5.90,1.705E+0,0.015E+0,0.017E+0,0.025E+0,
2016-6-18,5.90,7.09,7.685E-1,0.107E-1,0.077E-1,0.114E-1,
2016-6-18,7.09,8.48,4.762E-1,0.073E-1,0.048E-1,0.071E-1,
2016-6-18,8.48,11.00,2.401E-1,0.037E-1,0.024E-1,0.036E-1,
2016-6-18,11.00,16.60,8.708E-2,0.140E-2,0.087E-2,0.129E-2,
2016-6-18,16.60,22.80,2.570E-2,0.062E-2,0.026E-2,0.038E-2,
2016-6-18,22.80,41.90,6.052E-3,0.145E-3,0.061E-3,0.090E-3,
2016-6-19,1.00,1.71,1.397E+1,0.030E+1,0.028E+1,0.041E+1,
2016-6-19,1.71,2.97,7.783E+0,0.065E+0,0.117E+0,0.165E+0,
2016-6-19,2.97,4.02,3.786E+0,0.039E+0,0.038E+0,0.062E+0,
2016-6-19,4.02,5.90,1.721E+0,0.016E+0,0.017E+0,0.026E+0,
2016-6-19,5.90,7.09,7.985E-1,0.109E-1,0.080E-1,0.119E-1,
2016-6-19,7.09,8.48,4.748E-1,0.073E-1,0.047E-1,0.071E-1,
2016-6-19,8.48,11.00,2.452E-1,0.037E-1,0.025E-1,0.036E-1,
2016-6-19,11.00,16.60,8.249E-2,0.137E-2,0.082E-2,0.123E-2,
2016-6-19,16.60,22.80,2.655E-2,0.063E-2,0.027E-2,0.039E-2,
2016-6-19,22.80,41.90,5.903E-3,0.143E-3,0.059E-3,0.088E-3,
2016-6-20,1.00,1.71,1.315E+1,0.074E+1,0.026E+1,0.038E+1,
2016-6-20,1.71,2.97,7.784E+0,0.1100E+0,0.117E+0,0.165E+0,
2016-6-20,2.97,4.02,3.697E+0,0.082E+0,0.037E+0,0.061E+0,
2016-6-20,4.02,5.90,1.694E+0,0.029E+0,0.017E+0,0.025E+0,
2016-6-20,5.90,7.09,8.133E-1,0.199E-1,0.081E-1,0.121E-1,
2016-6-20,7.09,8.48,4.689E-1,0.131E-1,0.047E-1,0.070E-1,
2016-6-20,8.48,11.00,2.485E-1,0.068E-1,0.025E-1,0.037E-1,
2016-6-20,11.00,16.60,8.056E-2,0.238E-2,0.081E-2,0.120E-2,
2016-6-20,16.60,22.80,2.536E-2,0.109E-2,0.025E-2,0.038E-2,
2016-6-20,22.80,41.90,6.1010E-3,0.265E-3,0.061E-3,0.091E-3,
2016-6-21,1.00,1.71,1.379E+1,0.040E+1,0.028E+1,0.040E+1,
2016-6-21,1.71,2.97,7.874E+0,0.070E+0,0.118E+0,0.167E+0,
2016-6-21,2.97,4.02,3.843E+0,0.044E+0,0.038E+0,0.063E+0,
2016-6-21,4.02,5.90,1.747E+0,0.019E+0,0.017E+0,0.026E+0,
2016-6-21,5.90,7.09,8.108E-1,0.137E-1,0.081E-1,0.121E-1,
2016-6-21,7.09,8.48,4.940E-1,0.094E-1,0.049E-1,0.073E-1,
2016-6-21,8.48,11.00,2.522E-1,0.048E-1,0.025E-1,0.037E-1,
2016-6-21,11.00,16.60,8.844E-2,0.182E-2,0.088E-2,0.131E-2,
2016-6-21,16.60,22.80,2.754E-2,0.085E-2,0.028E-2,0.041E-2,
2016-6-21,22.80,41.90,6.201E-3,0.189E-3,0.062E-3,0.092E-3,
2016-6-22,1.00,1.71,1.351E+1,0.029E+1,0.027E+1,0.039E+1,
2016-6-22,1.71,2.97,7.912E+0,0.066E+0,0.119E+0,0.168E+0,
2016-6-22,2.97,4.02,3.825E+0,0.039E+0,0.038E+0,0.063E+0,
2016-6-22,4.02,5.90,1.743E+0,0.016E+0,0.017E+0,0.026E+0,
2016-6-22,5.90,7.09,8.268E-1,0.111E-1,0.083E-1,0.123E-1,
2016-6-22,7.09,8.48,4.692E-1,0.073E-1,0.047E-1,0.070E-1,
2016-6-22,8.48,11.00,2.534E-1,0.038E-1,0.025E-1,0.038E-1,
2016-6-22,11.00,16.60,8.629E-2,0.140E-2,0.086E-2,0.128E-2,
2016-6-22,16.60,22.80,2.466E-2,0.061E-2,0.025E-2,0.037E-2,
2016-6-22,22.80,41.90,6.075E-3,0.146E-3,0.061E-3,0.090E-3,
2016-6-23,1.00,1.71,1.362E+1,0.028E+1,0.027E+1,0.039E+1,
2016-6-23,1.71,2.97,7.749E+0,0.066E+0,0.116E+0,0.164E+0,
2016-6-23,2.97,4.02,3.8210E+0,0.039E+0,0.038E+0,0.063E+0,
2016-6-23,4.02,5.90,1.723E+0,0.015E+0,0.017E+0,0.026E+0,
2016-6-23,5.90,7.09,8.0910E-1,0.109E-1,0.081E-1,0.120E-1,
2016-6-23,7.09,8.48,4.784E-1,0.073E-1,0.048E-1,0.071E-1,
2016-6-23,8.48,11.00,2.473E-1,0.037E-1,0.025E-1,0.037E-1,
2016-6-23,11.00,16.60,8.458E-2,0.138E-2,0.085E-2,0.126E-2,
2016-6-23,16.60,22.80,2.603E-2,0.063E-2,0.026E-2,0.039E-2,
2016-6-23,22.80,41.90,5.902E-3,0.143E-3,0.059E-3,0.088E-3,
2016-6-24,1.00,1.71,1.3310E+1,0.031E+1,0.027E+1,0.039E+1,
2016-6-24,1.71,2.97,7.777E+0,0.065E+0,0.117E+0,0.165E+0,
2016-6-24,2.97,4.02,3.756E+0,0.038E+0,0.038E+0,0.062E+0,
2016-6-24,4.02,5.90,1.738E+0,0.016E+0,0.017E+0,0.026E+0,
2016-6-24,5.90,7.09,8.141E-1,0.110E-1,0.081E-1,0.121E-1,
2016-6-24,7.09,8.48,4.778E-1,0.073E-1,0.048E-1,0.071E-1,
2016-6-24,8.48,11.00,2.464E-1,0.037E-1,0.025E-1,0.037E-1,
2016-6-24,11.00,16.60,8.650E-2,0.139E-2,0.087E-2,0.129E-2,
2016-6-24,16.60,22.80,2.718E-2,0.064E-2,0.027E-2,0.040E-2,
2016-6-24,22.80,41.90,5.938E-3,0.143E-3,0.059E-3,0.088E-3,
2016-6-25,1.00,1.71,1.3510E+1,0.029E+1,0.027E+1,0.039E+1,
2016-6-25,1.71,2.97,7.818E+0,0.066E+0,0.117E+0,0.166E+0,
2016-6-25,2.97,4.02,3.834E+0,0.039E+0,0.038E+0,0.063E+0,
2016-6-25,4.02,5.90,1.692E+0,0.015E+0,0.017E+0,0.025E+0,
2016-6-25,5.90,7.09,8.081E-1,0.109E-1,0.081E-1,0.120E-1,
2016-6-25,7.09,8.48,4.612E-1,0.072E-1,0.046E-1,0.069E-1,
2016-6-25,8.48,11.00,2.441E-1,0.037E-1,0.024E-1,0.036E-1,
2016-6-25,11.00,16.60,8.721E-2,0.140E-2,0.087E-2,0.130E-2,
2016-6-25,16.60,22.80,2.657E-2,0.063E-2,0.027E-2,0.039E-2,
2016-6-25,22.80,41.90,6.393E-3,0.149E-3,0.064E-3,0.095E-3,
2016-6-26,1.00,1.71,1.423E+1,0.029E+1,0.028E+1,0.041E+1,
2016-6-26,1.71,2.97,7.885E+0,0.067E+0,0.118E+0,0.167E+0,
2016-6-26,2.97,4.02,3.845E+0,0.040E+0,0.038E+0,0.063E+0,
2016-6-26,4.02,5.90,1.759E+0,0.016E+0,0.018E+0,0.026E+0,
2016-6-26,5.90,7.09,8.093E-1,0.109E-1,0.081E-1,0.120E-1,
2016-6-26,7.09,8.48,4.755E-1,0.073E-1,0.048E-1,0.071E-1,
2016-6-26,8.48,11.00,2.441E-1,0.037E-1,0.024E-1,0.036E-1,
2016-6-26,11.00,16.60,8.802E-2,0.140E-2,0.088E-2,0.131E-2,
2016-6-26,16.60,22.80,2.512E-2,0.061E-2,0.025E-2,0.037E-2,
2016-6-26,22.80,41.90,6.153E-3,0.146E-3,0.062E-3,0.091E-3,
2016-6-27,1.00,1.71,1.328E+1,0.027E+1,0.027E+1,0.039E+1,
2016-6-27,1.71,2.97,7.821E+0,0.067E+0,0.117E+0,0.166E+0,
2016-6-27,2.97,4.02,3.823E+0,0.039E+0,0.038E+0,0.063E+0,
2016-6-27,4.02,5.90,1.716E+0,0.016E+0,0.017E+0,0.026E+0,
2016-6-27,5.90,7.09,8.164E-1,0.111E-1,0.082E-1,0.121E-1,
2016-6-27,7.09,8.48,4.680E-1,0.073E-1,0.047E-1,0.070E-1,
2016-6-27,8.48,11.00,2.491E-1,0.038E-1,0.025E-1,0.037E-1,
2016-6-27,11.00,16.60,8.719E-2,0.141E-2,0.087E-2,0.130E-2,
2016-6-27,16.60,22.80,2.5410E-2,0.062E-2,0.025E-2,0.038E-2,
2016-6-27,22.80,41.90,6.171E-3,0.147E-3,0.062E-3,0.092E-3,
2016-6-28,1.00,1.71,1.342E+1,0.029E+1,0.027E+1,0.039E+1,
2016-6-28,1.71,2.97,7.899E+0,0.067E+0,0.118E+0,0.168E+0,
2016-6-28,2.97,4.02,3.792E+0,0.040E+0,0.038E+0,0.062E+0,
2016-6-28,4.02,5.90,1.762E+0,0.016E+0,0.018E+0,0.026E+0,
2016-6-28,5.90,7.09,7.948E-1,0.109E-1,0.079E-1,0.118E-1,
2016-6-28,7.09,8.48,4.686E-1,0.073E-1,0.047E-1,0.070E-1,
2016-6-28,8.48,11.00,2.532E-1,0.038E-1,0.025E-1,0.038E-1,
2016-6-28,11.00,16.60,8.682E-2,0.140E-2,0.087E-2,0.129E-2,
2016-6-28,16.60,22.80,2.580E-2,0.062E-2,0.026E-2,0.038E-2,
2016-6-28,22.80,41.90,6.129E-3,0.145E-3,0.061E-3,0.091E-3,
2016-6-29,1.00,1.71,1.360E+1,0.028E+1,0.027E+1,0.039E+1,
2016-6-29,1.71,2.97,7.806E+0,0.066E+0,0.117E+0,0.166E+0,
2016-6-29,2.97,4.02,3.7910E+0,0.039E+0,0.038E+0,0.062E+0,
2016-6-29,4.02,5.90,1.744E+0,0.016E+0,0.017E+0,0.026E+0,
2016-6-29,5.90,7.09,8.229E-1,0.111E-1,0.082E-1,0.122E-1,
2016-6-29,7.09,8.48,4.769E-1,0.073E-1,0.048E-1,0.071E-1,
2016-6-29,8.48,11.00,2.488E-1,0.038E-1,0.025E-1,0.037E-1,
2016-6-29,11.00,16.60,8.927E-2,0.142E-2,0.089E-2,0.133E-2,
2016-6-29,16.60,22.80,2.470E-2,0.061E-2,0.025E-2,0.037E-2,
2016-6-29,22.80,41.90,6.205E-3,0.147E-3,0.062E-3,0.092E-3,
2016-6-30,1.00,1.71,1.379E+1,0.029E+1,0.028E+1,0.040E+1,
2016-6-30,1.71,2.97,7.854E+0,0.067E+0,0.118E+0,0.167E+0,
2016-6-30,2.97,4.02,3.809E+0,0.039E+0,0.038E+0,0.062E+0,
2016-6-30,4.02,5.90,1.712E+0,0.016E+0,0.017E+0,0.025E+0,
2016-6-30,5.90,7.09,8.023E-1,0.110E-1,0.080E-1,0.119E-1,
2016-6-30,7.09,8.48,4.908E-1,0.074E-1,0.049E-1,0.073E-1,
2016-6-30,8.48,11.00,2.485E-1,0.038E-1,0.025E-1,0.037E-1,
2016-6-30,11.00,16.60,8.817E-2,0.141E-2,0.088E-2,0.131E-2,
2016-6-30,16.60,22.80,2.472E-2,0.060E-2,0.025E-2,0.037E-2,
2016-6-30,22.80,41.90,6.252E-3,0.147E-3,0.063E-3,0.093E-3,
2016-7-1,1.00,1.71,1.358E+1,0.027E+1,0.027E+1,0.039E+1,
2016-7-1,1.71,2.97,7.893E+0,0.066E+0,0.118E+0,0.167E+0,
2016-7-1,2.97,4.02,3.876E+0,0.039E+0,0.039E+0,0.064E+0,
2016-7-1,4.02,5.90,1.723E+0,0.016E+0,0.017E+0,0.026E+0,
2016-7-1,5.90,7.09,8.162E-1,0.114E-1,0.082E-1,0.121E-1,
2016-7-1,7.09,8.48,4.899E-1,0.077E-1,0.049E-1,0.073E-1,
2016-7-1,8.48,11.00,2.484E-1,0.039E-1,0.025E-1,0.037E-1,
2016-7-1,11.00,16.60,8.637E-2,0.145E-2,0.086E-2,0.128E-2,
2016-7-1,16.60,22.80,2.586E-2,0.064E-2,0.026E-2,0.038E-2,
2016-7-1,22.80,41.90,6.024E-3,0.149E-3,0.060E-3,0.090E-3,
2016-7-2,1.00,1.71,1.408E+1,0.031E+1,0.028E+1,0.041E+1,
2016-7-2,1.71,2.97,7.999E+0,0.068E+0,0.120E+0,0.170E+0,
2016-7-2,2.97,4.02,3.802E+0,0.040E+0,0.038E+0,0.062E+0,
2016-7-2,4.02,5.90,1.731E+0,0.016E+0,0.017E+0,0.026E+0,
2016-7-2,5.90,7.09,8.271E-1,0.111E-1,0.083E-1,0.123E-1,
2016-7-2,7.09,8.48,4.981E-1,0.075E-1,0.050E-1,0.074E-1,
2016-7-2,8.48,11.00,2.494E-1,0.038E-1,0.025E-1,0.037E-1,
2016-7-2,11.00,16.60,8.375E-2,0.138E-2,0.084E-2,0.125E-2,
2016-7-2,16.60,22.80,2.592E-2,0.062E-2,0.026E-2,0.039E-2,
2016-7-2,22.80,41.90,5.731E-3,0.141E-3,0.057E-3,0.085E-3,
2016-7-3,1.00,1.71,1.425E+1,0.030E+1,0.028E+1,0.041E+1,
2016-7-3,1.71,2.97,7.894E+0,0.068E+0,0.118E+0,0.167E+0,
2016-7-3,2.97,4.02,3.841E+0,0.041E+0,0.038E+0,0.063E+0,
2016-7-3,4.02,5.90,1.757E+0,0.016E+0,0.018E+0,0.026E+0,
2016-7-3,5.90,7.09,8.186E-1,0.114E-1,0.082E-1,0.122E-1,
2016-7-3,7.09,8.48,4.6810E-1,0.075E-1,0.047E-1,0.070E-1,
2016-7-3,8.48,11.00,2.561E-1,0.039E-1,0.026E-1,0.038E-1,
2016-7-3,11.00,16.60,8.657E-2,0.145E-2,0.087E-2,0.129E-2,
2016-7-3,16.60,22.80,2.619E-2,0.065E-2,0.026E-2,0.039E-2,
2016-7-3,22.80,41.90,5.904E-3,0.148E-3,0.059E-3,0.088E-3,
2016-7-4,1.00,1.71,1.327E+1,0.033E+1,0.027E+1,0.038E+1,
2016-7-4,1.71,2.97,7.939E+0,0.067E+0,0.119E+0,0.168E+0,
2016-7-4,2.97,4.02,3.868E+0,0.040E+0,0.039E+0,0.063E+0,
2016-7-4,4.02,5.90,1.746E+0,0.016E+0,0.017E+0,0.026E+0,
2016-7-4,5.90,7.09,8.152E-1,0.112E-1,0.082E-1,0.121E-1,
2016-7-4,7.09,8.48,4.742E-1,0.074E-1,0.047E-1,0.070E-1,
2016-7-4,8.48,11.00,2.416E-1,0.038E-1,0.024E-1,0.036E-1,
2016-7-4,11.00,16.60,9.062E-2,0.145E-2,0.091E-2,0.135E-2,
2016-7-4,16.60,22.80,2.589E-2,0.063E-2,0.026E-2,0.038E-2,
2016-7-4,22.80,41.90,6.134E-3,0.146E-3,0.061E-3,0.091E-3,
2016-7-5,1.00,1.71,1.407E+1,0.029E+1,0.028E+1,0.041E+1,
2016-7-5,1.71,2.97,8.077E+0,0.068E+0,0.121E+0,0.171E+0,
2016-7-5,2.97,4.02,3.801E+0,0.040E+0,0.038E+0,0.062E+0,
2016-7-5,4.02,5.90,1.744E+0,0.016E+0,0.017E+0,0.026E+0,
2016-7-5,5.90,7.09,8.311E-1,0.112E-1,0.083E-1,0.124E-1,
2016-7-5,7.09,8.48,4.777E-1,0.073E-1,0.048E-1,0.071E-1,
2016-7-5,8.48,11.00,2.456E-1,0.037E-1,0.025E-1,0.037E-1,
