bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,helium_flux m^-2sr^-1s^-1GV^-1,helium_flux_error_statistical m^-2sr^-1s^-1GV^-1,helium_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,helium_flux_error_time_independent m^-2sr^-1s^-1GV^-1,center_date
2451,11.0,12.0,3.159,0.007,0.015,0.036,2013-04-02
2451,12.0,13.0,2.587,0.006,0.012,0.03,2013-04-02
2451,13.0,14.1,2.113,0.005,0.01,0.024,2013-04-02
2451,14.1,15.3,1.724,0.004,0.008,0.02,2013-04-02
2451,15.3,16.6,1.407,0.004,0.007,0.017,2013-04-02
2451,16.6,18.0,1.135,0.003,0.005,0.013,2013-04-02
2451,18.0,19.5,0.9237,0.0024,0.0044,0.011,2013-04-02
2451,19.5,21.1,0.7541,0.0021,0.0036,0.0091,2013-04-02
2451,21.1,22.8,0.6151,0.0018,0.0029,0.0075,2013-04-02
2451,22.8,24.7,0.4979,0.0015,0.0024,0.0061,2013-04-02
2451,24.7,26.7,0.4094,0.0013,0.0019,0.005,2013-04-02
2451,26.7,28.8,0.331,0.0011,0.0016,0.0041,2013-04-02
2451,28.8,31.1,0.2705,0.001,0.0013,0.0034,2013-04-02
2451,31.1,33.5,0.2211,0.0009,0.001,0.0028,2013-04-02
2451,33.5,36.1,0.1806,0.0008,0.0009,0.0023,2013-04-02
2451,36.1,38.9,0.1475,0.0007,0.0007,0.0019,2013-04-02
2451,38.9,41.9,0.1207,0.0006,0.0006,0.0015,2013-04-02
2451,41.9,45.1,0.09867,0.0005,0.00047,0.00128,2013-04-02
2451,45.1,48.5,0.0808,0.00044,0.00038,0.00106,2013-04-02
2451,48.5,52.2,0.06667,0.00038,0.00032,0.00088,2013-04-02
2451,52.2,56.1,0.05446,0.00034,0.00026,0.00073,2013-04-02
2451,56.1,60.3,0.04514,0.0003,0.00021,0.00062,2013-04-02
2452,1.92,2.15,57.61,0.14,0.4,0.87,2013-04-29
2452,2.15,2.4,54.57,0.12,0.3,0.7,2013-04-29
2452,2.4,2.67,50.06,0.1,0.23,0.58,2013-04-29
2452,2.67,2.97,45.33,0.09,0.19,0.5,2013-04-29
2452,2.97,3.29,40.57,0.08,0.16,0.44,2013-04-29
2452,3.29,3.64,35.54,0.07,0.14,0.38,2013-04-29
2452,3.64,4.02,30.81,0.06,0.11,0.33,2013-04-29
2452,4.02,4.43,26.42,0.05,0.09,0.28,2013-04-29
2452,4.43,4.88,22.29,0.04,0.08,0.24,2013-04-29
2452,4.88,5.37,18.68,0.03,0.06,0.2,2013-04-29
2452,5.37,5.9,15.6,0.03,0.05,0.17,2013-04-29
2452,5.9,6.47,12.98,0.02,0.04,0.14,2013-04-29
2452,6.47,7.09,10.63,0.02,0.04,0.12,2013-04-29
2452,7.09,7.76,8.743,0.016,0.029,0.097,2013-04-29
2452,7.76,8.48,7.139,0.013,0.023,0.08,2013-04-29
2452,8.48,9.26,5.839,0.011,0.019,0.065,2013-04-29
2452,9.26,10.1,4.754,0.01,0.016,0.054,2013-04-29
2452,10.1,11.0,3.885,0.008,0.013,0.044,2013-04-29
2452,11.0,12.0,3.145,0.007,0.01,0.036,2013-04-29
2452,12.0,13.0,2.577,0.006,0.008,0.03,2013-04-29
2452,13.0,14.1,2.106,0.005,0.007,0.024,2013-04-29
2452,14.1,15.3,1.715,0.004,0.006,0.02,2013-04-29
2452,15.3,16.6,1.397,0.004,0.005,0.016,2013-04-29
2452,16.6,18.0,1.139,0.003,0.004,0.014,2013-04-29
2452,18.0,19.5,0.9254,0.0024,0.003,0.0111,2013-04-29
2452,19.5,21.1,0.7496,0.002,0.0024,0.009,2013-04-29
2452,21.1,22.8,0.6124,0.0017,0.002,0.0074,2013-04-29
2452,22.8,24.7,0.4982,0.0015,0.0016,0.0061,2013-04-29
2452,24.7,26.7,0.404,0.0013,0.0013,0.005,2013-04-29
2452,26.7,28.8,0.3313,0.0011,0.0011,0.0041,2013-04-29
2452,28.8,31.1,0.2696,0.001,0.0009,0.0034,2013-04-29
2452,31.1,33.5,0.2222,0.0009,0.0007,0.0028,2013-04-29
2452,33.5,36.1,0.181,0.0008,0.0006,0.0023,2013-04-29
2452,36.1,38.9,0.1473,0.0007,0.0005,0.0019,2013-04-29
2452,38.9,41.9,0.1217,0.0006,0.0004,0.0016,2013-04-29
2452,41.9,45.1,0.09934,0.0005,0.00032,0.00128,2013-04-29
2452,45.1,48.5,0.08063,0.00044,0.00026,0.00105,2013-04-29
2452,48.5,52.2,0.06679,0.00038,0.00022,0.00089,2013-04-29
2452,52.2,56.1,0.05469,0.00034,0.00018,0.00074,2013-04-29
2452,56.1,60.3,0.04524,0.00029,0.00015,0.00062,2013-04-29
2453,1.92,2.15,47.72,0.13,0.43,0.72,2013-05-26
2453,2.15,2.4,45.48,0.12,0.33,0.58,2013-05-26
2453,2.4,2.67,42.46,0.1,0.26,0.49,2013-05-26
2453,2.67,2.97,38.75,0.08,0.22,0.43,2013-05-26
2453,2.97,3.29,34.99,0.07,0.19,0.38,2013-05-26
2453,3.29,3.64,31.0,0.06,0.16,0.33,2013-05-26
2453,3.64,4.02,27.11,0.05,0.13,0.29,2013-05-26
2453,4.02,4.43,23.45,0.04,0.11,0.25,2013-05-26
2453,4.43,4.88,19.99,0.04,0.09,0.22,2013-05-26
2453,4.88,5.37,16.99,0.03,0.08,0.18,2013-05-26
2453,5.37,5.9,14.28,0.03,0.06,0.16,2013-05-26
2453,5.9,6.47,11.94,0.02,0.05,0.13,2013-05-26
2453,6.47,7.09,9.883,0.018,0.042,0.109,2013-05-26
2453,7.09,7.76,8.17,0.015,0.035,0.091,2013-05-26
2453,7.76,8.48,6.726,0.013,0.028,0.075,2013-05-26
2453,8.48,9.26,5.553,0.011,0.023,0.062,2013-05-26
2453,9.26,10.1,4.549,0.009,0.019,0.051,2013-05-26
2453,10.1,11.0,3.719,0.008,0.016,0.042,2013-05-26
2453,11.0,12.0,3.042,0.007,0.013,0.035,2013-05-26
2453,12.0,13.0,2.499,0.006,0.01,0.029,2013-05-26
2453,13.0,14.1,2.049,0.005,0.009,0.024,2013-05-26
2453,14.1,15.3,1.681,0.004,0.007,0.02,2013-05-26
2453,15.3,16.6,1.373,0.004,0.006,0.016,2013-05-26
2453,16.6,18.0,1.118,0.003,0.005,0.013,2013-05-26
2453,18.0,19.5,0.9105,0.0024,0.0038,0.0109,2013-05-26
2453,19.5,21.1,0.7398,0.002,0.0031,0.0089,2013-05-26
2453,21.1,22.8,0.6079,0.0017,0.0025,0.0074,2013-05-26
2453,22.8,24.7,0.4936,0.0015,0.0021,0.006,2013-05-26
2453,24.7,26.7,0.4,0.0013,0.0017,0.0049,2013-05-26
2453,26.7,28.8,0.3305,0.0011,0.0014,0.0041,2013-05-26
2453,28.8,31.1,0.2693,0.001,0.0011,0.0033,2013-05-26
2453,31.1,33.5,0.2199,0.0009,0.0009,0.0028,2013-05-26
2453,33.5,36.1,0.181,0.0008,0.0008,0.0023,2013-05-26
2453,36.1,38.9,0.1476,0.0007,0.0006,0.0019,2013-05-26
2453,38.9,41.9,0.1223,0.0006,0.0005,0.0016,2013-05-26
2453,41.9,45.1,0.09897,0.0005,0.00041,0.00128,2013-05-26
2453,45.1,48.5,0.08103,0.00044,0.00034,0.00106,2013-05-26
2453,48.5,52.2,0.06696,0.00039,0.00028,0.00089,2013-05-26
2453,52.2,56.1,0.05433,0.00034,0.00023,0.00073,2013-05-26
2453,56.1,60.3,0.04432,0.00029,0.00019,0.00061,2013-05-26
2454,1.92,2.15,47.48,0.12,0.4,0.71,2013-06-22
2454,2.15,2.4,45.58,0.11,0.3,0.58,2013-06-22
2454,2.4,2.67,43.05,0.1,0.23,0.5,2013-06-22
2454,2.67,2.97,39.56,0.08,0.19,0.44,2013-06-22
2454,2.97,3.29,35.9,0.07,0.16,0.39,2013-06-22
2454,3.29,3.64,32.05,0.06,0.13,0.34,2013-06-22
2454,3.64,4.02,28.0,0.05,0.11,0.3,2013-06-22
2454,4.02,4.43,24.23,0.04,0.09,0.26,2013-06-22
2454,4.43,4.88,20.78,0.04,0.07,0.22,2013-06-22
2454,4.88,5.37,17.61,0.03,0.06,0.19,2013-06-22
2454,5.37,5.9,14.82,0.03,0.05,0.16,2013-06-22
2454,5.9,6.47,12.35,0.02,0.04,0.14,2013-06-22
2454,6.47,7.09,10.22,0.02,0.03,0.11,2013-06-22
2454,7.09,7.76,8.444,0.015,0.027,0.094,2013-06-22
2454,7.76,8.48,6.93,0.013,0.022,0.077,2013-06-22
2454,8.48,9.26,5.7,0.011,0.018,0.064,2013-06-22
2454,9.26,10.1,4.663,0.01,0.014,0.053,2013-06-22
2454,10.1,11.0,3.81,0.008,0.012,0.043,2013-06-22
2454,11.0,12.0,3.107,0.007,0.01,0.035,2013-06-22
2454,12.0,13.0,2.538,0.006,0.008,0.029,2013-06-22
2454,13.0,14.1,2.092,0.005,0.006,0.024,2013-06-22
2454,14.1,15.3,1.706,0.004,0.005,0.02,2013-06-22
2454,15.3,16.6,1.393,0.004,0.004,0.016,2013-06-22
2454,16.6,18.0,1.132,0.003,0.003,0.013,2013-06-22
2454,18.0,19.5,0.9216,0.0024,0.0029,0.011,2013-06-22
2454,19.5,21.1,0.7498,0.002,0.0023,0.009,2013-06-22
2454,21.1,22.8,0.6111,0.0017,0.0019,0.0074,2013-06-22
2454,22.8,24.7,0.4969,0.0015,0.0015,0.0061,2013-06-22
2454,24.7,26.7,0.4047,0.0013,0.0013,0.005,2013-06-22
2454,26.7,28.8,0.3303,0.0011,0.001,0.0041,2013-06-22
2454,28.8,31.1,0.2711,0.001,0.0008,0.0034,2013-06-22
2454,31.1,33.5,0.2214,0.0009,0.0007,0.0028,2013-06-22
2454,33.5,36.1,0.1805,0.0008,0.0006,0.0023,2013-06-22
2454,36.1,38.9,0.1479,0.0007,0.0005,0.0019,2013-06-22
2454,38.9,41.9,0.1215,0.0006,0.0004,0.0016,2013-06-22
2454,41.9,45.1,0.09941,0.0005,0.00031,0.00129,2013-06-22
2454,45.1,48.5,0.08083,0.00044,0.00025,0.00106,2013-06-22
2454,48.5,52.2,0.06642,0.00038,0.00021,0.00088,2013-06-22
2454,52.2,56.1,0.0547,0.00034,0.00017,0.00074,2013-06-22
2454,56.1,60.3,0.04482,0.00029,0.00014,0.00062,2013-06-22
2455,1.92,2.15,48.32,0.13,0.43,0.73,2013-07-19
2455,2.15,2.4,46.35,0.11,0.33,0.59,2013-07-19
2455,2.4,2.67,43.56,0.1,0.26,0.51,2013-07-19
2455,2.67,2.97,40.21,0.08,0.22,0.45,2013-07-19
2455,2.97,3.29,36.27,0.07,0.19,0.39,2013-07-19
2455,3.29,3.64,32.29,0.06,0.16,0.35,2013-07-19
2455,3.64,4.02,28.29,0.05,0.14,0.3,2013-07-19
2455,4.02,4.43,24.55,0.04,0.11,0.26,2013-07-19
2455,4.43,4.88,21.03,0.04,0.1,0.23,2013-07-19
2455,4.88,5.37,17.8,0.03,0.08,0.19,2013-07-19
2455,5.37,5.9,14.96,0.03,0.07,0.16,2013-07-19
2455,5.9,6.47,12.45,0.02,0.05,0.14,2013-07-19
2455,6.47,7.09,10.34,0.02,0.04,0.11,2013-07-19
2455,7.09,7.76,8.517,0.015,0.037,0.095,2013-07-19
2455,7.76,8.48,7.007,0.013,0.03,0.078,2013-07-19
2455,8.48,9.26,5.746,0.011,0.025,0.064,2013-07-19
2455,9.26,10.1,4.708,0.01,0.02,0.053,2013-07-19
2455,10.1,11.0,3.84,0.008,0.016,0.044,2013-07-19
2455,11.0,12.0,3.138,0.007,0.013,0.036,2013-07-19
2455,12.0,13.0,2.552,0.006,0.011,0.029,2013-07-19
2455,13.0,14.1,2.095,0.005,0.009,0.024,2013-07-19
2455,14.1,15.3,1.712,0.004,0.007,0.02,2013-07-19
2455,15.3,16.6,1.392,0.004,0.006,0.016,2013-07-19
2455,16.6,18.0,1.13,0.003,0.005,0.013,2013-07-19
2455,18.0,19.5,0.9187,0.0024,0.0039,0.011,2013-07-19
2455,19.5,21.1,0.7468,0.002,0.0032,0.009,2013-07-19
2455,21.1,22.8,0.6085,0.0017,0.0026,0.0074,2013-07-19
2455,22.8,24.7,0.4969,0.0015,0.0021,0.0061,2013-07-19
2455,24.7,26.7,0.4031,0.0013,0.0017,0.005,2013-07-19
2455,26.7,28.8,0.3272,0.0011,0.0014,0.004,2013-07-19
2455,28.8,31.1,0.268,0.001,0.0011,0.0033,2013-07-19
2455,31.1,33.5,0.2205,0.0009,0.0009,0.0028,2013-07-19
2455,33.5,36.1,0.1806,0.0008,0.0008,0.0023,2013-07-19
2455,36.1,38.9,0.1463,0.0007,0.0006,0.0019,2013-07-19
2455,38.9,41.9,0.1211,0.0006,0.0005,0.0016,2013-07-19
2455,41.9,45.1,0.09895,0.0005,0.00042,0.00128,2013-07-19
2455,45.1,48.5,0.08019,0.00044,0.00034,0.00105,2013-07-19
2455,48.5,52.2,0.06696,0.00038,0.00029,0.00089,2013-07-19
2455,52.2,56.1,0.05465,0.00034,0.00023,0.00074,2013-07-19
2455,56.1,60.3,0.04485,0.00029,0.00019,0.00062,2013-07-19
2456,1.92,2.15,47.96,0.12,0.42,0.72,2013-08-15
2456,2.15,2.4,46.27,0.11,0.32,0.59,2013-08-15
2456,2.4,2.67,43.48,0.1,0.25,0.5,2013-08-15
2456,2.67,2.97,40.09,0.08,0.21,0.44,2013-08-15
2456,2.97,3.29,36.37,0.07,0.18,0.39,2013-08-15
2456,3.29,3.64,32.44,0.06,0.15,0.35,2013-08-15
2456,3.64,4.02,28.57,0.05,0.12,0.31,2013-08-15
2456,4.02,4.43,24.67,0.04,0.1,0.26,2013-08-15
2456,4.43,4.88,21.17,0.04,0.09,0.23,2013-08-15
2456,4.88,5.37,17.96,0.03,0.07,0.19,2013-08-15
2456,5.37,5.9,15.08,0.03,0.06,0.16,2013-08-15
2456,5.9,6.47,12.54,0.02,0.05,0.14,2013-08-15
2456,6.47,7.09,10.44,0.02,0.04,0.12,2013-08-15
2456,7.09,7.76,8.573,0.016,0.033,0.095,2013-08-15
2456,7.76,8.48,7.054,0.013,0.027,0.079,2013-08-15
2456,8.48,9.26,5.764,0.011,0.022,0.065,2013-08-15
2456,9.26,10.1,4.722,0.01,0.018,0.053,2013-08-15
2456,10.1,11.0,3.881,0.008,0.015,0.044,2013-08-15
2456,11.0,12.0,3.169,0.007,0.012,0.036,2013-08-15
2456,12.0,13.0,2.583,0.006,0.01,0.03,2013-08-15
2456,13.0,14.1,2.102,0.005,0.008,0.024,2013-08-15
2456,14.1,15.3,1.721,0.004,0.007,0.02,2013-08-15
2456,15.3,16.6,1.405,0.004,0.005,0.017,2013-08-15
2456,16.6,18.0,1.142,0.003,0.004,0.014,2013-08-15
2456,18.0,19.5,0.9268,0.0024,0.0035,0.0111,2013-08-15
2456,19.5,21.1,0.7533,0.002,0.0029,0.0091,2013-08-15
2456,21.1,22.8,0.6147,0.0018,0.0023,0.0075,2013-08-15
2456,22.8,24.7,0.4995,0.0015,0.0019,0.0061,2013-08-15
2456,24.7,26.7,0.4041,0.0013,0.0015,0.005,2013-08-15
2456,26.7,28.8,0.3333,0.0011,0.0013,0.0041,2013-08-15
2456,28.8,31.1,0.2718,0.001,0.001,0.0034,2013-08-15
2456,31.1,33.5,0.2209,0.0009,0.0008,0.0028,2013-08-15
2456,33.5,36.1,0.1812,0.0008,0.0007,0.0023,2013-08-15
2456,36.1,38.9,0.1483,0.0007,0.0006,0.0019,2013-08-15
2456,38.9,41.9,0.1207,0.0006,0.0005,0.0015,2013-08-15
2456,41.9,45.1,0.09952,0.0005,0.00038,0.00129,2013-08-15
2456,45.1,48.5,0.08149,0.00044,0.00031,0.00107,2013-08-15
2456,48.5,52.2,0.06625,0.00038,0.00025,0.00088,2013-08-15
2456,52.2,56.1,0.05437,0.00034,0.00021,0.00073,2013-08-15
2456,56.1,60.3,0.04455,0.00029,0.00017,0.00061,2013-08-15
2457,1.92,2.15,45.39,0.12,0.44,0.68,2013-09-11
2457,2.15,2.4,44.12,0.11,0.35,0.56,2013-09-11
2457,2.4,2.67,42.03,0.1,0.29,0.49,2013-09-11
2457,2.67,2.97,38.87,0.08,0.25,0.43,2013-09-11
2457,2.97,3.29,35.51,0.08,0.22,0.38,2013-09-11
2457,3.29,3.64,31.73,0.07,0.19,0.34,2013-09-11
2457,3.64,4.02,27.96,0.05,0.16,0.3,2013-09-11
2457,4.02,4.43,24.35,0.05,0.14,0.26,2013-09-11
2457,4.43,4.88,20.9,0.04,0.11,0.23,2013-09-11
2457,4.88,5.37,17.77,0.03,0.09,0.19,2013-09-11
2457,5.37,5.9,15.07,0.03,0.08,0.16,2013-09-11
2457,5.9,6.47,12.55,0.02,0.07,0.14,2013-09-11
2457,6.47,7.09,10.36,0.02,0.05,0.11,2013-09-11
2457,7.09,7.76,8.609,0.016,0.045,0.096,2013-09-11
2457,7.76,8.48,7.068,0.014,0.037,0.079,2013-09-11
2457,8.48,9.26,5.799,0.012,0.03,0.065,2013-09-11
2457,9.26,10.1,4.765,0.01,0.025,0.054,2013-09-11
2457,10.1,11.0,3.886,0.008,0.02,0.044,2013-09-11
2457,11.0,12.0,3.16,0.007,0.016,0.036,2013-09-11
2457,12.0,13.0,2.594,0.006,0.013,0.03,2013-09-11
2457,13.0,14.1,2.111,0.005,0.011,0.024,2013-09-11
2457,14.1,15.3,1.739,0.004,0.009,0.02,2013-09-11
2457,15.3,16.6,1.411,0.004,0.007,0.017,2013-09-11
2457,16.6,18.0,1.143,0.003,0.006,0.014,2013-09-11
2457,18.0,19.5,0.9282,0.0025,0.0048,0.0111,2013-09-11
2457,19.5,21.1,0.7555,0.0021,0.0039,0.0091,2013-09-11
2457,21.1,22.8,0.6179,0.0018,0.0032,0.0075,2013-09-11
2457,22.8,24.7,0.5006,0.0015,0.0026,0.0061,2013-09-11
2457,24.7,26.7,0.4072,0.0013,0.0021,0.005,2013-09-11
2457,26.7,28.8,0.3322,0.0012,0.0017,0.0041,2013-09-11
2457,28.8,31.1,0.2701,0.001,0.0014,0.0034,2013-09-11
2457,31.1,33.5,0.2212,0.0009,0.0011,0.0028,2013-09-11
2457,33.5,36.1,0.1804,0.0008,0.0009,0.0023,2013-09-11
2457,36.1,38.9,0.1485,0.0007,0.0008,0.0019,2013-09-11
2457,38.9,41.9,0.1218,0.0006,0.0006,0.0016,2013-09-11
2457,41.9,45.1,0.1002,0.0005,0.0005,0.0013,2013-09-11
2457,45.1,48.5,0.08166,0.00046,0.00042,0.00107,2013-09-11
2457,48.5,52.2,0.06687,0.0004,0.00035,0.00089,2013-09-11
2457,52.2,56.1,0.05464,0.00035,0.00028,0.00074,2013-09-11
2457,56.1,60.3,0.04491,0.0003,0.00023,0.00062,2013-09-11
2458,1.92,2.15,46.61,0.12,0.45,0.7,2013-10-08
2458,2.15,2.4,45.67,0.11,0.36,0.58,2013-10-08
2458,2.4,2.67,43.39,0.1,0.3,0.5,2013-10-08
2458,2.67,2.97,40.26,0.08,0.26,0.45,2013-10-08
2458,2.97,3.29,36.97,0.08,0.23,0.4,2013-10-08
2458,3.29,3.64,33.06,0.07,0.2,0.36,2013-10-08
2458,3.64,4.02,29.07,0.05,0.17,0.31,2013-10-08
2458,4.02,4.43,25.27,0.05,0.14,0.27,2013-10-08
2458,4.43,4.88,21.69,0.04,0.12,0.23,2013-10-08
2458,4.88,5.37,18.31,0.03,0.1,0.2,2013-10-08
2458,5.37,5.9,15.49,0.03,0.09,0.17,2013-10-08
2458,5.9,6.47,12.88,0.02,0.07,0.14,2013-10-08
2458,6.47,7.09,10.7,0.02,0.06,0.12,2013-10-08
2458,7.09,7.76,8.812,0.016,0.048,0.098,2013-10-08
2458,7.76,8.48,7.231,0.014,0.04,0.081,2013-10-08
2458,8.48,9.26,5.916,0.012,0.032,0.066,2013-10-08
2458,9.26,10.1,4.838,0.01,0.026,0.055,2013-10-08
2458,10.1,11.0,3.94,0.008,0.021,0.045,2013-10-08
2458,11.0,12.0,3.216,0.007,0.018,0.037,2013-10-08
2458,12.0,13.0,2.621,0.006,0.014,0.03,2013-10-08
2458,13.0,14.1,2.145,0.005,0.012,0.025,2013-10-08
2458,14.1,15.3,1.752,0.004,0.01,0.02,2013-10-08
2458,15.3,16.6,1.417,0.004,0.008,0.017,2013-10-08
2458,16.6,18.0,1.151,0.003,0.006,0.014,2013-10-08
2458,18.0,19.5,0.9316,0.0025,0.0051,0.0111,2013-10-08
2458,19.5,21.1,0.7615,0.0021,0.0042,0.0092,2013-10-08
2458,21.1,22.8,0.6213,0.0018,0.0034,0.0075,2013-10-08
2458,22.8,24.7,0.5028,0.0015,0.0027,0.0061,2013-10-08
2458,24.7,26.7,0.4089,0.0013,0.0022,0.005,2013-10-08
2458,26.7,28.8,0.3348,0.0012,0.0018,0.0041,2013-10-08
2458,28.8,31.1,0.2724,0.001,0.0015,0.0034,2013-10-08
2458,31.1,33.5,0.2227,0.0009,0.0012,0.0028,2013-10-08
2458,33.5,36.1,0.183,0.0008,0.001,0.0023,2013-10-08
2458,36.1,38.9,0.1498,0.0007,0.0008,0.0019,2013-10-08
2458,38.9,41.9,0.121,0.0006,0.0007,0.0015,2013-10-08
2458,41.9,45.1,0.09917,0.00051,0.00054,0.00128,2013-10-08
2458,45.1,48.5,0.0813,0.00045,0.00044,0.00106,2013-10-08
2458,48.5,52.2,0.06688,0.00039,0.00036,0.00089,2013-10-08
2458,52.2,56.1,0.05457,0.00034,0.0003,0.00074,2013-10-08
2458,56.1,60.3,0.04552,0.0003,0.00025,0.00063,2013-10-08
2459,1.92,2.15,47.11,0.13,0.44,0.71,2013-11-04
2459,2.15,2.4,45.93,0.12,0.35,0.59,2013-11-04
2459,2.4,2.67,43.65,0.1,0.28,0.51,2013-11-04
2459,2.67,2.97,40.48,0.09,0.25,0.45,2013-11-04
2459,2.97,3.29,37.06,0.08,0.21,0.4,2013-11-04
2459,3.29,3.64,32.91,0.07,0.18,0.35,2013-11-04
2459,3.64,4.02,29.1,0.06,0.16,0.31,2013-11-04
2459,4.02,4.43,25.33,0.05,0.13,0.27,2013-11-04
2459,4.43,4.88,21.68,0.04,0.11,0.23,2013-11-04
2459,4.88,5.37,18.42,0.03,0.09,0.2,2013-11-04
2459,5.37,5.9,15.41,0.03,0.08,0.17,2013-11-04
2459,5.9,6.47,12.87,0.02,0.06,0.14,2013-11-04
2459,6.47,7.09,10.62,0.02,0.05,0.12,2013-11-04
2459,7.09,7.76,8.745,0.017,0.043,0.097,2013-11-04
2459,7.76,8.48,7.197,0.014,0.035,0.08,2013-11-04
2459,8.48,9.26,5.918,0.012,0.029,0.066,2013-11-04
2459,9.26,10.1,4.824,0.011,0.024,0.054,2013-11-04
2459,10.1,11.0,3.943,0.009,0.019,0.045,2013-11-04
2459,11.0,12.0,3.209,0.007,0.016,0.037,2013-11-04
2459,12.0,13.0,2.606,0.007,0.013,0.03,2013-11-04
2459,13.0,14.1,2.143,0.006,0.01,0.025,2013-11-04
2459,14.1,15.3,1.737,0.005,0.008,0.02,2013-11-04
2459,15.3,16.6,1.421,0.004,0.007,0.017,2013-11-04
2459,16.6,18.0,1.152,0.003,0.006,0.014,2013-11-04
2459,18.0,19.5,0.9385,0.0026,0.0046,0.0112,2013-11-04
2459,19.5,21.1,0.7624,0.0022,0.0037,0.0092,2013-11-04
2459,21.1,22.8,0.619,0.0019,0.003,0.0075,2013-11-04
2459,22.8,24.7,0.5038,0.0016,0.0025,0.0062,2013-11-04
2459,24.7,26.7,0.4101,0.0014,0.002,0.005,2013-11-04
2459,26.7,28.8,0.3365,0.0012,0.0016,0.0042,2013-11-04
2459,28.8,31.1,0.2728,0.0011,0.0013,0.0034,2013-11-04
2459,31.1,33.5,0.2225,0.0009,0.0011,0.0028,2013-11-04
2459,33.5,36.1,0.1824,0.0008,0.0009,0.0023,2013-11-04
2459,36.1,38.9,0.1499,0.0007,0.0007,0.0019,2013-11-04
2459,38.9,41.9,0.1209,0.0006,0.0006,0.0015,2013-11-04
2459,41.9,45.1,0.09952,0.00055,0.00049,0.00129,2013-11-04
2459,45.1,48.5,0.08139,0.00048,0.0004,0.00106,2013-11-04
2459,48.5,52.2,0.06691,0.00042,0.00033,0.00089,2013-11-04
2459,52.2,56.1,0.05442,0.00036,0.00027,0.00073,2013-11-04
2459,56.1,60.3,0.04461,0.00032,0.00022,0.00061,2013-11-04
2460,1.92,2.15,46.47,0.12,0.42,0.7,2013-12-01
2460,2.15,2.4,45.21,0.11,0.32,0.58,2013-12-01
2460,2.4,2.67,42.91,0.1,0.25,0.5,2013-12-01
2460,2.67,2.97,39.9,0.08,0.21,0.44,2013-12-01
2460,2.97,3.29,36.49,0.07,0.18,0.4,2013-12-01
2460,3.29,3.64,32.5,0.06,0.15,0.35,2013-12-01
2460,3.64,4.02,28.82,0.05,0.13,0.31,2013-12-01
2460,4.02,4.43,25.0,0.04,0.11,0.27,2013-12-01
2460,4.43,4.88,21.4,0.04,0.09,0.23,2013-12-01
2460,4.88,5.37,18.14,0.03,0.07,0.2,2013-12-01
2460,5.37,5.9,15.24,0.03,0.06,0.17,2013-12-01
2460,5.9,6.47,12.7,0.02,0.05,0.14,2013-12-01
2460,6.47,7.09,10.54,0.02,0.04,0.12,2013-12-01
2460,7.09,7.76,8.676,0.016,0.034,0.096,2013-12-01
2460,7.76,8.48,7.143,0.013,0.028,0.08,2013-12-01
2460,8.48,9.26,5.814,0.011,0.023,0.065,2013-12-01
2460,9.26,10.1,4.763,0.01,0.019,0.054,2013-12-01
2460,10.1,11.0,3.921,0.008,0.015,0.044,2013-12-01
2460,11.0,12.0,3.167,0.007,0.012,0.036,2013-12-01
2460,12.0,13.0,2.587,0.006,0.01,0.03,2013-12-01
2460,13.0,14.1,2.121,0.005,0.008,0.025,2013-12-01
2460,14.1,15.3,1.728,0.004,0.007,0.02,2013-12-01
2460,15.3,16.6,1.401,0.004,0.005,0.016,2013-12-01
2460,16.6,18.0,1.146,0.003,0.004,0.014,2013-12-01
2460,18.0,19.5,0.9333,0.0024,0.0037,0.0112,2013-12-01
2460,19.5,21.1,0.7551,0.0021,0.003,0.0091,2013-12-01
2460,21.1,22.8,0.614,0.0018,0.0024,0.0074,2013-12-01
2460,22.8,24.7,0.5025,0.0015,0.002,0.0061,2013-12-01
2460,24.7,26.7,0.4077,0.0013,0.0016,0.005,2013-12-01
2460,26.7,28.8,0.3337,0.0011,0.0013,0.0041,2013-12-01
2460,28.8,31.1,0.2719,0.001,0.0011,0.0034,2013-12-01
2460,31.1,33.5,0.2213,0.0009,0.0009,0.0028,2013-12-01
2460,33.5,36.1,0.1818,0.0008,0.0007,0.0023,2013-12-01
2460,36.1,38.9,0.1495,0.0007,0.0006,0.0019,2013-12-01
2460,38.9,41.9,0.1215,0.0006,0.0005,0.0016,2013-12-01
2460,41.9,45.1,0.09893,0.0005,0.00039,0.00128,2013-12-01
2460,45.1,48.5,0.08174,0.00044,0.00032,0.00107,2013-12-01
2460,48.5,52.2,0.06673,0.00038,0.00026,0.00089,2013-12-01
2460,52.2,56.1,0.05393,0.00034,0.00021,0.00073,2013-12-01
2460,56.1,60.3,0.04464,0.00029,0.00017,0.00061,2013-12-01
2461,1.92,2.15,45.91,0.12,0.4,0.69,2013-12-28
2461,2.15,2.4,44.87,0.11,0.3,0.57,2013-12-28
2461,2.4,2.67,42.61,0.09,0.23,0.49,2013-12-28
2461,2.67,2.97,39.72,0.08,0.19,0.44,2013-12-28
2461,2.97,3.29,36.26,0.07,0.16,0.39,2013-12-28
2461,3.29,3.64,32.62,0.06,0.13,0.35,2013-12-28
2461,3.64,4.02,28.67,0.05,0.11,0.31,2013-12-28
2461,4.02,4.43,24.92,0.04,0.09,0.27,2013-12-28
