bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,helium_flux m^-2sr^-1s^-1GV^-1,helium_flux_error_statistical m^-2sr^-1s^-1GV^-1,helium_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,helium_flux_error_time_independent m^-2sr^-1s^-1GV^-1
2501,38.9,41.9,1.199E-01,0.006E-01,0.005E-01,0.015E-01
2501,41.9,45.1,9.810E-02,0.052E-02,0.044E-02,0.127E-02
2501,45.1,48.5,8.048E-02,0.045E-02,0.036E-02,0.105E-02
2501,48.5,52.2,6.589E-02,0.039E-02,0.029E-02,0.087E-02
2501,52.2,56.1,5.425E-02,0.035E-02,0.024E-02,0.073E-02
2501,56.1,60.3,4.468E-02,0.030E-02,0.020E-02,0.061E-02
2502,1.92,2.15,9.729E+01,0.020E+01,0.066E+01,0.146E+01
2502,2.15,2.40,8.621E+01,0.017E+01,0.046E+01,0.110E+01
2502,2.40,2.67,7.562E+01,0.014E+01,0.039E+01,0.088E+01
2502,2.67,2.97,6.581E+01,0.012E+01,0.031E+01,0.073E+01
2502,2.97,3.29,5.647E+01,0.010E+01,0.025E+01,0.061E+01
2502,3.29,3.64,4.747E+01,0.008E+01,0.020E+01,0.051E+01
2502,3.64,4.02,3.966E+01,0.007E+01,0.016E+01,0.042E+01
2502,4.02,4.43,3.282E+01,0.005E+01,0.013E+01,0.035E+01
2502,4.43,4.88,2.703E+01,0.004E+01,0.010E+01,0.029E+01
2502,4.88,5.37,2.218E+01,0.004E+01,0.008E+01,0.024E+01
2502,5.37,5.90,1.804E+01,0.003E+01,0.006E+01,0.020E+01
2502,5.90,6.47,1.471E+01,0.003E+01,0.005E+01,0.016E+01
2502,6.47,7.09,1.192E+01,0.002E+01,0.004E+01,0.013E+01
2502,7.09,7.76,9.593,0.017,0.031,0.107
2502,7.76,8.48,7.764,0.014,0.025,0.087
2502,8.48,9.26,6.303,0.012,0.020,0.071
2502,9.26,10.1,5.084,0.010,0.016,0.057
2502,10.1,11.0,4.091,0.009,0.013,0.046
2502,11.0,12.0,3.304,0.007,0.010,0.038
2502,12.0,13.0,2.684,0.006,0.008,0.031
2502,13.0,14.1,2.176,0.005,0.007,0.025
2502,14.1,15.3,1.769,0.004,0.006,0.021
2502,15.3,16.6,1.429,0.004,0.004,0.017
2502,16.6,18.0,1.148,0.003,0.004,0.014
2502,18.0,19.5,9.334E-01,0.025E-01,0.029E-01,0.112E-01
2502,19.5,21.1,7.590E-01,0.021E-01,0.024E-01,0.091E-01
2502,21.1,22.8,6.170E-01,0.018E-01,0.019E-01,0.075E-01
2502,22.8,24.7,5.000E-01,0.015E-01,0.016E-01,0.061E-01
2502,24.7,26.7,4.074E-01,0.013E-01,0.013E-01,0.050E-01
2502,26.7,28.8,3.324E-01,0.012E-01,0.010E-01,0.041E-01
2502,28.8,31.1,2.726E-01,0.010E-01,0.009E-01,0.034E-01
2502,31.1,33.5,2.213E-01,0.009E-01,0.007E-01,0.028E-01
2502,33.5,36.1,1.801E-01,0.008E-01,0.006E-01,0.023E-01
2502,36.1,38.9,1.485E-01,0.007E-01,0.005E-01,0.019E-01
2502,38.9,41.9,1.218E-01,0.006E-01,0.004E-01,0.016E-01
2502,41.9,45.1,9.901E-02,0.052E-02,0.031E-02,0.128E-02
2502,45.1,48.5,8.116E-02,0.046E-02,0.026E-02,0.106E-02
2502,48.5,52.2,6.677E-02,0.040E-02,0.021E-02,0.089E-02
2502,52.2,56.1,5.497E-02,0.035E-02,0.017E-02,0.074E-02
2502,56.1,60.3,4.501E-02,0.030E-02,0.014E-02,0.062E-02
2503,1.92,2.15,9.885E+01,0.019E+01,0.071E+01,0.149E+01
2503,2.15,2.40,8.780E+01,0.017E+01,0.049E+01,0.112E+01
2503,2.40,2.67,7.699E+01,0.014E+01,0.041E+01,0.089E+01
2503,2.67,2.97,6.645E+01,0.011E+01,0.032E+01,0.074E+01
2503,2.97,3.29,5.687E+01,0.010E+01,0.026E+01,0.062E+01
2503,3.29,3.64,4.780E+01,0.008E+01,0.021E+01,0.051E+01
2503,3.64,4.02,3.981E+01,0.007E+01,0.017E+01,0.043E+01
2503,4.02,4.43,3.297E+01,0.005E+01,0.013E+01,0.035E+01
2503,4.43,4.88,2.713E+01,0.004E+01,0.011E+01,0.029E+01
2503,4.88,5.37,2.223E+01,0.004E+01,0.008E+01,0.024E+01
2503,5.37,5.90,1.816E+01,0.003E+01,0.007E+01,0.020E+01
2503,5.90,6.47,1.480E+01,0.002E+01,0.005E+01,0.016E+01
2503,6.47,7.09,1.201E+01,0.002E+01,0.004E+01,0.013E+01
2503,7.09,7.76,9.662,0.017,0.033,0.107
2503,7.76,8.48,7.788,0.014,0.027,0.087
2503,8.48,9.26,6.320,0.012,0.021,0.071
2503,9.26,10.1,5.090,0.010,0.017,0.057
2503,10.1,11.0,4.110,0.009,0.014,0.047
2503,11.0,12.0,3.322,0.007,0.011,0.038
2503,12.0,13.0,2.682,0.006,0.009,0.031
2503,13.0,14.1,2.176,0.005,0.007,0.025
2503,14.1,15.3,1.770,0.004,0.006,0.021
2503,15.3,16.6,1.437,0.004,0.005,0.017
2503,16.6,18.0,1.165,0.003,0.004,0.014
2503,18.0,19.5,9.374E-01,0.025E-01,0.031E-01,0.112E-01
2503,19.5,21.1,7.624E-01,0.021E-01,0.025E-01,0.092E-01
2503,21.1,22.8,6.196E-01,0.018E-01,0.021E-01,0.075E-01
2503,22.8,24.7,5.009E-01,0.015E-01,0.017E-01,0.061E-01
2503,24.7,26.7,4.064E-01,0.013E-01,0.014E-01,0.050E-01
2503,26.7,28.8,3.328E-01,0.012E-01,0.011E-01,0.041E-01
2503,28.8,31.1,2.716E-01,0.010E-01,0.009E-01,0.034E-01
2503,31.1,33.5,2.202E-01,0.009E-01,0.007E-01,0.028E-01
2503,33.5,36.1,1.805E-01,0.008E-01,0.006E-01,0.023E-01
2503,36.1,38.9,1.491E-01,0.007E-01,0.005E-01,0.019E-01
2503,38.9,41.9,1.207E-01,0.006E-01,0.004E-01,0.015E-01
2503,41.9,45.1,9.883E-02,0.052E-02,0.033E-02,0.128E-02
2503,45.1,48.5,8.077E-02,0.045E-02,0.027E-02,0.106E-02
2503,48.5,52.2,6.607E-02,0.039E-02,0.022E-02,0.088E-02
2503,52.2,56.1,5.409E-02,0.035E-02,0.018E-02,0.073E-02
2503,56.1,60.3,4.462E-02,0.030E-02,0.015E-02,0.061E-02
2504,1.92,2.15,1.004E+02,0.002E+02,0.008E+02,0.015E+02
2504,2.15,2.40,8.889E+01,0.019E+01,0.060E+01,0.113E+01
2504,2.40,2.67,7.747E+01,0.015E+01,0.050E+01,0.090E+01
2504,2.67,2.97,6.697E+01,0.013E+01,0.041E+01,0.074E+01
2504,2.97,3.29,5.696E+01,0.011E+01,0.033E+01,0.062E+01
2504,3.29,3.64,4.810E+01,0.009E+01,0.027E+01,0.052E+01
2504,3.64,4.02,4.004E+01,0.007E+01,0.022E+01,0.043E+01
2504,4.02,4.43,3.305E+01,0.006E+01,0.018E+01,0.035E+01
2504,4.43,4.88,2.727E+01,0.005E+01,0.014E+01,0.029E+01
2504,4.88,5.37,2.235E+01,0.004E+01,0.011E+01,0.024E+01
2504,5.37,5.90,1.823E+01,0.003E+01,0.009E+01,0.020E+01
2504,5.90,6.47,1.484E+01,0.003E+01,0.007E+01,0.016E+01
2504,6.47,7.09,1.201E+01,0.002E+01,0.006E+01,0.013E+01
2504,7.09,7.76,9.644,0.019,0.047,0.107
2504,7.76,8.48,7.805,0.016,0.038,0.087
2504,8.48,9.26,6.311,0.013,0.031,0.071
2504,9.26,10.1,5.114,0.011,0.025,0.058
2504,10.1,11.0,4.137,0.010,0.020,0.047
2504,11.0,12.0,3.318,0.008,0.016,0.038
2504,12.0,13.0,2.688,0.007,0.013,0.031
2504,13.0,14.1,2.183,0.006,0.011,0.025
2504,14.1,15.3,1.777,0.005,0.009,0.021
2504,15.3,16.6,1.427,0.004,0.007,0.017
2504,16.6,18.0,1.160,0.003,0.006,0.014
2504,18.0,19.5,9.348E-01,0.027E-01,0.045E-01,0.112E-01
2504,19.5,21.1,7.566E-01,0.023E-01,0.036E-01,0.091E-01
2504,21.1,22.8,6.172E-01,0.020E-01,0.030E-01,0.075E-01
2504,22.8,24.7,5.012E-01,0.017E-01,0.024E-01,0.061E-01
2504,24.7,26.7,4.060E-01,0.014E-01,0.020E-01,0.050E-01
2504,26.7,28.8,3.331E-01,0.013E-01,0.016E-01,0.041E-01
2504,28.8,31.1,2.703E-01,0.011E-01,0.013E-01,0.034E-01
2504,31.1,33.5,2.203E-01,0.010E-01,0.011E-01,0.028E-01
2504,33.5,36.1,1.806E-01,0.008E-01,0.009E-01,0.023E-01
2504,36.1,38.9,1.467E-01,0.007E-01,0.007E-01,0.019E-01
2504,38.9,41.9,1.200E-01,0.006E-01,0.006E-01,0.015E-01
2504,41.9,45.1,9.919E-02,0.057E-02,0.048E-02,0.128E-02
2504,45.1,48.5,8.072E-02,0.050E-02,0.039E-02,0.106E-02
2504,48.5,52.2,6.579E-02,0.043E-02,0.032E-02,0.087E-02
2504,52.2,56.1,5.401E-02,0.038E-02,0.026E-02,0.073E-02
2504,56.1,60.3,4.430E-02,0.033E-02,0.021E-02,0.061E-02
2505,1.92,2.15,9.971E+01,0.020E+01,0.081E+01,0.150E+01
2505,2.15,2.40,8.790E+01,0.018E+01,0.058E+01,0.112E+01
2505,2.40,2.67,7.667E+01,0.014E+01,0.049E+01,0.089E+01
2505,2.67,2.97,6.622E+01,0.012E+01,0.040E+01,0.073E+01
2505,2.97,3.29,5.692E+01,0.010E+01,0.033E+01,0.062E+01
2505,3.29,3.64,4.778E+01,0.008E+01,0.027E+01,0.051E+01
2505,3.64,4.02,3.972E+01,0.007E+01,0.022E+01,0.043E+01
2505,4.02,4.43,3.289E+01,0.005E+01,0.018E+01,0.035E+01
2505,4.43,4.88,2.710E+01,0.004E+01,0.014E+01,0.029E+01
2505,4.88,5.37,2.215E+01,0.004E+01,0.011E+01,0.024E+01
2505,5.37,5.90,1.809E+01,0.003E+01,0.009E+01,0.020E+01
2505,5.90,6.47,1.474E+01,0.003E+01,0.007E+01,0.016E+01
2505,6.47,7.09,1.193E+01,0.002E+01,0.006E+01,0.013E+01
2505,7.09,7.76,9.616,0.017,0.047,0.107
2505,7.76,8.48,7.783,0.015,0.038,0.087
2505,8.48,9.26,6.284,0.012,0.030,0.070
2505,9.26,10.1,5.078,0.010,0.024,0.057
2505,10.1,11.0,4.101,0.009,0.020,0.047
2505,11.0,12.0,3.319,0.007,0.016,0.038
2505,12.0,13.0,2.672,0.006,0.013,0.031
2505,13.0,14.1,2.173,0.005,0.010,0.025
2505,14.1,15.3,1.765,0.004,0.008,0.021
2505,15.3,16.6,1.426,0.004,0.007,0.017
2505,16.6,18.0,1.157,0.003,0.006,0.014
2505,18.0,19.5,9.295E-01,0.025E-01,0.045E-01,0.111E-01
2505,19.5,21.1,7.597E-01,0.021E-01,0.036E-01,0.092E-01
2505,21.1,22.8,6.157E-01,0.018E-01,0.030E-01,0.075E-01
2505,22.8,24.7,4.985E-01,0.015E-01,0.024E-01,0.061E-01
2505,24.7,26.7,4.056E-01,0.013E-01,0.019E-01,0.050E-01
2505,26.7,28.8,3.330E-01,0.012E-01,0.016E-01,0.041E-01
2505,28.8,31.1,2.691E-01,0.010E-01,0.013E-01,0.033E-01
2505,31.1,33.5,2.199E-01,0.009E-01,0.011E-01,0.028E-01
2505,33.5,36.1,1.815E-01,0.008E-01,0.009E-01,0.023E-01
2505,36.1,38.9,1.484E-01,0.007E-01,0.007E-01,0.019E-01
2505,38.9,41.9,1.205E-01,0.006E-01,0.006E-01,0.015E-01
2505,41.9,45.1,9.918E-02,0.052E-02,0.048E-02,0.128E-02
2505,45.1,48.5,7.999E-02,0.045E-02,0.038E-02,0.105E-02
2505,48.5,52.2,6.532E-02,0.039E-02,0.031E-02,0.087E-02
2505,52.2,56.1,5.381E-02,0.035E-02,0.026E-02,0.073E-02
2505,56.1,60.3,4.452E-02,0.030E-02,0.021E-02,0.061E-02
2506,1.92,2.15,9.941E+01,0.020E+01,0.070E+01,0.150E+01
2506,2.15,2.40,8.772E+01,0.018E+01,0.048E+01,0.112E+01
2506,2.40,2.67,7.616E+01,0.014E+01,0.039E+01,0.088E+01
2506,2.67,2.97,6.593E+01,0.012E+01,0.030E+01,0.073E+01
2506,2.97,3.29,5.623E+01,0.010E+01,0.024E+01,0.061E+01
2506,3.29,3.64,4.741E+01,0.008E+01,0.020E+01,0.051E+01
2506,3.64,4.02,3.938E+01,0.007E+01,0.016E+01,0.042E+01
2506,4.02,4.43,3.268E+01,0.005E+01,0.012E+01,0.035E+01
2506,4.43,4.88,2.688E+01,0.004E+01,0.010E+01,0.029E+01
2506,4.88,5.37,2.205E+01,0.004E+01,0.008E+01,0.024E+01
2506,5.37,5.90,1.799E+01,0.003E+01,0.006E+01,0.020E+01
2506,5.90,6.47,1.465E+01,0.003E+01,0.005E+01,0.016E+01
2506,6.47,7.09,1.184E+01,0.002E+01,0.004E+01,0.013E+01
2506,7.09,7.76,9.570,0.017,0.030,0.106
2506,7.76,8.48,7.733,0.014,0.024,0.086
2506,8.48,9.26,6.259,0.012,0.019,0.070
2506,9.26,10.1,5.057,0.010,0.016,0.057
2506,10.1,11.0,4.095,0.009,0.013,0.046
2506,11.0,12.0,3.298,0.007,0.010,0.038
2506,12.0,13.0,2.678,0.006,0.008,0.031
2506,13.0,14.1,2.185,0.005,0.007,0.025
2506,14.1,15.3,1.762,0.004,0.005,0.021
2506,15.3,16.6,1.434,0.004,0.004,0.017
2506,16.6,18.0,1.162,0.003,0.004,0.014
2506,18.0,19.5,9.398E-01,0.025E-01,0.029E-01,0.112E-01
2506,19.5,21.1,7.639E-01,0.021E-01,0.023E-01,0.092E-01
2506,21.1,22.8,6.174E-01,0.018E-01,0.019E-01,0.075E-01
2506,22.8,24.7,5.015E-01,0.015E-01,0.015E-01,0.061E-01
2506,24.7,26.7,4.076E-01,0.013E-01,0.012E-01,0.050E-01
2506,26.7,28.8,3.303E-01,0.012E-01,0.010E-01,0.041E-01
2506,28.8,31.1,2.707E-01,0.010E-01,0.008E-01,0.034E-01
2506,31.1,33.5,2.205E-01,0.009E-01,0.007E-01,0.028E-01
2506,33.5,36.1,1.796E-01,0.008E-01,0.005E-01,0.023E-01
2506,36.1,38.9,1.473E-01,0.007E-01,0.004E-01,0.019E-01
2506,38.9,41.9,1.200E-01,0.006E-01,0.004E-01,0.015E-01
2506,41.9,45.1,9.918E-02,0.052E-02,0.030E-02,0.128E-02
2506,45.1,48.5,8.194E-02,0.046E-02,0.025E-02,0.107E-02
2506,48.5,52.2,6.670E-02,0.040E-02,0.020E-02,0.089E-02
2506,52.2,56.1,5.445E-02,0.035E-02,0.017E-02,0.073E-02
2506,56.1,60.3,4.507E-02,0.031E-02,0.014E-02,0.062E-02
2507,1.92,2.15,1.018E+02,0.002E+02,0.008E+02,0.015E+02
2507,2.15,2.40,8.919E+01,0.018E+01,0.054E+01,0.114E+01
2507,2.40,2.67,7.749E+01,0.014E+01,0.045E+01,0.090E+01
2507,2.67,2.97,6.666E+01,0.012E+01,0.035E+01,0.074E+01
2507,2.97,3.29,5.688E+01,0.010E+01,0.029E+01,0.062E+01
2507,3.29,3.64,4.781E+01,0.009E+01,0.023E+01,0.051E+01
2507,3.64,4.02,3.976E+01,0.007E+01,0.019E+01,0.043E+01
2507,4.02,4.43,3.288E+01,0.005E+01,0.015E+01,0.035E+01
2507,4.43,4.88,2.710E+01,0.004E+01,0.012E+01,0.029E+01
2507,4.88,5.37,2.217E+01,0.004E+01,0.009E+01,0.024E+01
2507,5.37,5.90,1.809E+01,0.003E+01,0.007E+01,0.020E+01
2507,5.90,6.47,1.471E+01,0.003E+01,0.006E+01,0.016E+01
2507,6.47,7.09,1.187E+01,0.002E+01,0.005E+01,0.013E+01
2507,7.09,7.76,9.584,0.017,0.038,0.106
2507,7.76,8.48,7.739,0.015,0.030,0.086
2507,8.48,9.26,6.252,0.012,0.024,0.070
2507,9.26,10.1,5.079,0.010,0.020,0.057
2507,10.1,11.0,4.095,0.009,0.016,0.046
2507,11.0,12.0,3.303,0.007,0.013,0.038
2507,12.0,13.0,2.680,0.006,0.010,0.031
2507,13.0,14.1,2.173,0.005,0.008,0.025
2507,14.1,15.3,1.770,0.004,0.007,0.021
2507,15.3,16.6,1.426,0.004,0.006,0.017
2507,16.6,18.0,1.152,0.003,0.004,0.014
2507,18.0,19.5,9.379E-01,0.025E-01,0.036E-01,0.112E-01
2507,19.5,21.1,7.574E-01,0.021E-01,0.029E-01,0.091E-01
2507,21.1,22.8,6.179E-01,0.018E-01,0.024E-01,0.075E-01
2507,22.8,24.7,4.987E-01,0.015E-01,0.019E-01,0.061E-01
2507,24.7,26.7,4.061E-01,0.013E-01,0.016E-01,0.050E-01
2507,26.7,28.8,3.303E-01,0.012E-01,0.013E-01,0.041E-01
2507,28.8,31.1,2.701E-01,0.010E-01,0.010E-01,0.034E-01
2507,31.1,33.5,2.209E-01,0.009E-01,0.009E-01,0.028E-01
2507,33.5,36.1,1.799E-01,0.008E-01,0.007E-01,0.023E-01
2507,36.1,38.9,1.474E-01,0.007E-01,0.006E-01,0.019E-01
2507,38.9,41.9,1.215E-01,0.006E-01,0.005E-01,0.016E-01
2507,41.9,45.1,9.844E-02,0.052E-02,0.038E-02,0.127E-02
2507,45.1,48.5,8.065E-02,0.046E-02,0.031E-02,0.106E-02
2507,48.5,52.2,6.674E-02,0.040E-02,0.026E-02,0.089E-02
2507,52.2,56.1,5.442E-02,0.035E-02,0.021E-02,0.073E-02
2507,56.1,60.3,4.445E-02,0.030E-02,0.017E-02,0.061E-02
2508,1.92,2.15,1.023E+02,0.002E+02,0.008E+02,0.015E+02
2508,2.15,2.40,9.003E+01,0.017E+01,0.052E+01,0.115E+01
2508,2.40,2.67,7.797E+01,0.014E+01,0.042E+01,0.090E+01
2508,2.67,2.97,6.753E+01,0.012E+01,0.032E+01,0.075E+01
2508,2.97,3.29,5.754E+01,0.010E+01,0.026E+01,0.062E+01
2508,3.29,3.64,4.832E+01,0.008E+01,0.021E+01,0.052E+01
2508,3.64,4.02,4.014E+01,0.007E+01,0.016E+01,0.043E+01
2508,4.02,4.43,3.314E+01,0.005E+01,0.013E+01,0.036E+01
2508,4.43,4.88,2.735E+01,0.004E+01,0.010E+01,0.029E+01
2508,4.88,5.37,2.232E+01,0.004E+01,0.008E+01,0.024E+01
2508,5.37,5.90,1.825E+01,0.003E+01,0.006E+01,0.020E+01
2508,5.90,6.47,1.483E+01,0.003E+01,0.005E+01,0.016E+01
2508,6.47,7.09,1.199E+01,0.002E+01,0.004E+01,0.013E+01
2508,7.09,7.76,9.698,0.017,0.031,0.108
2508,7.76,8.48,7.845,0.015,0.025,0.088
2508,8.48,9.26,6.317,0.012,0.020,0.071
2508,9.26,10.1,5.109,0.010,0.016,0.058
2508,10.1,11.0,4.117,0.009,0.013,0.047
2508,11.0,12.0,3.328,0.007,0.010,0.038
2508,12.0,13.0,2.691,0.006,0.008,0.031
2508,13.0,14.1,2.187,0.005,0.007,0.025
2508,14.1,15.3,1.780,0.004,0.005,0.021
2508,15.3,16.6,1.439,0.004,0.004,0.017
2508,16.6,18.0,1.162,0.003,0.004,0.014
2508,18.0,19.5,9.441E-01,0.025E-01,0.029E-01,0.113E-01
2508,19.5,21.1,7.659E-01,0.021E-01,0.023E-01,0.092E-01
2508,21.1,22.8,6.192E-01,0.018E-01,0.019E-01,0.075E-01
2508,22.8,24.7,5.017E-01,0.015E-01,0.015E-01,0.061E-01
2508,24.7,26.7,4.087E-01,0.013E-01,0.013E-01,0.050E-01
2508,26.7,28.8,3.318E-01,0.012E-01,0.010E-01,0.041E-01
2508,28.8,31.1,2.712E-01,0.010E-01,0.008E-01,0.034E-01
2508,31.1,33.5,2.215E-01,0.009E-01,0.007E-01,0.028E-01
2508,33.5,36.1,1.812E-01,0.008E-01,0.006E-01,0.023E-01
2508,36.1,38.9,1.486E-01,0.007E-01,0.005E-01,0.019E-01
2508,38.9,41.9,1.201E-01,0.006E-01,0.004E-01,0.015E-01
2508,41.9,45.1,1.001E-01,0.005E-01,0.003E-01,0.013E-01
2508,45.1,48.5,8.144E-02,0.046E-02,0.025E-02,0.107E-02
2508,48.5,52.2,6.611E-02,0.039E-02,0.020E-02,0.088E-02
2508,52.2,56.1,5.470E-02,0.035E-02,0.017E-02,0.074E-02
2508,56.1,60.3,4.501E-02,0.031E-02,0.014E-02,0.062E-02
2509,1.92,2.15,9.883E+01,0.020E+01,0.084E+01,0.149E+01
2509,2.15,2.40,8.701E+01,0.017E+01,0.062E+01,0.111E+01
2509,2.40,2.67,7.586E+01,0.014E+01,0.053E+01,0.088E+01
2509,2.67,2.97,6.567E+01,0.012E+01,0.043E+01,0.073E+01
2509,2.97,3.29,5.610E+01,0.010E+01,0.036E+01,0.061E+01
2509,3.29,3.64,4.719E+01,0.008E+01,0.030E+01,0.051E+01
2509,3.64,4.02,3.927E+01,0.007E+01,0.024E+01,0.042E+01
2509,4.02,4.43,3.240E+01,0.005E+01,0.020E+01,0.035E+01
2509,4.43,4.88,2.671E+01,0.004E+01,0.016E+01,0.029E+01
2509,4.88,5.37,2.183E+01,0.004E+01,0.013E+01,0.024E+01
2509,5.37,5.90,1.787E+01,0.003E+01,0.010E+01,0.020E+01
2509,5.90,6.47,1.452E+01,0.003E+01,0.008E+01,0.016E+01
2509,6.47,7.09,1.177E+01,0.002E+01,0.007E+01,0.013E+01
2509,7.09,7.76,9.512,0.017,0.054,0.106
2509,7.76,8.48,7.671,0.014,0.043,0.086
2509,8.48,9.26,6.243,0.012,0.035,0.070
2509,9.26,10.1,5.029,0.010,0.028,0.057
2509,10.1,11.0,4.067,0.009,0.023,0.046
2509,11.0,12.0,3.273,0.007,0.018,0.037
2509,12.0,13.0,2.659,0.006,0.015,0.031
2509,13.0,14.1,2.168,0.005,0.012,0.025
2509,14.1,15.3,1.764,0.004,0.010,0.021
2509,15.3,16.6,1.419,0.004,0.008,0.017
2509,16.6,18.0,1.146,0.003,0.006,0.014
2509,18.0,19.5,9.344E-01,0.025E-01,0.053E-01,0.112E-01
2509,19.5,21.1,7.577E-01,0.021E-01,0.043E-01,0.091E-01
2509,21.1,22.8,6.151E-01,0.018E-01,0.035E-01,0.075E-01
2509,22.8,24.7,5.002E-01,0.015E-01,0.028E-01,0.061E-01
2509,24.7,26.7,4.050E-01,0.013E-01,0.023E-01,0.050E-01
2509,26.7,28.8,3.299E-01,0.012E-01,0.019E-01,0.041E-01
2509,28.8,31.1,2.687E-01,0.010E-01,0.015E-01,0.033E-01
2509,31.1,33.5,2.178E-01,0.009E-01,0.012E-01,0.027E-01
2509,33.5,36.1,1.801E-01,0.008E-01,0.010E-01,0.023E-01
2509,36.1,38.9,1.475E-01,0.007E-01,0.008E-01,0.019E-01
2509,38.9,41.9,1.209E-01,0.006E-01,0.007E-01,0.015E-01
2509,41.9,45.1,9.854E-02,0.052E-02,0.055E-02,0.127E-02
2509,45.1,48.5,8.081E-02,0.046E-02,0.045E-02,0.106E-02
2509,48.5,52.2,6.642E-02,0.040E-02,0.037E-02,0.088E-02
2509,52.2,56.1,5.384E-02,0.035E-02,0.030E-02,0.073E-02
2509,56.1,60.3,4.446E-02,0.030E-02,0.025E-02,0.061E-02
2510,1.92,2.15,9.154E+01,0.019E+01,0.057E+01,0.138E+01
2510,2.15,2.40,8.136E+01,0.016E+01,0.041E+01,0.104E+01
2510,2.40,2.67,7.123E+01,0.013E+01,0.035E+01,0.083E+01
2510,2.67,2.97,6.205E+01,0.011E+01,0.028E+01,0.069E+01
2510,2.97,3.29,5.350E+01,0.010E+01,0.023E+01,0.058E+01
2510,3.29,3.64,4.520E+01,0.008E+01,0.019E+01,0.049E+01
2510,3.64,4.02,3.783E+01,0.006E+01,0.016E+01,0.041E+01
2510,4.02,4.43,3.139E+01,0.005E+01,0.012E+01,0.034E+01
2510,4.43,4.88,2.591E+01,0.004E+01,0.010E+01,0.028E+01
2510,4.88,5.37,2.132E+01,0.004E+01,0.008E+01,0.023E+01
2510,5.37,5.90,1.743E+01,0.003E+01,0.006E+01,0.019E+01
2510,5.90,6.47,1.431E+01,0.002E+01,0.005E+01,0.016E+01
2510,6.47,7.09,1.160E+01,0.002E+01,0.004E+01,0.013E+01
2510,7.09,7.76,9.403,0.017,0.033,0.104
2510,7.76,8.48,7.569,0.014,0.027,0.084
2510,8.48,9.26,6.151,0.012,0.022,0.069
2510,9.26,10.1,4.960,0.010,0.017,0.056
2510,10.1,11.0,4.018,0.009,0.014,0.046
2510,11.0,12.0,3.252,0.007,0.011,0.037
2510,12.0,13.0,2.642,0.006,0.009,0.030
2510,13.0,14.1,2.153,0.005,0.007,0.025
2510,14.1,15.3,1.747,0.004,0.006,0.020
2510,15.3,16.6,1.414,0.004,0.005,0.017
2510,16.6,18.0,1.149,0.003,0.004,0.014
2510,18.0,19.5,9.284E-01,0.025E-01,0.032E-01,0.111E-01
2510,19.5,21.1,7.561E-01,0.021E-01,0.026E-01,0.091E-01
2510,21.1,22.8,6.115E-01,0.018E-01,0.021E-01,0.074E-01
2510,22.8,24.7,5.003E-01,0.015E-01,0.017E-01,0.061E-01
2510,24.7,26.7,4.034E-01,0.013E-01,0.014E-01,0.050E-01
2510,26.7,28.8,3.295E-01,0.012E-01,0.011E-01,0.041E-01
2510,28.8,31.1,2.693E-01,0.010E-01,0.009E-01,0.033E-01
2510,31.1,33.5,2.203E-01,0.009E-01,0.008E-01,0.028E-01
2510,33.5,36.1,1.804E-01,0.008E-01,0.006E-01,0.023E-01
2510,36.1,38.9,1.457E-01,0.007E-01,0.005E-01,0.018E-01
2510,38.9,41.9,1.211E-01,0.006E-01,0.004E-01,0.015E-01
2510,41.9,45.1,9.915E-02,0.052E-02,0.034E-02,0.128E-02
2510,45.1,48.5,8.143E-02,0.045E-02,0.028E-02,0.107E-02
2510,48.5,52.2,6.628E-02,0.039E-02,0.023E-02,0.088E-02
2510,52.2,56.1,5.391E-02,0.035E-02,0.019E-02,0.073E-02
2510,56.1,60.3,4.505E-02,0.030E-02,0.016E-02,0.062E-02
2511,1.92,2.15,9.141E+01,0.021E+01,0.064E+01,0.138E+01
2511,2.15,2.40,8.045E+01,0.018E+01,0.047E+01,0.103E+01
2511,2.40,2.67,7.108E+01,0.014E+01,0.041E+01,0.082E+01
2511,2.67,2.97,6.157E+01,0.012E+01,0.034E+01,0.068E+01
2511,2.97,3.29,5.285E+01,0.010E+01,0.028E+01,0.057E+01
2511,3.29,3.64,4.487E+01,0.009E+01,0.024E+01,0.048E+01
2511,3.64,4.02,3.744E+01,0.007E+01,0.019E+01,0.040E+01
2511,4.02,4.43,3.117E+01,0.005E+01,0.016E+01,0.033E+01
2511,4.43,4.88,2.588E+01,0.004E+01,0.013E+01,0.028E+01
2511,4.88,5.37,2.118E+01,0.004E+01,0.010E+01,0.023E+01
2511,5.37,5.90,1.739E+01,0.003E+01,0.008E+01,0.019E+01
2511,5.90,6.47,1.417E+01,0.003E+01,0.007E+01,0.016E+01
2511,6.47,7.09,1.155E+01,0.002E+01,0.006E+01,0.013E+01
2511,7.09,7.76,9.357,0.017,0.045,0.104
2511,7.76,8.48,7.585,0.015,0.036,0.085
2511,8.48,9.26,6.150,0.012,0.029,0.069
2511,9.26,10.1,4.971,0.010,0.024,0.056
2511,10.1,11.0,4.019,0.009,0.019,0.046
2511,11.0,12.0,3.245,0.007,0.015,0.037
2511,12.0,13.0,2.625,0.006,0.012,0.030
2511,13.0,14.1,2.142,0.005,0.010,0.025
2511,14.1,15.3,1.742,0.004,0.008,0.020
