bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,helium_flux m^-2sr^-1s^-1GV^-1,helium_flux_error_statistical m^-2sr^-1s^-1GV^-1,helium_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,helium_flux_error_time_independent m^-2sr^-1s^-1GV^-1
2511,15.3,16.6,1.410,0.004,0.007,0.017
2511,16.6,18.0,1.147,0.003,0.005,0.014
2511,18.0,19.5,9.247E-01,0.025E-01,0.044E-01,0.111E-01
2511,19.5,21.1,7.514E-01,0.021E-01,0.036E-01,0.091E-01
2511,21.1,22.8,6.105E-01,0.018E-01,0.029E-01,0.074E-01
2511,22.8,24.7,5.005E-01,0.015E-01,0.024E-01,0.061E-01
2511,24.7,26.7,4.040E-01,0.013E-01,0.019E-01,0.050E-01
2511,26.7,28.8,3.308E-01,0.012E-01,0.016E-01,0.041E-01
2511,28.8,31.1,2.705E-01,0.010E-01,0.013E-01,0.034E-01
2511,31.1,33.5,2.194E-01,0.009E-01,0.010E-01,0.027E-01
2511,33.5,36.1,1.793E-01,0.008E-01,0.009E-01,0.023E-01
2511,36.1,38.9,1.454E-01,0.007E-01,0.007E-01,0.018E-01
2511,38.9,41.9,1.203E-01,0.006E-01,0.006E-01,0.015E-01
2511,41.9,45.1,9.875E-02,0.052E-02,0.047E-02,0.128E-02
2511,45.1,48.5,8.056E-02,0.046E-02,0.038E-02,0.105E-02
2511,48.5,52.2,6.583E-02,0.040E-02,0.031E-02,0.087E-02
2511,52.2,56.1,5.492E-02,0.035E-02,0.026E-02,0.074E-02
2511,56.1,60.3,4.417E-02,0.030E-02,0.021E-02,0.061E-02
2512,1.92,2.15,8.882E+01,0.019E+01,0.057E+01,0.134E+01
2512,2.15,2.40,7.916E+01,0.016E+01,0.044E+01,0.101E+01
2512,2.40,2.67,6.958E+01,0.013E+01,0.038E+01,0.081E+01
2512,2.67,2.97,6.064E+01,0.011E+01,0.031E+01,0.067E+01
2512,2.97,3.29,5.222E+01,0.010E+01,0.026E+01,0.057E+01
2512,3.29,3.64,4.429E+01,0.008E+01,0.022E+01,0.048E+01
2512,3.64,4.02,3.715E+01,0.006E+01,0.018E+01,0.040E+01
2512,4.02,4.43,3.094E+01,0.005E+01,0.015E+01,0.033E+01
2512,4.43,4.88,2.569E+01,0.004E+01,0.012E+01,0.028E+01
2512,4.88,5.37,2.111E+01,0.004E+01,0.010E+01,0.023E+01
2512,5.37,5.90,1.730E+01,0.003E+01,0.008E+01,0.019E+01
2512,5.90,6.47,1.412E+01,0.002E+01,0.006E+01,0.016E+01
2512,6.47,7.09,1.151E+01,0.002E+01,0.005E+01,0.013E+01
2512,7.09,7.76,9.324,0.017,0.042,0.104
2512,7.76,8.48,7.562,0.014,0.034,0.084
2512,8.48,9.26,6.099,0.012,0.027,0.068
2512,9.26,10.1,4.945,0.010,0.022,0.056
2512,10.1,11.0,4.016,0.009,0.018,0.046
2512,11.0,12.0,3.251,0.007,0.014,0.037
2512,12.0,13.0,2.640,0.006,0.012,0.030
2512,13.0,14.1,2.142,0.005,0.009,0.025
2512,14.1,15.3,1.747,0.004,0.008,0.020
2512,15.3,16.6,1.419,0.004,0.006,0.017
2512,16.6,18.0,1.144,0.003,0.005,0.014
2512,18.0,19.5,9.291E-01,0.025E-01,0.041E-01,0.111E-01
2512,19.5,21.1,7.519E-01,0.021E-01,0.033E-01,0.091E-01
2512,21.1,22.8,6.150E-01,0.018E-01,0.027E-01,0.075E-01
2512,22.8,24.7,4.973E-01,0.015E-01,0.022E-01,0.061E-01
2512,24.7,26.7,4.044E-01,0.013E-01,0.018E-01,0.050E-01
2512,26.7,28.8,3.289E-01,0.012E-01,0.014E-01,0.041E-01
2512,28.8,31.1,2.705E-01,0.010E-01,0.012E-01,0.034E-01
2512,31.1,33.5,2.209E-01,0.009E-01,0.010E-01,0.028E-01
2512,33.5,36.1,1.814E-01,0.008E-01,0.008E-01,0.023E-01
2512,36.1,38.9,1.468E-01,0.007E-01,0.006E-01,0.019E-01
2512,38.9,41.9,1.203E-01,0.006E-01,0.005E-01,0.015E-01
2512,41.9,45.1,9.877E-02,0.052E-02,0.043E-02,0.128E-02
2512,45.1,48.5,8.130E-02,0.046E-02,0.036E-02,0.106E-02
2512,48.5,52.2,6.577E-02,0.039E-02,0.029E-02,0.087E-02
2512,52.2,56.1,5.396E-02,0.035E-02,0.024E-02,0.073E-02
2512,56.1,60.3,4.460E-02,0.030E-02,0.020E-02,0.061E-02
2513,1.92,2.15,9.463E+01,0.020E+01,0.061E+01,0.142E+01
2513,2.15,2.40,8.402E+01,0.017E+01,0.043E+01,0.107E+01
2513,2.40,2.67,7.334E+01,0.014E+01,0.036E+01,0.085E+01
2513,2.67,2.97,6.367E+01,0.011E+01,0.028E+01,0.070E+01
2513,2.97,3.29,5.486E+01,0.010E+01,0.023E+01,0.059E+01
2513,3.29,3.64,4.632E+01,0.008E+01,0.019E+01,0.050E+01
2513,3.64,4.02,3.861E+01,0.007E+01,0.015E+01,0.041E+01
2513,4.02,4.43,3.197E+01,0.005E+01,0.012E+01,0.034E+01
2513,4.43,4.88,2.654E+01,0.004E+01,0.010E+01,0.029E+01
2513,4.88,5.37,2.176E+01,0.004E+01,0.008E+01,0.024E+01
2513,5.37,5.90,1.781E+01,0.003E+01,0.006E+01,0.019E+01
2513,5.90,6.47,1.451E+01,0.003E+01,0.005E+01,0.016E+01
2513,6.47,7.09,1.176E+01,0.002E+01,0.004E+01,0.013E+01
2513,7.09,7.76,9.501,0.017,0.031,0.105
2513,7.76,8.48,7.708,0.014,0.025,0.086
2513,8.48,9.26,6.227,0.012,0.020,0.070
2513,9.26,10.1,5.026,0.010,0.016,0.057
2513,10.1,11.0,4.065,0.009,0.013,0.046
2513,11.0,12.0,3.301,0.007,0.011,0.038
2513,12.0,13.0,2.662,0.006,0.008,0.031
2513,13.0,14.1,2.170,0.005,0.007,0.025
2513,14.1,15.3,1.754,0.004,0.006,0.020
2513,15.3,16.6,1.425,0.004,0.005,0.017
2513,16.6,18.0,1.150,0.003,0.004,0.014
2513,18.0,19.5,9.345E-01,0.025E-01,0.030E-01,0.112E-01
2513,19.5,21.1,7.557E-01,0.021E-01,0.024E-01,0.091E-01
2513,21.1,22.8,6.136E-01,0.018E-01,0.020E-01,0.074E-01
2513,22.8,24.7,4.998E-01,0.015E-01,0.016E-01,0.061E-01
2513,24.7,26.7,4.084E-01,0.013E-01,0.013E-01,0.050E-01
2513,26.7,28.8,3.317E-01,0.012E-01,0.011E-01,0.041E-01
2513,28.8,31.1,2.716E-01,0.010E-01,0.009E-01,0.034E-01
2513,31.1,33.5,2.222E-01,0.009E-01,0.007E-01,0.028E-01
2513,33.5,36.1,1.800E-01,0.008E-01,0.006E-01,0.023E-01
2513,36.1,38.9,1.476E-01,0.007E-01,0.005E-01,0.019E-01
2513,38.9,41.9,1.220E-01,0.006E-01,0.004E-01,0.016E-01
2513,41.9,45.1,9.925E-02,0.052E-02,0.032E-02,0.128E-02
2513,45.1,48.5,8.075E-02,0.045E-02,0.026E-02,0.106E-02
2513,48.5,52.2,6.605E-02,0.039E-02,0.021E-02,0.088E-02
2513,52.2,56.1,5.460E-02,0.035E-02,0.017E-02,0.074E-02
2513,56.1,60.3,4.413E-02,0.030E-02,0.014E-02,0.061E-02
2514,1.92,2.15,1.007E+02,0.002E+02,0.008E+02,0.015E+02
2514,2.15,2.40,8.826E+01,0.017E+01,0.052E+01,0.113E+01
2514,2.40,2.67,7.728E+01,0.014E+01,0.043E+01,0.090E+01
2514,2.67,2.97,6.634E+01,0.012E+01,0.034E+01,0.073E+01
2514,2.97,3.29,5.671E+01,0.010E+01,0.027E+01,0.061E+01
2514,3.29,3.64,4.768E+01,0.008E+01,0.022E+01,0.051E+01
2514,3.64,4.02,3.968E+01,0.007E+01,0.018E+01,0.042E+01
2514,4.02,4.43,3.283E+01,0.005E+01,0.014E+01,0.035E+01
2514,4.43,4.88,2.702E+01,0.004E+01,0.011E+01,0.029E+01
2514,4.88,5.37,2.223E+01,0.004E+01,0.009E+01,0.024E+01
2514,5.37,5.90,1.814E+01,0.003E+01,0.007E+01,0.020E+01
2514,5.90,6.47,1.476E+01,0.003E+01,0.006E+01,0.016E+01
2514,6.47,7.09,1.191E+01,0.002E+01,0.004E+01,0.013E+01
2514,7.09,7.76,9.659,0.017,0.036,0.107
2514,7.76,8.48,7.777,0.014,0.029,0.087
2514,8.48,9.26,6.297,0.012,0.023,0.071
2514,9.26,10.1,5.080,0.010,0.019,0.057
2514,10.1,11.0,4.118,0.009,0.015,0.047
2514,11.0,12.0,3.308,0.007,0.012,0.038
2514,12.0,13.0,2.676,0.006,0.010,0.031
2514,13.0,14.1,2.181,0.005,0.008,0.025
2514,14.1,15.3,1.778,0.004,0.006,0.021
2514,15.3,16.6,1.437,0.004,0.005,0.017
2514,16.6,18.0,1.154,0.003,0.004,0.014
2514,18.0,19.5,9.393E-01,0.025E-01,0.034E-01,0.112E-01
2514,19.5,21.1,7.601E-01,0.021E-01,0.028E-01,0.092E-01
2514,21.1,22.8,6.197E-01,0.018E-01,0.022E-01,0.075E-01
2514,22.8,24.7,5.027E-01,0.015E-01,0.018E-01,0.061E-01
2514,24.7,26.7,4.081E-01,0.013E-01,0.015E-01,0.050E-01
2514,26.7,28.8,3.299E-01,0.012E-01,0.012E-01,0.041E-01
2514,28.8,31.1,2.699E-01,0.010E-01,0.010E-01,0.034E-01
2514,31.1,33.5,2.223E-01,0.009E-01,0.008E-01,0.028E-01
2514,33.5,36.1,1.809E-01,0.008E-01,0.007E-01,0.023E-01
2514,36.1,38.9,1.475E-01,0.007E-01,0.005E-01,0.019E-01
2514,38.9,41.9,1.216E-01,0.006E-01,0.004E-01,0.016E-01
2514,41.9,45.1,9.883E-02,0.052E-02,0.036E-02,0.128E-02
2514,45.1,48.5,8.087E-02,0.046E-02,0.029E-02,0.106E-02
2514,48.5,52.2,6.642E-02,0.040E-02,0.024E-02,0.088E-02
2514,52.2,56.1,5.450E-02,0.035E-02,0.020E-02,0.074E-02
2514,56.1,60.3,4.499E-02,0.031E-02,0.016E-02,0.062E-02
2515,1.92,2.15,1.026E+02,0.002E+02,0.008E+02,0.015E+02
2515,2.15,2.40,9.018E+01,0.017E+01,0.053E+01,0.115E+01
2515,2.40,2.67,7.804E+01,0.014E+01,0.042E+01,0.091E+01
2515,2.67,2.97,6.760E+01,0.012E+01,0.033E+01,0.075E+01
2515,2.97,3.29,5.764E+01,0.010E+01,0.026E+01,0.062E+01
2515,3.29,3.64,4.840E+01,0.008E+01,0.021E+01,0.052E+01
2515,3.64,4.02,4.018E+01,0.007E+01,0.017E+01,0.043E+01
2515,4.02,4.43,3.326E+01,0.005E+01,0.013E+01,0.036E+01
2515,4.43,4.88,2.738E+01,0.004E+01,0.010E+01,0.030E+01
2515,4.88,5.37,2.240E+01,0.004E+01,0.008E+01,0.024E+01
2515,5.37,5.90,1.827E+01,0.003E+01,0.006E+01,0.020E+01
2515,5.90,6.47,1.484E+01,0.003E+01,0.005E+01,0.016E+01
2515,6.47,7.09,1.202E+01,0.002E+01,0.004E+01,0.013E+01
2515,7.09,7.76,9.741,0.017,0.033,0.108
2515,7.76,8.48,7.826,0.015,0.026,0.087
2515,8.48,9.26,6.329,0.012,0.021,0.071
2515,9.26,10.1,5.105,0.010,0.017,0.058
2515,10.1,11.0,4.113,0.009,0.013,0.047
2515,11.0,12.0,3.324,0.007,0.011,0.038
2515,12.0,13.0,2.677,0.006,0.009,0.031
2515,13.0,14.1,2.189,0.005,0.007,0.025
2515,14.1,15.3,1.783,0.004,0.006,0.021
2515,15.3,16.6,1.433,0.004,0.005,0.017
2515,16.6,18.0,1.164,0.003,0.004,0.014
2515,18.0,19.5,9.396E-01,0.025E-01,0.030E-01,0.112E-01
2515,19.5,21.1,7.621E-01,0.021E-01,0.024E-01,0.092E-01
2515,21.1,22.8,6.194E-01,0.018E-01,0.020E-01,0.075E-01
2515,22.8,24.7,5.039E-01,0.015E-01,0.016E-01,0.062E-01
2515,24.7,26.7,4.075E-01,0.013E-01,0.013E-01,0.050E-01
2515,26.7,28.8,3.322E-01,0.012E-01,0.011E-01,0.041E-01
2515,28.8,31.1,2.701E-01,0.010E-01,0.009E-01,0.034E-01
2515,31.1,33.5,2.192E-01,0.009E-01,0.007E-01,0.027E-01
2515,33.5,36.1,1.808E-01,0.008E-01,0.006E-01,0.023E-01
2515,36.1,38.9,1.489E-01,0.007E-01,0.005E-01,0.019E-01
2515,38.9,41.9,1.216E-01,0.006E-01,0.004E-01,0.016E-01
2515,41.9,45.1,9.820E-02,0.052E-02,0.032E-02,0.127E-02
2515,45.1,48.5,8.141E-02,0.046E-02,0.026E-02,0.107E-02
2515,48.5,52.2,6.629E-02,0.040E-02,0.021E-02,0.088E-02
2515,52.2,56.1,5.490E-02,0.035E-02,0.018E-02,0.074E-02
2515,56.1,60.3,4.438E-02,0.030E-02,0.014E-02,0.061E-02
2516,1.92,2.15,1.052E+02,0.002E+02,0.009E+02,0.016E+02
2516,2.15,2.40,9.212E+01,0.017E+01,0.057E+01,0.118E+01
2516,2.40,2.67,7.956E+01,0.014E+01,0.046E+01,0.092E+01
2516,2.67,2.97,6.881E+01,0.012E+01,0.036E+01,0.076E+01
2516,2.97,3.29,5.843E+01,0.010E+01,0.029E+01,0.063E+01
2516,3.29,3.64,4.908E+01,0.008E+01,0.023E+01,0.053E+01
2516,3.64,4.02,4.070E+01,0.007E+01,0.018E+01,0.044E+01
2516,4.02,4.43,3.356E+01,0.005E+01,0.014E+01,0.036E+01
2516,4.43,4.88,2.768E+01,0.004E+01,0.011E+01,0.030E+01
2516,4.88,5.37,2.264E+01,0.004E+01,0.009E+01,0.025E+01
2516,5.37,5.90,1.840E+01,0.003E+01,0.007E+01,0.020E+01
2516,5.90,6.47,1.498E+01,0.003E+01,0.006E+01,0.016E+01
2516,6.47,7.09,1.208E+01,0.002E+01,0.004E+01,0.013E+01
2516,7.09,7.76,9.751,0.017,0.035,0.108
2516,7.76,8.48,7.867,0.015,0.028,0.088
2516,8.48,9.26,6.371,0.012,0.022,0.071
2516,9.26,10.1,5.128,0.010,0.018,0.058
2516,10.1,11.0,4.151,0.009,0.014,0.047
2516,11.0,12.0,3.331,0.007,0.011,0.038
2516,12.0,13.0,2.701,0.006,0.009,0.031
2516,13.0,14.1,2.201,0.005,0.008,0.026
2516,14.1,15.3,1.775,0.004,0.006,0.021
2516,15.3,16.6,1.433,0.004,0.005,0.017
2516,16.6,18.0,1.162,0.003,0.004,0.014
2516,18.0,19.5,9.412E-01,0.025E-01,0.032E-01,0.113E-01
2516,19.5,21.1,7.594E-01,0.021E-01,0.026E-01,0.091E-01
2516,21.1,22.8,6.169E-01,0.018E-01,0.021E-01,0.075E-01
2516,22.8,24.7,5.007E-01,0.015E-01,0.017E-01,0.061E-01
2516,24.7,26.7,4.069E-01,0.013E-01,0.014E-01,0.050E-01
2516,26.7,28.8,3.325E-01,0.012E-01,0.011E-01,0.041E-01
2516,28.8,31.1,2.721E-01,0.010E-01,0.009E-01,0.034E-01
2516,31.1,33.5,2.212E-01,0.009E-01,0.008E-01,0.028E-01
2516,33.5,36.1,1.807E-01,0.008E-01,0.006E-01,0.023E-01
2516,36.1,38.9,1.471E-01,0.007E-01,0.005E-01,0.019E-01
2516,38.9,41.9,1.208E-01,0.006E-01,0.004E-01,0.015E-01
2516,41.9,45.1,9.940E-02,0.052E-02,0.034E-02,0.129E-02
2516,45.1,48.5,8.079E-02,0.045E-02,0.028E-02,0.106E-02
2516,48.5,52.2,6.666E-02,0.040E-02,0.023E-02,0.088E-02
2516,52.2,56.1,5.474E-02,0.035E-02,0.019E-02,0.074E-02
2516,56.1,60.3,4.514E-02,0.031E-02,0.015E-02,0.062E-02
2517,1.92,2.15,1.057E+02,0.002E+02,0.011E+02,0.016E+02
2517,2.15,2.40,9.192E+01,0.018E+01,0.083E+01,0.117E+01
2517,2.40,2.67,7.975E+01,0.014E+01,0.070E+01,0.093E+01
2517,2.67,2.97,6.843E+01,0.012E+01,0.057E+01,0.076E+01
2517,2.97,3.29,5.836E+01,0.010E+01,0.048E+01,0.063E+01
2517,3.29,3.64,4.871E+01,0.008E+01,0.039E+01,0.052E+01
2517,3.64,4.02,4.046E+01,0.007E+01,0.032E+01,0.043E+01
2517,4.02,4.43,3.341E+01,0.005E+01,0.026E+01,0.036E+01
2517,4.43,4.88,2.742E+01,0.004E+01,0.021E+01,0.030E+01
2517,4.88,5.37,2.245E+01,0.004E+01,0.017E+01,0.024E+01
2517,5.37,5.90,1.830E+01,0.003E+01,0.014E+01,0.020E+01
2517,5.90,6.47,1.493E+01,0.003E+01,0.011E+01,0.016E+01
2517,6.47,7.09,1.202E+01,0.002E+01,0.009E+01,0.013E+01
2517,7.09,7.76,9.727,0.017,0.072,0.108
2517,7.76,8.48,7.811,0.014,0.057,0.087
2517,8.48,9.26,6.326,0.012,0.046,0.071
2517,9.26,10.1,5.102,0.010,0.037,0.058
2517,10.1,11.0,4.127,0.009,0.030,0.047
2517,11.0,12.0,3.324,0.007,0.024,0.038
2517,12.0,13.0,2.696,0.006,0.020,0.031
2517,13.0,14.1,2.187,0.005,0.016,0.025
2517,14.1,15.3,1.775,0.004,0.013,0.021
2517,15.3,16.6,1.432,0.004,0.010,0.017
2517,16.6,18.0,1.156,0.003,0.008,0.014
2517,18.0,19.5,9.400E-01,0.025E-01,0.068E-01,0.112E-01
2517,19.5,21.1,7.591E-01,0.021E-01,0.055E-01,0.091E-01
2517,21.1,22.8,6.161E-01,0.018E-01,0.045E-01,0.075E-01
2517,22.8,24.7,5.013E-01,0.015E-01,0.036E-01,0.061E-01
2517,24.7,26.7,4.054E-01,0.013E-01,0.030E-01,0.050E-01
2517,26.7,28.8,3.295E-01,0.012E-01,0.024E-01,0.041E-01
2517,28.8,31.1,2.696E-01,0.010E-01,0.020E-01,0.034E-01
2517,31.1,33.5,2.213E-01,0.009E-01,0.016E-01,0.028E-01
2517,33.5,36.1,1.817E-01,0.008E-01,0.013E-01,0.023E-01
2517,36.1,38.9,1.474E-01,0.007E-01,0.011E-01,0.019E-01
2517,38.9,41.9,1.207E-01,0.006E-01,0.009E-01,0.015E-01
2517,41.9,45.1,1.000E-01,0.005E-01,0.007E-01,0.013E-01
2517,45.1,48.5,8.171E-02,0.046E-02,0.059E-02,0.107E-02
2517,48.5,52.2,6.572E-02,0.039E-02,0.048E-02,0.087E-02
2517,52.2,56.1,5.399E-02,0.035E-02,0.039E-02,0.073E-02
2517,56.1,60.3,4.462E-02,0.030E-02,0.032E-02,0.061E-02
2518,1.92,2.15,1.061E+02,0.002E+02,0.009E+02,0.016E+02
2518,2.15,2.40,9.236E+01,0.018E+01,0.059E+01,0.118E+01
2518,2.40,2.67,8.005E+01,0.015E+01,0.048E+01,0.093E+01
2518,2.67,2.97,6.865E+01,0.012E+01,0.037E+01,0.076E+01
2518,2.97,3.29,5.848E+01,0.011E+01,0.029E+01,0.063E+01
2518,3.29,3.64,4.906E+01,0.009E+01,0.024E+01,0.053E+01
2518,3.64,4.02,4.062E+01,0.007E+01,0.019E+01,0.043E+01
2518,4.02,4.43,3.353E+01,0.006E+01,0.015E+01,0.036E+01
2518,4.43,4.88,2.751E+01,0.005E+01,0.012E+01,0.030E+01
2518,4.88,5.37,2.255E+01,0.004E+01,0.009E+01,0.024E+01
2518,5.37,5.90,1.836E+01,0.003E+01,0.007E+01,0.020E+01
2518,5.90,6.47,1.493E+01,0.003E+01,0.006E+01,0.016E+01
2518,6.47,7.09,1.201E+01,0.002E+01,0.005E+01,0.013E+01
2518,7.09,7.76,9.721,0.018,0.037,0.108
2518,7.76,8.48,7.800,0.015,0.029,0.087
2518,8.48,9.26,6.296,0.013,0.023,0.071
2518,9.26,10.1,5.128,0.011,0.019,0.058
2518,10.1,11.0,4.120,0.009,0.015,0.047
2518,11.0,12.0,3.330,0.008,0.012,0.038
2518,12.0,13.0,2.709,0.007,0.010,0.031
2518,13.0,14.1,2.193,0.006,0.008,0.025
2518,14.1,15.3,1.779,0.005,0.007,0.021
2518,15.3,16.6,1.435,0.004,0.005,0.017
2518,16.6,18.0,1.160,0.003,0.004,0.014
2518,18.0,19.5,9.423E-01,0.026E-01,0.035E-01,0.113E-01
2518,19.5,21.1,7.636E-01,0.022E-01,0.028E-01,0.092E-01
2518,21.1,22.8,6.190E-01,0.019E-01,0.023E-01,0.075E-01
2518,22.8,24.7,5.048E-01,0.016E-01,0.019E-01,0.062E-01
2518,24.7,26.7,4.073E-01,0.014E-01,0.015E-01,0.050E-01
2518,26.7,28.8,3.330E-01,0.012E-01,0.012E-01,0.041E-01
2518,28.8,31.1,2.705E-01,0.010E-01,0.010E-01,0.034E-01
2518,31.1,33.5,2.231E-01,0.009E-01,0.008E-01,0.028E-01
2518,33.5,36.1,1.821E-01,0.008E-01,0.007E-01,0.023E-01
2518,36.1,38.9,1.478E-01,0.007E-01,0.005E-01,0.019E-01
2518,38.9,41.9,1.212E-01,0.006E-01,0.004E-01,0.016E-01
2518,41.9,45.1,9.904E-02,0.053E-02,0.036E-02,0.128E-02
2518,45.1,48.5,8.219E-02,0.047E-02,0.030E-02,0.108E-02
2518,48.5,52.2,6.673E-02,0.041E-02,0.025E-02,0.089E-02
2518,52.2,56.1,5.450E-02,0.036E-02,0.020E-02,0.074E-02
2518,56.1,60.3,4.445E-02,0.031E-02,0.016E-02,0.061E-02
2519,1.92,2.15,1.057E+02,0.002E+02,0.009E+02,0.016E+02
2519,2.15,2.40,9.255E+01,0.019E+01,0.057E+01,0.118E+01
2519,2.40,2.67,7.997E+01,0.015E+01,0.045E+01,0.093E+01
2519,2.67,2.97,6.856E+01,0.012E+01,0.034E+01,0.076E+01
2519,2.97,3.29,5.838E+01,0.011E+01,0.027E+01,0.063E+01
2519,3.29,3.64,4.898E+01,0.009E+01,0.021E+01,0.053E+01
2519,3.64,4.02,4.060E+01,0.007E+01,0.017E+01,0.043E+01
2519,4.02,4.43,3.340E+01,0.006E+01,0.013E+01,0.036E+01
2519,4.43,4.88,2.762E+01,0.005E+01,0.010E+01,0.030E+01
2519,4.88,5.37,2.251E+01,0.004E+01,0.008E+01,0.024E+01
2519,5.37,5.90,1.839E+01,0.003E+01,0.006E+01,0.020E+01
2519,5.90,6.47,1.494E+01,0.003E+01,0.005E+01,0.016E+01
2519,6.47,7.09,1.211E+01,0.002E+01,0.004E+01,0.013E+01
2519,7.09,7.76,9.776,0.018,0.031,0.109
2519,7.76,8.48,7.899,0.015,0.025,0.088
2519,8.48,9.26,6.386,0.013,0.020,0.072
2519,9.26,10.1,5.139,0.011,0.016,0.058
2519,10.1,11.0,4.156,0.009,0.013,0.047
2519,11.0,12.0,3.348,0.008,0.010,0.038
2519,12.0,13.0,2.713,0.007,0.008,0.031
2519,13.0,14.1,2.201,0.006,0.007,0.025
2519,14.1,15.3,1.784,0.005,0.005,0.021
2519,15.3,16.6,1.450,0.004,0.004,0.017
2519,16.6,18.0,1.169,0.003,0.004,0.014
2519,18.0,19.5,9.423E-01,0.026E-01,0.029E-01,0.113E-01
2519,19.5,21.1,7.673E-01,0.022E-01,0.023E-01,0.092E-01
2519,21.1,22.8,6.212E-01,0.019E-01,0.019E-01,0.075E-01
2519,22.8,24.7,5.037E-01,0.016E-01,0.015E-01,0.061E-01
2519,24.7,26.7,4.112E-01,0.014E-01,0.013E-01,0.051E-01
2519,26.7,28.8,3.352E-01,0.012E-01,0.010E-01,0.041E-01
2519,28.8,31.1,2.731E-01,0.011E-01,0.008E-01,0.034E-01
2519,31.1,33.5,2.230E-01,0.009E-01,0.007E-01,0.028E-01
2519,33.5,36.1,1.823E-01,0.008E-01,0.006E-01,0.023E-01
2519,36.1,38.9,1.495E-01,0.007E-01,0.005E-01,0.019E-01
2519,38.9,41.9,1.207E-01,0.006E-01,0.004E-01,0.015E-01
2519,41.9,45.1,9.980E-02,0.054E-02,0.030E-02,0.129E-02
2519,45.1,48.5,8.136E-02,0.047E-02,0.025E-02,0.106E-02
2519,48.5,52.2,6.588E-02,0.041E-02,0.020E-02,0.087E-02
2519,52.2,56.1,5.491E-02,0.036E-02,0.017E-02,0.074E-02
2519,56.1,60.3,4.482E-02,0.032E-02,0.014E-02,0.062E-02
2520,1.92,2.15,1.059E+02,0.002E+02,0.009E+02,0.016E+02
2520,2.15,2.40,9.209E+01,0.018E+01,0.063E+01,0.118E+01
2520,2.40,2.67,7.903E+01,0.014E+01,0.051E+01,0.092E+01
2520,2.67,2.97,6.838E+01,0.012E+01,0.041E+01,0.076E+01
2520,2.97,3.29,5.819E+01,0.010E+01,0.033E+01,0.063E+01
2520,3.29,3.64,4.891E+01,0.009E+01,0.027E+01,0.053E+01
2520,3.64,4.02,4.042E+01,0.007E+01,0.021E+01,0.043E+01
2520,4.02,4.43,3.361E+01,0.006E+01,0.017E+01,0.036E+01
2520,4.43,4.88,2.758E+01,0.005E+01,0.014E+01,0.030E+01
2520,4.88,5.37,2.255E+01,0.004E+01,0.011E+01,0.024E+01
2520,5.37,5.90,1.832E+01,0.003E+01,0.009E+01,0.020E+01
2520,5.90,6.47,1.494E+01,0.003E+01,0.007E+01,0.016E+01
2520,6.47,7.09,1.203E+01,0.002E+01,0.006E+01,0.013E+01
2520,7.09,7.76,9.741,0.017,0.045,0.108
2520,7.76,8.48,7.836,0.015,0.036,0.087
2520,8.48,9.26,6.357,0.012,0.029,0.071
2520,9.26,10.1,5.123,0.010,0.023,0.058
2520,10.1,11.0,4.137,0.009,0.019,0.047
2520,11.0,12.0,3.338,0.007,0.015,0.038
2520,12.0,13.0,2.700,0.006,0.012,0.031
2520,13.0,14.1,2.196,0.005,0.010,0.025
2520,14.1,15.3,1.786,0.004,0.008,0.021
2520,15.3,16.6,1.435,0.004,0.006,0.017
2520,16.6,18.0,1.166,0.003,0.005,0.014
2520,18.0,19.5,9.378E-01,0.025E-01,0.042E-01,0.112E-01
2520,19.5,21.1,7.615E-01,0.021E-01,0.034E-01,0.092E-01
2520,21.1,22.8,6.198E-01,0.018E-01,0.028E-01,0.075E-01
2520,22.8,24.7,5.050E-01,0.015E-01,0.023E-01,0.062E-01
2520,24.7,26.7,4.094E-01,0.013E-01,0.018E-01,0.050E-01
2520,26.7,28.8,3.342E-01,0.012E-01,0.015E-01,0.041E-01
2520,28.8,31.1,2.747E-01,0.010E-01,0.012E-01,0.034E-01
2520,31.1,33.5,2.225E-01,0.009E-01,0.010E-01,0.028E-01
2520,33.5,36.1,1.826E-01,0.008E-01,0.008E-01,0.023E-01
2520,36.1,38.9,1.481E-01,0.007E-01,0.007E-01,0.019E-01
2520,38.9,41.9,1.213E-01,0.006E-01,0.005E-01,0.016E-01
2520,41.9,45.1,9.987E-02,0.052E-02,0.045E-02,0.129E-02
2520,45.1,48.5,8.094E-02,0.046E-02,0.036E-02,0.106E-02
2520,48.5,52.2,6.665E-02,0.040E-02,0.030E-02,0.088E-02
2520,52.2,56.1,5.442E-02,0.035E-02,0.024E-02,0.073E-02
2520,56.1,60.3,4.481E-02,0.031E-02,0.020E-02,0.062E-02
2521,1.92,2.15,1.080E+02,0.002E+02,0.009E+02,0.016E+02
2521,2.15,2.40,9.427E+01,0.018E+01,0.060E+01,0.120E+01
2521,2.40,2.67,8.129E+01,0.014E+01,0.048E+01,0.094E+01
2521,2.67,2.97,6.985E+01,0.012E+01,0.037E+01,0.077E+01
2521,2.97,3.29,5.957E+01,0.010E+01,0.029E+01,0.065E+01
2521,3.29,3.64,4.965E+01,0.008E+01,0.023E+01,0.053E+01
2521,3.64,4.02,4.122E+01,0.007E+01,0.018E+01,0.044E+01
2521,4.02,4.43,3.396E+01,0.006E+01,0.014E+01,0.036E+01
