date YYYY-MM-DD,rigidity_min GV,rigidity_max GV,positron_flux m^-2sr^-1s^-1GV^-1,positron_flux_error_statistical m^-2sr^-1s^-1GV^-1,positron_flux_error_timedependent m^-2sr^-1s^-1GV^-1,positron_flux_error_systematic_total m^-2sr^-1s^-1GV^-1
2013-10-03,1.71,2.15,4.961E-01,6.796E-02,5.457E-03,1.190539E-02,
2013-10-03,2.15,2.97,4.117E-01,3.800E-02,4.117E-03,8.234279E-03,
2013-10-03,2.97,4.02,1.462E-01,1.642E-02,1.462E-03,2.193202E-03,
2013-10-03,4.02,5.90,8.034E-02,7.591E-03,8.034E-04,1.205138E-03,
2013-10-03,5.90,7.09,4.344E-02,6.055E-03,4.344E-04,6.516240E-04,
2013-10-03,7.09,8.48,2.337E-02,3.932E-03,2.337E-04,3.504883E-04,
2013-10-03,8.48,11.00,8.989E-03,1.767E-03,8.989E-05,1.348291E-04,
2013-10-03,11.00,16.60,5.889E-03,8.646E-04,5.889E-05,8.832889E-05,
2013-10-03,16.60,22.80,1.767E-03,3.762E-04,1.767E-05,2.649914E-05,
2013-10-03,22.80,41.90,4.852E-04,1.067E-04,4.852E-06,7.277398E-06,
2013-10-04,1.00,1.33,9.923E-01,1.570E-01,1.489E-02,2.877770E-02,
2013-10-04,1.33,1.71,7.790E-01,1.024E-01,1.013E-02,2.103286E-02,
2013-10-04,1.71,2.15,4.903E-01,6.268E-02,5.393E-03,1.176747E-02,
2013-10-04,2.15,2.97,3.649E-01,3.193E-02,3.649E-03,7.297380E-03,
2013-10-04,2.97,4.02,2.520E-01,1.932E-02,2.520E-03,3.779920E-03,
2013-10-04,4.02,5.90,8.663E-02,7.116E-03,8.663E-04,1.299464E-03,
2013-10-04,5.90,7.09,4.554E-02,5.514E-03,4.554E-04,6.831365E-04,
2013-10-04,7.09,8.48,2.514E-02,3.616E-03,2.514E-04,3.771223E-04,
2013-10-04,8.48,11.00,1.458E-02,1.962E-03,1.458E-04,2.187577E-04,
2013-10-04,11.00,16.60,4.640E-03,6.909E-04,4.640E-05,6.959252E-05,
2013-10-04,16.60,22.80,1.680E-03,3.307E-04,1.680E-05,2.520597E-05,
2013-10-04,22.80,41.90,4.021E-04,8.457E-05,4.021E-06,6.031017E-06,
2013-10-05,1.00,1.33,9.709E-01,1.622E-01,1.456E-02,2.815689E-02,
2013-10-05,1.33,1.71,7.764E-01,1.060E-01,1.009E-02,2.096317E-02,
2013-10-05,1.71,2.15,6.269E-01,7.140E-02,6.896E-03,1.504494E-02,
2013-10-05,2.15,2.97,3.728E-01,3.320E-02,3.728E-03,7.456393E-03,
2013-10-05,2.97,4.02,2.220E-01,1.819E-02,2.220E-03,3.330131E-03,
2013-10-05,4.02,5.90,9.818E-02,7.515E-03,9.818E-04,1.472705E-03,
2013-10-05,5.90,7.09,4.175E-02,5.291E-03,4.175E-04,6.262342E-04,
2013-10-05,7.09,8.48,2.653E-02,3.689E-03,2.653E-04,3.978942E-04,
2013-10-05,8.48,11.00,1.158E-02,1.765E-03,1.158E-04,1.736569E-04,
2013-10-05,11.00,16.60,5.156E-03,7.342E-04,5.156E-05,7.733849E-05,
2013-10-05,16.60,22.80,1.739E-03,3.310E-04,1.739E-05,2.608434E-05,
2013-10-05,22.80,41.90,3.543E-04,8.186E-05,3.543E-06,5.315139E-06,
2013-10-06,1.00,1.33,1.232E+00,1.816E-01,1.849E-02,3.573853E-02,
2013-10-06,1.33,1.71,8.347E-01,1.102E-01,1.085E-02,2.253822E-02,
2013-10-06,1.71,2.15,6.593E-01,7.378E-02,7.252E-03,1.582204E-02,
2013-10-06,2.15,2.97,4.071E-01,3.427E-02,4.071E-03,8.141090E-03,
2013-10-06,2.97,4.02,2.186E-01,1.859E-02,2.186E-03,3.279454E-03,
2013-10-06,4.02,5.90,9.754E-02,7.545E-03,9.754E-04,1.463132E-03,
2013-10-06,5.90,7.09,4.300E-02,5.353E-03,4.300E-04,6.450416E-04,
2013-10-06,7.09,8.48,2.736E-02,3.785E-03,2.736E-04,4.104619E-04,
2013-10-06,8.48,11.00,1.586E-02,2.046E-03,1.586E-04,2.379201E-04,
2013-10-06,11.00,16.60,4.902E-03,7.161E-04,4.902E-05,7.352711E-05,
2013-10-06,16.60,22.80,1.762E-03,3.471E-04,1.762E-05,2.643185E-05,
2013-10-06,22.80,41.90,5.137E-04,9.503E-05,5.137E-06,7.705519E-06,
2013-10-07,1.00,1.33,1.092E+00,1.778E-01,1.637E-02,3.165698E-02,
2013-10-07,1.33,1.71,1.008E+00,1.300E-01,1.310E-02,2.721373E-02,
2013-10-07,1.71,2.15,7.083E-01,7.927E-02,7.791E-03,1.699804E-02,
2013-10-07,2.15,2.97,3.865E-01,3.452E-02,3.865E-03,7.729404E-03,
2013-10-07,2.97,4.02,1.815E-01,1.662E-02,1.815E-03,2.722180E-03,
2013-10-07,4.02,5.90,1.066E-01,7.964E-03,1.066E-03,1.598639E-03,
2013-10-07,5.90,7.09,4.980E-02,5.780E-03,4.980E-04,7.469448E-04,
2013-10-07,7.09,8.48,2.640E-02,3.741E-03,2.640E-04,3.959427E-04,
2013-10-07,8.48,11.00,1.493E-02,1.988E-03,1.493E-04,2.238788E-04,
2013-10-07,11.00,16.60,5.345E-03,7.409E-04,5.345E-05,8.017656E-05,
2013-10-07,16.60,22.80,1.404E-03,2.972E-04,1.404E-05,2.105789E-05,
2013-10-07,22.80,41.90,4.366E-04,8.980E-05,4.366E-06,6.549515E-06,
2013-10-08,1.00,1.33,1.139E+00,1.767E-01,1.709E-02,3.303233E-02,
2013-10-08,1.33,1.71,9.704E-01,1.167E-01,1.262E-02,2.620138E-02,
2013-10-08,1.71,2.15,6.674E-01,7.196E-02,7.342E-03,1.601808E-02,
2013-10-08,2.15,2.97,3.584E-01,3.307E-02,3.584E-03,7.167499E-03,
2013-10-08,2.97,4.02,2.071E-01,1.790E-02,2.071E-03,3.105767E-03,
2013-10-08,4.02,5.90,1.038E-01,7.822E-03,1.038E-03,1.556519E-03,
2013-10-08,5.90,7.09,4.450E-02,5.455E-03,4.450E-04,6.675501E-04,
2013-10-08,7.09,8.48,2.614E-02,3.711E-03,2.614E-04,3.920752E-04,
2013-10-08,8.48,11.00,1.314E-02,1.897E-03,1.314E-04,1.970540E-04,
2013-10-08,11.00,16.60,4.880E-03,7.137E-04,4.880E-05,7.320372E-05,
2013-10-08,16.60,22.80,1.305E-03,2.946E-04,1.305E-05,1.957859E-05,
2013-10-08,22.80,41.90,3.805E-04,8.242E-05,3.805E-06,5.708102E-06,
2013-10-09,1.00,1.33,9.193E-01,1.848E-01,1.379E-02,2.665990E-02,
2013-10-09,1.33,1.71,6.801E-01,1.092E-01,8.841E-03,1.836142E-02,
2013-10-09,1.71,2.15,6.105E-01,7.848E-02,6.716E-03,1.465316E-02,
2013-10-09,2.15,2.97,4.312E-01,3.701E-02,4.312E-03,8.624946E-03,
2013-10-09,2.97,4.02,1.920E-01,1.830E-02,1.920E-03,2.880256E-03,
2013-10-09,4.02,5.90,9.262E-02,7.788E-03,9.262E-04,1.389306E-03,
2013-10-09,5.90,7.09,4.984E-02,6.049E-03,4.984E-04,7.476038E-04,
2013-10-09,7.09,8.48,2.332E-02,3.671E-03,2.332E-04,3.497283E-04,
2013-10-09,8.48,11.00,1.187E-02,1.864E-03,1.187E-04,1.779773E-04,
2013-10-09,11.00,16.60,5.024E-03,7.595E-04,5.024E-05,7.535261E-05,
2013-10-09,16.60,22.80,2.052E-03,3.810E-04,2.052E-05,3.078331E-05,
2013-10-09,22.80,41.90,4.417E-04,9.216E-05,4.417E-06,6.625828E-06,
2013-10-10,1.00,1.33,1.246E+00,1.831E-01,1.870E-02,3.614550E-02,
2013-10-10,1.33,1.71,8.776E-01,1.097E-01,1.141E-02,2.369541E-02,
2013-10-10,1.71,2.15,5.936E-01,6.986E-02,6.530E-03,1.424714E-02,
2013-10-10,2.15,2.97,4.034E-01,3.445E-02,4.034E-03,8.067346E-03,
2013-10-10,2.97,4.02,1.904E-01,1.711E-02,1.904E-03,2.856036E-03,
2013-10-10,4.02,5.90,8.934E-02,7.232E-03,8.934E-04,1.340045E-03,
2013-10-10,5.90,7.09,4.125E-02,5.255E-03,4.125E-04,6.187637E-04,
2013-10-10,7.09,8.48,3.418E-02,4.191E-03,3.418E-04,5.127359E-04,
2013-10-10,8.48,11.00,1.230E-02,1.823E-03,1.230E-04,1.844918E-04,
2013-10-10,11.00,16.60,4.051E-03,6.521E-04,4.051E-05,6.076311E-05,
2013-10-10,16.60,22.80,1.961E-03,3.577E-04,1.961E-05,2.942039E-05,
2013-10-10,22.80,41.90,3.802E-04,8.198E-05,3.802E-06,5.702719E-06,
2013-10-11,1.00,1.33,5.704E-01,1.391E-01,8.556E-03,1.654220E-02,
2013-10-11,1.33,1.71,6.149E-01,1.019E-01,7.994E-03,1.660294E-02,
2013-10-11,1.71,2.15,6.215E-01,7.273E-02,6.836E-03,1.491572E-02,
2013-10-11,2.15,2.97,4.497E-01,3.678E-02,4.497E-03,8.994776E-03,
2013-10-11,2.97,4.02,2.053E-01,1.757E-02,2.053E-03,3.079753E-03,
2013-10-11,4.02,5.90,9.152E-02,7.300E-03,9.152E-04,1.372862E-03,
2013-10-11,5.90,7.09,4.765E-02,5.618E-03,4.765E-04,7.147573E-04,
2013-10-11,7.09,8.48,3.450E-02,4.255E-03,3.450E-04,5.174324E-04,
2013-10-11,8.48,11.00,1.573E-02,2.047E-03,1.573E-04,2.359613E-04,
2013-10-11,11.00,16.60,6.237E-03,8.058E-04,6.237E-05,9.355632E-05,
2013-10-11,16.60,22.80,1.945E-03,3.499E-04,1.945E-05,2.917436E-05,
2013-10-11,22.80,41.90,4.407E-04,8.868E-05,4.407E-06,6.609934E-06,
2013-10-12,1.00,1.33,9.268E-01,1.564E-01,1.390E-02,2.687820E-02,
2013-10-12,1.33,1.71,9.710E-01,1.219E-01,1.262E-02,2.621833E-02,
2013-10-12,1.71,2.15,6.920E-01,7.383E-02,7.612E-03,1.660752E-02,
2013-10-12,2.15,2.97,4.451E-01,3.630E-02,4.451E-03,8.901493E-03,
2013-10-12,2.97,4.02,2.136E-01,1.822E-02,2.136E-03,3.203570E-03,
2013-10-12,4.02,5.90,9.458E-02,7.465E-03,9.458E-04,1.418721E-03,
2013-10-12,5.90,7.09,4.245E-02,5.390E-03,4.245E-04,6.367336E-04,
2013-10-12,7.09,8.48,2.225E-02,3.440E-03,2.225E-04,3.336963E-04,
2013-10-12,8.48,11.00,1.496E-02,2.002E-03,1.496E-04,2.243608E-04,
2013-10-12,11.00,16.60,4.611E-03,6.859E-04,4.611E-05,6.917061E-05,
2013-10-12,16.60,22.80,1.975E-03,3.655E-04,1.975E-05,2.963226E-05,
2013-10-12,22.80,41.90,5.765E-04,1.021E-04,5.765E-06,8.647450E-06,
2013-10-13,1.00,1.33,1.064E+00,1.775E-01,1.596E-02,3.086323E-02,
2013-10-13,1.33,1.71,1.003E+00,1.208E-01,1.304E-02,2.708189E-02,
2013-10-13,1.71,2.15,6.935E-01,7.694E-02,7.628E-03,1.664351E-02,
2013-10-13,2.15,2.97,3.963E-01,3.375E-02,3.963E-03,7.926725E-03,
2013-10-13,2.97,4.02,2.267E-01,1.855E-02,2.267E-03,3.400493E-03,
2013-10-13,4.02,5.90,1.006E-01,7.607E-03,1.006E-03,1.508312E-03,
2013-10-13,5.90,7.09,3.304E-02,4.727E-03,3.304E-04,4.956520E-04,
2013-10-13,7.09,8.48,3.031E-02,3.926E-03,3.031E-04,4.546057E-04,
2013-10-13,8.48,11.00,1.086E-02,1.684E-03,1.086E-04,1.628349E-04,
2013-10-13,11.00,16.60,4.219E-03,6.720E-04,4.219E-05,6.328674E-05,
2013-10-13,16.60,22.80,1.442E-03,3.050E-04,1.442E-05,2.162304E-05,
2013-10-13,22.80,41.90,3.513E-04,7.881E-05,3.513E-06,5.269095E-06,
2013-10-14,1.00,1.33,1.456E+00,2.072E-01,2.184E-02,4.222926E-02,
2013-10-14,1.33,1.71,9.756E-01,1.187E-01,1.268E-02,2.634203E-02,
2013-10-14,1.71,2.15,6.709E-01,7.681E-02,7.380E-03,1.610107E-02,
2013-10-14,2.15,2.97,3.407E-01,3.259E-02,3.407E-03,6.813360E-03,
2013-10-14,2.97,4.02,2.338E-01,1.934E-02,2.338E-03,3.506671E-03,
2013-10-14,4.02,5.90,9.929E-02,7.705E-03,9.929E-04,1.489373E-03,
2013-10-14,5.90,7.09,3.951E-02,5.195E-03,3.951E-04,5.926406E-04,
2013-10-14,7.09,8.48,2.478E-02,3.618E-03,2.478E-04,3.716471E-04,
2013-10-14,8.48,11.00,1.330E-02,1.907E-03,1.330E-04,1.995213E-04,
2013-10-14,11.00,16.60,3.777E-03,6.343E-04,3.777E-05,5.666201E-05,
2013-10-14,16.60,22.80,1.529E-03,3.192E-04,1.529E-05,2.294065E-05,
2013-10-14,22.80,41.90,5.718E-04,1.024E-04,5.718E-06,8.577423E-06,
2013-10-15,1.00,1.33,9.635E-01,1.797E-01,1.445E-02,2.794259E-02,
2013-10-15,1.33,1.71,7.498E-01,1.169E-01,9.747E-03,2.024416E-02,
2013-10-15,1.71,2.15,6.935E-01,7.995E-02,7.628E-03,1.664387E-02,
2013-10-15,2.15,2.97,4.231E-01,3.725E-02,4.231E-03,8.461714E-03,
2013-10-15,2.97,4.02,2.108E-01,1.873E-02,2.108E-03,3.161793E-03,
2013-10-15,4.02,5.90,9.181E-02,7.656E-03,9.181E-04,1.377195E-03,
2013-10-15,5.90,7.09,5.299E-02,6.124E-03,5.299E-04,7.947840E-04,
2013-10-15,7.09,8.48,2.570E-02,3.803E-03,2.570E-04,3.855491E-04,
2013-10-15,8.48,11.00,1.337E-02,1.958E-03,1.337E-04,2.005179E-04,
2013-10-15,11.00,16.60,3.981E-03,6.717E-04,3.981E-05,5.970936E-05,
2013-10-15,16.60,22.80,1.650E-03,3.384E-04,1.650E-05,2.475598E-05,
2013-10-15,22.80,41.90,3.156E-04,7.870E-05,3.156E-06,4.733502E-06,
2013-10-16,1.00,1.33,1.082E+00,1.726E-01,1.622E-02,3.136504E-02,
2013-10-16,1.33,1.71,7.166E-01,1.002E-01,9.315E-03,1.934736E-02,
2013-10-16,1.71,2.15,5.787E-01,6.854E-02,6.366E-03,1.388887E-02,
2013-10-16,2.15,2.97,3.405E-01,3.162E-02,3.405E-03,6.810337E-03,
2013-10-16,2.97,4.02,2.136E-01,1.809E-02,2.136E-03,3.204258E-03,
2013-10-16,4.02,5.90,9.715E-02,7.547E-03,9.715E-04,1.457281E-03,
2013-10-16,5.90,7.09,4.895E-02,5.716E-03,4.895E-04,7.342712E-04,
2013-10-16,7.09,8.48,2.448E-02,3.559E-03,2.448E-04,3.671476E-04,
2013-10-16,8.48,11.00,1.351E-02,1.890E-03,1.351E-04,2.026723E-04,
2013-10-16,11.00,16.60,5.909E-03,7.807E-04,5.909E-05,8.863429E-05,
2013-10-16,16.60,22.80,1.770E-03,3.448E-04,1.770E-05,2.654356E-05,
2013-10-16,22.80,41.90,2.965E-04,7.301E-05,2.965E-06,4.447313E-06,
2013-10-17,1.00,1.33,9.086E-01,1.609E-01,1.363E-02,2.634989E-02,
2013-10-17,1.33,1.71,8.027E-01,1.048E-01,1.044E-02,2.167276E-02,
2013-10-17,1.71,2.15,3.949E-01,5.999E-02,4.344E-03,9.478533E-03,
2013-10-17,2.15,2.97,3.937E-01,3.397E-02,3.937E-03,7.874244E-03,
2013-10-17,2.97,4.02,2.358E-01,1.943E-02,2.358E-03,3.536836E-03,
2013-10-17,4.02,5.90,9.433E-02,7.412E-03,9.433E-04,1.414948E-03,
2013-10-17,5.90,7.09,4.546E-02,5.520E-03,4.546E-04,6.819314E-04,
2013-10-17,7.09,8.48,2.581E-02,3.648E-03,2.581E-04,3.871817E-04,
2013-10-17,8.48,11.00,1.475E-02,1.977E-03,1.475E-04,2.213166E-04,
2013-10-17,11.00,16.60,5.472E-03,7.546E-04,5.472E-05,8.207933E-05,
2013-10-17,16.60,22.80,1.842E-03,3.460E-04,1.842E-05,2.762619E-05,
2013-10-17,22.80,41.90,5.950E-04,1.062E-04,5.950E-06,8.924840E-06,
2013-10-18,1.00,1.33,6.975E-01,1.327E-01,1.046E-02,2.022879E-02,
2013-10-18,1.33,1.71,8.725E-01,1.065E-01,1.134E-02,2.355739E-02,
2013-10-18,1.71,2.15,6.186E-01,6.882E-02,6.804E-03,1.484578E-02,
2013-10-18,2.15,2.97,4.322E-01,3.500E-02,4.322E-03,8.644357E-03,
2013-10-18,2.97,4.02,1.991E-01,1.743E-02,1.991E-03,2.985871E-03,
2013-10-18,4.02,5.90,9.392E-02,7.287E-03,9.392E-04,1.408730E-03,
2013-10-18,5.90,7.09,3.320E-02,4.682E-03,3.320E-04,4.979989E-04,
2013-10-18,7.09,8.48,2.521E-02,3.588E-03,2.521E-04,3.781472E-04,
2013-10-18,8.48,11.00,1.653E-02,2.106E-03,1.653E-04,2.478810E-04,
2013-10-18,11.00,16.60,6.131E-03,7.873E-04,6.131E-05,9.197132E-05,
2013-10-18,16.60,22.80,1.220E-03,2.783E-04,1.220E-05,1.830441E-05,
2013-10-18,22.80,41.90,3.528E-04,7.980E-05,3.528E-06,5.291294E-06,
2013-10-19,1.00,1.33,1.166E+00,1.669E-01,1.748E-02,3.380178E-02,
2013-10-19,1.33,1.71,8.853E-01,1.128E-01,1.151E-02,2.390338E-02,
2013-10-19,1.71,2.15,5.688E-01,6.634E-02,6.256E-03,1.365010E-02,
2013-10-19,2.15,2.97,3.752E-01,3.302E-02,3.752E-03,7.504630E-03,
2013-10-19,2.97,4.02,2.363E-01,1.894E-02,2.363E-03,3.544392E-03,
2013-10-19,4.02,5.90,9.550E-02,7.429E-03,9.550E-04,1.432532E-03,
2013-10-19,5.90,7.09,4.995E-02,5.696E-03,4.995E-04,7.492769E-04,
2013-10-19,7.09,8.48,2.685E-02,3.692E-03,2.685E-04,4.027288E-04,
2013-10-19,8.48,11.00,1.324E-02,1.886E-03,1.324E-04,1.985684E-04,
2013-10-19,11.00,16.60,4.790E-03,7.022E-04,4.790E-05,7.185085E-05,
2013-10-19,16.60,22.80,2.238E-03,3.822E-04,2.238E-05,3.356428E-05,
2013-10-19,22.80,41.90,3.629E-04,7.990E-05,3.629E-06,5.443493E-06,
2013-10-20,1.00,1.33,1.131E+00,1.669E-01,1.697E-02,3.280060E-02,
2013-10-20,1.33,1.71,8.403E-01,1.041E-01,1.092E-02,2.268809E-02,
2013-10-20,1.71,2.15,7.082E-01,7.244E-02,7.791E-03,1.699794E-02,
2013-10-20,2.15,2.97,3.824E-01,3.275E-02,3.824E-03,7.648088E-03,
2013-10-20,2.97,4.02,1.972E-01,1.743E-02,1.972E-03,2.957814E-03,
2013-10-20,4.02,5.90,9.312E-02,7.334E-03,9.312E-04,1.396761E-03,
2013-10-20,5.90,7.09,4.838E-02,5.644E-03,4.838E-04,7.256526E-04,
2013-10-20,7.09,8.48,2.481E-02,3.568E-03,2.481E-04,3.721406E-04,
2013-10-20,8.48,11.00,1.610E-02,2.053E-03,1.610E-04,2.415267E-04,
2013-10-20,11.00,16.60,5.798E-03,7.653E-04,5.798E-05,8.696319E-05,
2013-10-20,16.60,22.80,1.367E-03,2.860E-04,1.367E-05,2.050593E-05,
2013-10-20,22.80,41.90,4.337E-04,8.790E-05,4.337E-06,6.505803E-06,
2013-10-21,1.00,1.33,6.558E-01,3.075E-01,9.836E-03,1.901711E-02,
2013-10-21,1.33,1.71,7.012E-01,1.858E-01,9.116E-03,1.893300E-02,
2013-10-21,1.71,2.15,5.058E-01,1.177E-01,5.563E-03,1.213852E-02,
2013-10-21,2.15,2.97,3.460E-01,5.142E-02,3.460E-03,6.920246E-03,
2013-10-21,2.97,4.02,2.067E-01,2.857E-02,2.067E-03,3.100849E-03,
2013-10-21,4.02,5.90,1.008E-01,1.303E-02,1.008E-03,1.511835E-03,
2013-10-21,5.90,7.09,3.647E-02,8.998E-03,3.647E-04,5.469758E-04,
2013-10-21,7.09,8.48,3.538E-02,8.098E-03,3.538E-04,5.307154E-04,
2013-10-21,8.48,11.00,1.686E-02,3.969E-03,1.686E-04,2.528903E-04,
2013-10-21,11.00,16.60,5.812E-03,1.519E-03,5.812E-05,8.718208E-05,
2013-10-21,16.60,22.80,1.259E-03,5.653E-04,1.259E-05,1.888051E-05,
2013-10-21,22.80,41.90,5.330E-04,1.980E-04,5.330E-06,7.995229E-06,
2013-10-25,1.00,1.33,7.676E-01,1.504E-01,1.151E-02,2.225940E-02,
2013-10-25,1.33,1.71,6.256E-01,1.010E-01,8.133E-03,1.689160E-02,
2013-10-25,1.71,2.15,6.586E-01,8.353E-02,7.245E-03,1.580715E-02,
2013-10-25,2.15,2.97,3.342E-01,3.780E-02,3.342E-03,6.683220E-03,
2013-10-25,2.97,4.02,2.213E-01,2.400E-02,2.213E-03,3.319060E-03,
2013-10-25,4.02,5.90,9.335E-02,1.066E-02,9.335E-04,1.400250E-03,
2013-10-25,5.90,7.09,5.019E-02,8.951E-03,5.019E-04,7.529042E-04,
2013-10-25,7.09,8.48,2.309E-02,5.541E-03,2.309E-04,3.463024E-04,
2013-10-25,8.48,11.00,1.332E-02,3.007E-03,1.332E-04,1.997396E-04,
2013-10-25,11.00,16.60,7.801E-03,1.490E-03,7.801E-05,1.170124E-04,
2013-10-25,16.60,22.80,2.322E-03,6.918E-04,2.322E-05,3.482389E-05,
2013-10-25,22.80,41.90,5.813E-04,1.823E-04,5.813E-06,8.720173E-06,
2013-10-26,1.00,1.33,7.575E-01,1.519E-01,1.136E-02,2.196891E-02,
2013-10-26,1.33,1.71,7.989E-01,1.030E-01,1.039E-02,2.157056E-02,
2013-10-26,1.71,2.15,7.059E-01,7.422E-02,7.765E-03,1.694268E-02,
2013-10-26,2.15,2.97,4.417E-01,3.543E-02,4.417E-03,8.833227E-03,
2013-10-26,2.97,4.02,2.893E-01,2.060E-02,2.893E-03,4.340230E-03,
2013-10-26,4.02,5.90,9.702E-02,7.421E-03,9.702E-04,1.455350E-03,
2013-10-26,5.90,7.09,4.497E-02,5.435E-03,4.497E-04,6.745049E-04,
2013-10-26,7.09,8.48,3.159E-02,4.057E-03,3.159E-04,4.738219E-04,
2013-10-26,8.48,11.00,1.388E-02,1.937E-03,1.388E-04,2.081399E-04,
2013-10-26,11.00,16.60,5.620E-03,7.513E-04,5.620E-05,8.430601E-05,
2013-10-26,16.60,22.80,1.967E-03,3.557E-04,1.967E-05,2.949768E-05,
2013-10-26,22.80,41.90,2.918E-04,7.178E-05,2.918E-06,4.377642E-06,
2013-10-27,1.00,1.33,1.273E+00,1.855E-01,1.909E-02,3.690977E-02,
2013-10-27,1.33,1.71,7.401E-01,1.054E-01,9.621E-03,1.998252E-02,
2013-10-27,1.71,2.15,6.921E-01,7.329E-02,7.613E-03,1.660965E-02,
2013-10-27,2.15,2.97,3.967E-01,3.435E-02,3.967E-03,7.933665E-03,
2013-10-27,2.97,4.02,1.936E-01,1.713E-02,1.936E-03,2.904566E-03,
2013-10-27,4.02,5.90,1.063E-01,7.780E-03,1.063E-03,1.594755E-03,
2013-10-27,5.90,7.09,4.729E-02,5.596E-03,4.729E-04,7.093153E-04,
2013-10-27,7.09,8.48,2.678E-02,3.731E-03,2.678E-04,4.016643E-04,
2013-10-27,8.48,11.00,1.378E-02,1.937E-03,1.378E-04,2.066707E-04,
2013-10-27,11.00,16.60,5.969E-03,7.797E-04,5.969E-05,8.953255E-05,
2013-10-27,16.60,22.80,1.425E-03,3.002E-04,1.425E-05,2.136893E-05,
2013-10-27,22.80,41.90,4.428E-04,8.838E-05,4.428E-06,6.642629E-06,
2013-10-28,1.00,1.33,1.095E+00,1.771E-01,1.642E-02,3.174377E-02,
2013-10-28,1.33,1.71,7.939E-01,1.055E-01,1.032E-02,2.143623E-02,
2013-10-28,1.71,2.15,6.787E-01,7.290E-02,7.465E-03,1.628829E-02,
2013-10-28,2.15,2.97,4.094E-01,3.397E-02,4.094E-03,8.188408E-03,
2013-10-28,2.97,4.02,2.478E-01,1.956E-02,2.478E-03,3.716961E-03,
2013-10-28,4.02,5.90,1.036E-01,7.727E-03,1.036E-03,1.553729E-03,
2013-10-28,5.90,7.09,5.321E-02,5.936E-03,5.321E-04,7.981560E-04,
2013-10-28,7.09,8.48,2.792E-02,3.803E-03,2.792E-04,4.188311E-04,
2013-10-28,8.48,11.00,1.327E-02,1.859E-03,1.327E-04,1.989890E-04,
2013-10-28,11.00,16.60,5.803E-03,7.767E-04,5.803E-05,8.705130E-05,
2013-10-28,16.60,22.80,2.176E-03,3.806E-04,2.176E-05,3.264728E-05,
2013-10-28,22.80,41.90,4.325E-04,8.964E-05,4.325E-06,6.486928E-06,
2013-10-29,1.00,1.33,8.399E-01,1.584E-01,1.260E-02,2.435761E-02,
2013-10-29,1.33,1.71,7.830E-01,1.041E-01,1.018E-02,2.114045E-02,
2013-10-29,1.71,2.15,6.028E-01,7.179E-02,6.631E-03,1.446669E-02,
2013-10-29,2.15,2.97,4.280E-01,3.487E-02,4.280E-03,8.559053E-03,
2013-10-29,2.97,4.02,1.976E-01,1.733E-02,1.976E-03,2.963787E-03,
2013-10-29,4.02,5.90,1.001E-01,7.581E-03,1.001E-03,1.500775E-03,
2013-10-29,5.90,7.09,3.554E-02,4.826E-03,3.554E-04,5.331216E-04,
2013-10-29,7.09,8.48,3.209E-02,4.074E-03,3.209E-04,4.813110E-04,
2013-10-29,8.48,11.00,1.502E-02,2.015E-03,1.502E-04,2.252563E-04,
2013-10-29,11.00,16.60,4.790E-03,7.000E-04,4.790E-05,7.185401E-05,
2013-10-29,16.60,22.80,1.719E-03,3.330E-04,1.719E-05,2.579078E-05,
2013-10-29,22.80,41.90,2.240E-04,6.343E-05,2.240E-06,3.360118E-06,
2013-10-30,1.00,1.33,8.213E-01,1.487E-01,1.232E-02,2.381832E-02,
2013-10-30,1.33,1.71,7.903E-01,1.045E-01,1.027E-02,2.133929E-02,
2013-10-30,1.71,2.15,5.903E-01,6.785E-02,6.493E-03,1.416656E-02,
2013-10-30,2.15,2.97,4.192E-01,3.467E-02,4.192E-03,8.384761E-03,
2013-10-30,2.97,4.02,1.658E-01,1.579E-02,1.658E-03,2.487503E-03,
2013-10-30,4.02,5.90,9.385E-02,7.359E-03,9.385E-04,1.407678E-03,
2013-10-30,5.90,7.09,4.292E-02,5.314E-03,4.292E-04,6.438380E-04,
2013-10-30,7.09,8.48,2.377E-02,3.558E-03,2.377E-04,3.564954E-04,
2013-10-30,8.48,11.00,1.484E-02,1.990E-03,1.484E-04,2.226575E-04,
2013-10-30,11.00,16.60,4.400E-03,6.880E-04,4.400E-05,6.599493E-05,
2013-10-30,16.60,22.80,1.845E-03,3.466E-04,1.845E-05,2.767829E-05,
2013-10-30,22.80,41.90,6.177E-04,1.048E-04,6.177E-06,9.264981E-06,
2013-10-31,1.00,1.33,8.513E-01,1.502E-01,1.277E-02,2.468720E-02,
2013-10-31,1.33,1.71,6.497E-01,9.411E-02,8.446E-03,1.754184E-02,
2013-10-31,1.71,2.15,4.802E-01,6.235E-02,5.283E-03,1.152593E-02,
2013-10-31,2.15,2.97,3.254E-01,3.064E-02,3.254E-03,6.507326E-03,
2013-10-31,2.97,4.02,2.016E-01,1.741E-02,2.016E-03,3.024500E-03,
2013-10-31,4.02,5.90,9.387E-02,7.344E-03,9.387E-04,1.408037E-03,
2013-10-31,5.90,7.09,3.660E-02,4.904E-03,3.660E-04,5.490321E-04,
2013-10-31,7.09,8.48,1.563E-02,2.882E-03,1.563E-04,2.344122E-04,
2013-10-31,8.48,11.00,1.410E-02,1.932E-03,1.410E-04,2.115711E-04,
